経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.024, 5.0824, 56.2852, -0.7687, -0.6589, 10.2182, 4.5325, 124.49, 88.22
4.732, 5.1611, 58.0271, -1.0433, -0.7138, 10.9306, 4.8114, 152.01, 120.87
6.664, 5.0323, 57.6923, -0.5088, -0.3634, 10.5033, 4.6821, 138.55, 98.98
8.233, 4.9064, 66.3717, -0.4020, -0.5482, 9.4264, 4.2556, 137.05, 99.09
9.141, 4.4219, 66.5188, -0.6585, -0.3293, 8.2776, 3.9364, 136.57, 99.29
10.001, 4.5749, 91.4634, -0.5815, -0.4361, 8.4025, 3.9284, 119.60, 78.99
10.869, 4.6990, 65.5022, -0.6132, -0.8432, 8.5157, 3.9284, 119.60, 78.99
11.810, 4.5518, 68.8073, -0.6083, -0.3790, 8.3813, 3.9284, 119.60, 78.99
12.785, 4.4261, 69.0449, -0.4564, -0.4564, 8.2647, 3.9284, 119.60, 78.99
13.651, 2.0641, 54.4959, -0.5415, -0.3723, 5.6439, 3.9284, 119.60, 78.99
14.611, 4.2048, 75.6620, -0.6478, -0.3811, 8.5432, 4.1662, 128.12, 88.42
16.295, 2.9250, 61.9195, -0.3777, -0.6868, 4.5203, 2.6430, 105.91, 68.32
17.264, 1.0821, 57.9710, -0.3697, -0.5041, 0.8605, 0.8273, 100.31, 68.76
18.125, 5.0998, 74.9064, -0.4763, -0.4423, 14.2336, 6.3029, 163.09, 119.21
19.062, 4.1369, 74.8130, -0.6132, -0.4588, 7.2033, 3.5415, 126.59, 88.64
20.702, 4.1335, 64.3087, -0.3526, -0.5288, 6.9049, 3.3963, 120.35, 81.46
24.044, 4.1778, 77.5194, -0.6215, -0.4761, 7.2083, 3.5266, 125.34, 86.93
24.848, 2.7569, 85.5920, -0.5696, -0.3418, 4.0834, 2.4593, 109.77, 72.68
25.809, 4.1919, 69.2042, -0.7397, -0.3699, 8.6398, 4.2198, 125.70, 86.64
26.719, 4.3996, 74.2574, -0.5489, -0.3773, 7.6280, 3.6367, 113.08, 71.88
27.553, 4.3552, 61.6650, -0.5802, -0.3989, 8.8018, 4.2176, 128.80, 88.71
28.386, 4.3180, 67.4157, -0.5935, -0.5935, 8.0384, 3.8684, 123.49, 84.36
30.189, 4.4745, 72.1154, -0.6735, -0.5138, 7.6970, 3.6387, 120.88, 81.71
31.052, 4.4657, 62.1118, -0.6719, -0.5138, 7.7866, 3.6847, 119.08, 79.55
31.987, 4.9681, 71.1744, -0.4589, -0.5353, 9.6235, 4.3175, 126.85, 85.51
32.862, 4.6194, 69.2841, -0.6353, -0.8471, 7.2981, 3.3956, 129.08, 91.51
33.799, 4.6586, 64.3087, -0.7158, -0.8664, 8.2767, 3.8347, 130.30, 89.78
34.732, 4.7711, 68.9655, -0.4231, -0.4936, 9.1682, 4.1973, 130.70, 87.99
37.608, 4.5443, 57.6923, -0.5659, -0.4952, 8.5845, 4.0270, 134.38, 94.27
38.446, 4.6856, 61.9195, -0.5683, -0.8335, 9.3430, 4.3162, 131.89, 91.24
40.346, 4.7999, 78.4314, -0.5507, -0.5507, 9.4886, 4.3310, 120.97, 79.17
41.313, 4.9996, 56.1798, -0.6316, -0.5526, 9.6840, 4.3310, 120.97, 79.17
42.190, 4.9547, 64.6552, -0.4778, -0.4436, 9.9007, 4.4479, 131.77, 89.60
43.190, 4.9489, 61.5385, -0.6397, -0.4892, 9.8204, 4.4145, 137.04, 97.07
44.056, 4.8959, 77.4194, -0.5610, -0.4290, 9.7439, 4.4037, 130.02, 87.33
51.644, 4.9013, 78.8436, -0.4954, -0.4954, 11.9726, 5.4079, 136.21, 92.43
52.543, 4.4585, 57.0885, -0.6499, -0.3611, 11.4190, 5.4079, 136.21, 92.43
55.452, 5.0775, 55.9701, -0.6247, -0.4410, 12.1859, 5.4079, 136.21, 92.43
