経過時間_秒, Green, SinWave
0.024, 2.02, 9.71
0.072, 1.39, 9.03
0.089, 1.18, 8.69
0.118, 1.33, 8.00
0.155, 1.44, 6.97
0.188, 1.25, 5.96
0.209, 0.88, 5.29
0.254, 0.48, 3.87
0.289, 0.54, 2.84
0.316, 1.17, 2.15
0.340, 2.42, 1.68
0.389, 4.16, 1.03
0.418, 6.39, 0.76
0.451, 7.57, 0.59
0.492, 8.40, 0.56
0.522, 9.14, 0.67
0.546, 9.50, 0.84
0.588, 9.64, 1.30
0.621, 9.80, 1.79
0.652, 9.92, 2.34
0.690, 9.94, 3.12
0.724, 9.96, 3.88
0.754, 9.89, 4.59
0.791, 9.74, 5.49
0.822, 9.46, 7.42
0.851, 9.11, 5.33
0.893, 8.62, 3.65
0.924, 7.90, 2.53
0.958, 6.71, 1.61
0.993, 4.55, 1.03
1.023, 2.45, 0.69
1.055, 2.35, 0.49
1.086, 1.97, 0.48
1.120, 1.56, 0.67
1.157, 1.41, 1.09
1.187, 1.38, 1.60
1.222, 1.14, 2.35
1.256, 0.86, 3.20
1.289, 0.41, 4.11
1.322, 0.25, 5.07
1.357, 0.50, 6.09
1.387, 1.25, 6.94
1.424, 2.45, 7.90
1.456, 4.01, 8.63
1.488, 5.67, 9.40
1.521, 7.49, 9.87
1.555, 8.79, 9.96
1.589, 9.31, 9.66
1.622, 9.63, 9.01
1.656, 9.67, 8.02
1.691, 9.61, 6.76
1.734, 9.63, 5.04
1.757, 9.77, 4.12
1.791, 9.75, 2.83
1.822, 9.57, 1.84
1.858, 9.18, 8.89
1.888, 8.63, 8.38
1.925, 8.02, 7.36
1.953, 7.16, 6.47
1.987, 5.91, 5.30
2.025, 3.92, 3.99
2.060, 1.75, 2.84
2.099, 1.51, 1.73
2.123, 1.40, 1.28
2.159, 1.28, 0.76
2.183, 1.01, 0.51
2.232, 0.96, 0.25
2.260, 0.91, 0.26
2.294, 0.59, 0.42
2.327, 0.32, 0.74
2.359, 0.52, 1.18
2.390, 1.22, 1.72
2.422, 2.45, 2.39
2.453, 4.11, 3.11
2.485, 6.12, 3.91
2.525, 7.86, 4.96
2.556, 8.78, 5.78
2.591, 9.28, 6.68
2.624, 9.50, 7.46
2.657, 9.44, 8.17
2.692, 9.41, 8.91
2.725, 9.64, 9.45
2.760, 9.85, 9.74
2.794, 9.93, 9.72
2.822, 9.82, 9.49
2.851, 9.58, 9.05
2.891, 9.24, 9.20
2.923, 8.80, 9.69
2.964, 8.30, 9.15
2.997, 7.63, 8.53
3.027, 6.81, 7.83
3.064, 5.44, 6.85
3.089, 3.09, 6.13
3.123, 1.59, 5.11
3.155, 1.66, 4.15
3.190, 2.24, 3.15
3.235, 2.04, 2.01
3.259, 1.77, 1.51
3.291, 1.25, 0.98
3.323, 0.60, 0.60
3.356, 0.48, 0.37
3.390, 1.09, 0.32
3.423, 2.53, 0.46
3.455, 4.92, 0.76
3.493, 6.43, 1.31
3.523, 7.30, 1.89
3.556, 8.16, 2.64
3.588, 8.78, 3.45
3.625, 9.21, 4.46
3.661, 9.60, 5.48
3.691, 9.67, 6.32
3.721, 9.85, 7.12
3.755, 9.90, 7.95
3.793, 9.92, 8.75
3.823, 9.77, 9.28
3.858, 9.50, 9.71
3.896, 9.15, 10.21
3.924, 8.75, 9.86
3.956, 8.28, 9.57
3.994, 7.66, 8.97
4.024, 6.63, 8.32
4.059, 4.95, 7.41
4.092, 2.31, 6.44
4.132, 2.07, 5.19
4.165, 1.84, 4.16
4.190, 1.70, 3.40
4.227, 1.47, 2.39
4.260, 1.37, 1.66
4.300, 1.32, 1.05
4.328, 1.13, 0.75
4.360, 0.82, 0.53
4.395, 0.39, 0.47
4.433, 0.32, 0.60
4.467, 0.66, 0.90
4.495, 1.49, 1.26
4.532, 2.61, 1.88
4.568, 4.03, 2.62
4.592, 5.67, 3.17
4.624, 7.18, 3.96
4.667, 8.74, 5.09
4.693, 9.42, 5.77
4.732, 9.29, 6.78
4.766, 9.46, 7.59
4.791, 9.69, 8.14
4.833, 9.90, 8.99
4.862, 9.88, 9.47
4.900, 9.72, 9.85
4.935, 9.30, 9.59
4.966, 8.73, 9.02
4.990, 8.11, 8.52
5.024, 7.42, 7.66
5.065, 6.66, 6.45
5.096, 5.56, 5.47
5.127, 3.76, 4.47
5.158, 1.23, 3.50
5.200, 1.08, 2.30
5.231, 1.28, 1.58
5.269, 1.13, 0.95
5.301, 1.13, 0.58
5.329, 0.95, 0.38
5.366, 0.50, 0.32
5.400, 0.42, 0.46
5.433, 0.89, 0.78
5.466, 1.95, 1.25
5.496, 3.58, 1.81
5.534, 5.69, 2.65
5.563, 7.53, 3.39
5.593, 8.27, 4.19
5.632, 8.94, 5.28
5.660, 9.55, 6.07
5.698, 9.87, 7.08
5.732, 9.97, 7.91
5.761, 9.89, 8.53
5.801, 9.64, 9.31
5.834, 9.17, 7.53
5.860, 8.49, 9.15
5.900, 7.64, 9.66
5.936, 6.66, 9.91
5.964, 5.68, 9.97
5.996, 4.66, 9.87
6.031, 3.09, 9.59
6.070, 1.45, 9.05
6.099, 1.21, 8.53
6.126, 0.89, 7.95
6.163, 0.53, 7.05
6.197, 0.24, 6.15
6.236, 0.40, 5.07
6.267, 1.11, 4.22
6.299, 2.34, 3.37
6.333, 4.10, 2.53
6.367, 6.00, 1.81
6.405, 7.49, 1.11
6.434, 8.18, 0.73
6.464, 8.76, 0.49
6.500, 9.20, 0.43
6.540, 9.58, 0.64
6.570, 9.73, 0.98
6.604, 9.80, 1.56
6.632, 9.86, 2.15
6.664, 9.81, 2.95
6.701, 9.59, 3.98
6.737, 9.17, 10.33
6.768, 8.60, 9.63
6.800, 7.87, 9.19
6.832, 6.98, 8.56
6.871, 5.73, 7.58
6.900, 4.00, 6.73
6.934, 1.70, 5.66
6.969, 0.98, 4.52
7.002, 0.57, 3.48
7.039, 0.49, 2.40
7.070, 0.88, 1.62
7.105, 1.81, 0.87
7.138, 3.29, 0.41
7.171, 5.11, 0.22
7.202, 6.90, 0.30
7.234, 7.81, 0.62
7.272, 8.74, 1.32
7.298, 9.34, 1.96
7.331, 9.29, 2.94
7.363, 9.41, 4.00
7.403, 9.39, 5.39
7.432, 9.47, 6.39
7.472, 9.51, 7.67
7.501, 9.63, 8.46
7.536, 9.75, 9.17
7.568, 9.73, 9.61
7.609, 9.51, 9.87
7.640, 9.09, 10.28
7.671, 8.48, 9.02
7.704, 7.67, 8.16
7.740, 6.56, 6.95
