経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.007, 4.6002, 71.5990, -0.6104, -0.5290, 8.4934, 3.9600, 120.78, 82.40
1.070, 5.0102, 62.3701, -0.5697, -0.4883, 10.0551, 4.4922, 130.72, 91.37
4.682, 4.8486, 71.5990, -0.6625, -0.4555, 8.8985, 4.0412, 122.85, 83.69
5.461, 4.7081, 67.1141, -0.5139, -0.4038, 8.4322, 3.8861, 121.15, 81.22
6.321, 4.5997, 66.2252, -0.5507, -0.5507, 8.8660, 4.1339, 129.42, 91.50
8.155, 4.2040, 62.1118, -0.4599, -0.4983, 7.5942, 3.7038, 124.45, 86.84
9.799, 4.2952, 72.2022, -0.6339, -0.3962, 7.5866, 3.6606, 126.52, 89.18
10.733, 4.6266, 78.2269, -0.6083, -0.8744, 8.3709, 3.8917, 121.44, 81.76
12.400, 4.9092, 63.9659, -0.5300, -0.7420, 9.6574, 4.3587, 136.97, 97.38
13.235, 4.4017, 81.1908, -0.5305, -0.4598, 7.5396, 3.5937, 131.00, 91.94
15.910, 3.3915, 81.4111, -0.5132, -0.4737, 5.2337, 2.8419, 120.70, 86.07
17.410, 4.6083, 63.9659, -0.4952, -0.3891, 8.7147, 4.0596, 141.02, 103.23
18.351, 3.4680, 85.8369, -0.6617, -0.4135, 5.6914, 3.0562, 116.70, 80.98
19.854, 4.8275, 64.2398, -0.5255, -0.3153, 9.2293, 4.2006, 135.42, 96.20
20.758, 4.6732, 81.1908, -0.7286, -0.3429, 8.5216, 3.9420, 125.80, 87.65
21.656, 4.6282, 78.0234, -0.5476, -0.2920, 8.5652, 3.9814, 116.62, 75.37
23.791, 4.2576, 85.4701, -0.5145, -0.3307, 8.1684, 3.9587, 134.85, 97.85
24.534, 4.5915, 95.2381, -0.5396, -0.4151, 8.9309, 4.1679, 128.75, 90.23
26.338, 4.3102, 81.9672, -0.6210, -0.5323, 7.1526, 3.4452, 111.22, 72.98
27.168, 5.0203, 64.3087, -0.6055, -0.4541, 10.3712, 4.6287, 132.61, 91.59
29.073, 4.6279, 71.9424, -0.7554, -0.5169, 8.8395, 4.1090, 116.15, 75.07
30.978, 4.3877, 71.5990, -0.5546, -0.5150, 7.6854, 3.6690, 135.63, 99.02
36.163, 4.7136, 69.3642, -0.5709, -0.4567, 8.7381, 4.0248, 129.44, 90.62
37.859, 4.2103, 75.0939, -0.6926, -0.4481, 7.0457, 3.4337, 115.96, 78.17
40.673, 4.3547, 61.4754, -0.6172, -0.4938, 8.8269, 4.2299, 123.85, 83.05
45.346, 4.6573, 63.8978, -0.6735, -0.4358, 8.8822, 4.1158, 122.76, 82.65
47.149, 4.6871, 69.6864, -0.6433, -0.4163, 8.7300, 4.0324, 121.34, 81.32
48.989, 4.8723, 69.1244, -0.5696, -0.8354, 9.3424, 4.2325, 121.87, 80.65
49.822, 4.8256, 64.2398, -0.5133, -0.4400, 9.3617, 4.2616, 137.99, 97.37
50.691, 4.5827, 66.0793, -0.6727, -0.4353, 8.4791, 3.9608, 129.20, 90.69
51.593, 4.7526, 71.1744, -0.6456, -0.8354, 8.6799, 3.9815, 121.60, 80.95
52.525, 4.9318, 69.6864, -0.6593, -0.3663, 10.0215, 4.5126, 136.77, 94.63
53.395, 4.6839, 66.9643, -0.6373, -0.3541, 9.0498, 4.1815, 123.35, 81.77
54.306, 4.4789, 63.8298, -0.7207, -0.8345, 8.1137, 3.8338, 120.02, 79.86
55.300, 4.5925, 69.2841, -0.7245, -0.2898, 8.7181, 4.0681, 127.92, 85.76
56.281, 4.5540, 66.3717, -0.6302, -0.3317, 8.6120, 4.0356, 117.23, 74.68
57.206, 4.4680, 59.9401, -0.6061, -0.7408, 8.6452, 4.0900, 123.46, 81.70
58.874, 4.0352, 64.2398, -0.4633, -0.2495, 8.2753, 4.1195, 129.70, 90.05
