経過時間_秒, Green, SinWave
0.007, 7.74, 7.94
0.062, 8.61, 9.31
0.082, 9.16, 9.66
0.104, 9.44, 9.89
0.139, 9.65, 9.91
0.170, 9.74, 9.57
0.204, 9.86, 8.84
0.235, 9.91, 7.90
0.273, 9.81, 6.49
0.304, 9.53, 5.23
0.353, 9.04, 10.01
0.373, 8.40, 9.91
0.412, 7.61, 9.70
0.437, 6.57, 9.38
0.473, 5.31, 8.68
0.503, 3.41, 7.93
0.537, 1.09, 6.92
0.580, 1.38, 5.50
0.605, 1.12, 4.66
0.638, 0.85, 3.59
0.671, 0.43, 2.61
0.714, 0.35, 1.62
0.748, 0.81, 1.11
0.774, 2.10, 0.82
0.805, 4.21, 0.63
0.837, 5.90, 0.59
0.874, 6.92, 0.76
0.907, 7.82, 1.09
0.940, 8.58, 1.59
0.973, 9.24, 2.22
1.006, 9.63, 2.97
1.047, 9.87, 4.02
1.070, 9.78, 4.65
1.108, 9.78, 5.71
1.144, 9.85, 9.53
1.172, 9.88, 9.40
1.206, 9.78, 9.85
1.240, 9.54, 9.90
1.280, 9.15, 9.46
1.313, 8.65, 8.71
1.347, 7.98, 7.64
1.372, 7.01, 6.72
1.407, 5.41, 5.31
1.443, 2.75, 3.85
1.472, 1.88, 2.76
1.516, 1.79, 1.51
1.542, 1.49, 1.09
1.572, 1.16, 0.71
1.606, 0.64, 0.44
1.646, 0.36, 0.35
1.683, 0.51, 0.50
1.709, 1.15, 0.72
1.741, 2.22, 1.13
1.774, 3.56, 1.70
1.815, 5.07, 2.57
1.843, 6.56, 3.25
1.872, 8.03, 4.00
1.914, 9.02, 5.14
1.951, 9.55, 6.15
1.980, 9.83, 6.91
2.004, 9.89, 7.51
2.039, 9.83, 8.29
2.073, 9.65, 9.10
2.115, 9.27, 3.18
2.139, 8.75, 3.47
2.181, 8.22, 1.99
2.214, 7.66, 1.19
2.239, 7.12, 0.76
2.280, 6.29, 0.38
2.315, 5.08, 0.39
2.346, 3.01, 0.67
2.373, 1.74, 1.09
2.407, 1.85, 1.85
2.461, 1.46, 3.45
2.480, 0.81, 4.09
2.508, 0.33, 5.06
2.540, 0.39, 6.18
2.580, 1.02, 7.48
2.620, 2.18, 8.60
2.641, 3.75, 9.14
2.680, 5.69, 9.78
2.718, 7.77, 9.90
2.747, 8.88, 9.65
2.781, 9.40, 9.01
2.815, 9.77, 8.03
2.842, 9.91, 7.08
2.881, 9.84, 5.53
2.915, 9.85, 4.14
2.953, 9.79, 9.55
2.982, 9.62, 9.14
3.014, 9.22, 9.58
3.041, 8.71, 9.81
3.082, 8.04, 9.91
3.115, 7.29, 9.76
3.149, 6.40, 9.40
3.175, 4.99, 8.99
3.214, 2.64, 8.20
3.247, 1.86, 7.38
3.283, 1.59, 6.38
3.315, 1.55, 5.44
3.342, 0.95, 4.63
3.376, 0.59, 3.64
3.419, 0.73, 2.48
3.449, 1.45, 1.78
3.480, 2.59, 1.14
3.507, 3.97, 0.71
3.547, 5.59, 0.36
3.581, 7.10, 0.32
3.615, 8.60, 0.53
3.654, 9.33, 1.07
3.686, 9.51, 1.72
3.716, 9.58, 2.47
3.748, 9.73, 3.39
3.783, 9.68, 4.49
3.815, 9.42, 5.52
3.847, 8.91, 8.25
3.885, 8.27, 7.96
3.914, 7.54, 7.06
3.947, 6.85, 5.92
3.982, 6.31, 4.65
4.018, 5.50, 3.39
4.050, 4.42, 2.39
4.084, 2.62, 1.56
4.115, 1.86, 1.03
4.148, 1.88, 0.69
4.180, 1.72, 0.59
4.220, 1.50, 0.80
4.248, 0.80, 1.15
4.280, 0.52, 1.75
4.318, 0.86, 2.68
4.350, 1.80, 3.61
4.382, 3.33, 4.62
4.418, 5.25, 5.78
4.450, 7.20, 6.78
