経過時間_秒, Green, SinWave
0.007, 1.66, 6.99
0.060, 1.60, 4.49
0.079, 1.44, 3.61
0.105, 1.19, 2.51
0.130, 0.58, 1.67
0.181, 0.28, 0.69
0.203, 0.37, 0.53
0.234, 0.89, 0.59
0.277, 1.73, 1.22
0.321, 2.80, 2.43
0.342, 3.93, 3.16
0.373, 5.03, 4.36
0.410, 6.06, 5.87
0.437, 6.93, 6.94
0.476, 7.81, 8.31
0.510, 8.96, 9.32
0.548, 9.97, 9.95
0.575, 9.92, 9.98
0.615, 9.72, 9.40
0.638, 9.30, 8.76
0.679, 8.61, 7.17
0.710, 7.68, 5.74
0.737, 6.59, 4.45
0.777, 5.37, 2.68
0.808, 3.66, 1.62
0.842, 2.20, 0.90
0.873, 1.95, 0.56
0.902, 1.86, 0.54
0.941, 1.63, 0.98
0.971, 1.20, 1.65
1.019, 0.55, 3.20
1.042, 0.38, 4.08
1.076, 0.73, 5.46
1.117, 1.54, 7.09
1.139, 2.68, 7.88
1.178, 3.90, 9.11
1.209, 5.03, 9.78
1.248, 6.04, 10.00
1.272, 7.01, 9.77
1.308, 8.01, 8.94
1.348, 9.07, 7.47
1.382, 9.69, 5.93
1.416, 9.82, 4.31
1.443, 9.83, 3.09
1.473, 9.62, 1.93
1.505, 9.13, 1.13
1.540, 8.39, 0.84
1.576, 7.47, 0.52
1.604, 6.42, 0.62
1.638, 5.22, 1.15
1.678, 3.21, 2.27
1.709, 2.16, 3.43
1.749, 1.28, 5.11
1.777, 0.60, 6.32
1.815, 0.68, 7.83
1.843, 1.48, 8.77
1.876, 2.91, 9.58
1.914, 4.67, 10.00
1.939, 6.33, 9.95
1.983, 7.55, 9.23
2.010, 8.13, 8.44
2.042, 8.30, 7.25
2.082, 8.19, 5.52
2.111, 8.54, 4.22
2.144, 8.59, 2.85
2.181, 8.33, 1.60
2.209, 8.02, 0.96
2.243, 7.54, 0.53
2.284, 6.83, 0.92
2.311, 5.80, 1.47
2.340, 4.65, 2.27
2.378, 3.39, 3.58
