経過時間_秒, Green, SinWave
0.017, 5.98, 3.52
0.079, 4.57, 1.53
0.094, 1.89, 1.22
0.113, 1.54, 0.89
0.144, 0.82, 0.53
0.177, 0.70, 0.40
0.214, 1.37, 0.58
0.249, 3.03, 1.06
0.276, 5.28, 1.63
0.319, 6.19, 2.75
0.347, 7.20, 3.64
0.377, 8.02, 4.65
0.412, 8.71, 5.86
0.448, 9.04, 7.05
0.481, 9.46, 8.04
0.509, 9.76, 8.78
0.549, 9.89, 9.61
0.579, 9.79, 9.90
0.611, 9.59, 9.86
0.652, 9.24, 11.42
0.679, 8.81, 9.73
0.711, 8.30, 9.12
0.742, 7.68, 8.20
0.787, 7.01, 6.46
0.811, 6.05, 5.43
0.842, 4.77, 4.10
0.878, 2.48, 2.68
0.910, 1.68, 1.79
0.943, 1.10, 1.25
0.982, 0.53, 0.84
1.015, 0.56, 0.70
1.048, 1.18, 0.75
1.079, 2.36, 0.98
1.114, 3.97, 1.43
1.146, 5.79, 2.01
1.181, 7.67, 2.80
1.212, 8.58, 3.59
1.245, 9.11, 4.51
1.279, 9.41, 5.50
1.313, 9.70, 6.47
1.345, 9.90, 7.34
1.383, 9.93, 8.26
1.415, 9.81, 9.06
1.448, 9.60, 9.71
1.481, 9.24, 9.09
1.516, 8.75, 8.33
1.547, 8.12, 7.15
1.579, 7.32, 5.77
1.617, 6.29, 4.07
1.650, 4.68, 2.71
1.680, 2.34, 1.75
1.716, 1.54, 1.10
1.751, 0.84, 0.68
1.783, 0.52, 0.52
1.815, 0.81, 0.57
1.848, 1.74, 0.84
1.879, 3.25, 1.28
1.914, 4.97, 1.98
1.945, 6.78, 2.75
1.982, 8.25, 3.80
2.015, 8.80, 4.81
2.064, 9.38, 6.34
2.080, 9.74, 6.82
2.117, 9.93, 7.86
2.159, 9.84, 8.95
2.182, 9.58, 9.50
2.215, 9.08, 9.64
2.248, 8.40, 9.82
2.282, 7.57, 9.96
2.322, 6.54, 9.51
2.347, 5.44, 8.91
2.385, 4.23, 7.63
2.414, 2.32, 6.43
2.453, 1.94, 4.70
2.485, 1.83, 3.33
2.516, 1.51, 2.16
2.553, 0.96, 1.34
2.587, 0.45, 0.86
2.620, 0.37, 0.59
2.652, 0.76, 0.51
2.680, 1.60, 0.61
2.714, 2.77, 0.92
2.748, 4.10, 1.42
2.784, 5.55, 2.15
2.813, 6.99, 2.86
2.861, 8.53, 4.18
2.894, 9.38, 5.16
2.915, 9.78, 5.79
2.952, 9.92, 6.86
2.987, 9.86, 7.80
3.018, 9.65, 8.52
3.050, 9.23, 6.02
3.081, 8.62, 4.68
3.129, 7.86, 2.46
3.153, 6.95, 1.62
3.192, 5.98, 0.85
3.215, 4.71, 0.55
3.250, 3.07, 0.36
3.283, 1.77, 0.45
3.313, 1.74, 0.77
3.354, 1.46, 1.55
3.384, 1.04, 2.32
3.420, 0.49, 3.42
3.455, 0.41, 4.61
3.488, 0.79, 5.76
3.516, 1.61, 6.71
3.554, 2.73, 7.89
3.587, 3.97, 8.83
3.628, 5.29, 9.77
3.669, 6.65, 9.89
3.683, 8.12, 9.73
3.726, 9.44, 8.67
3.753, 9.80, 7.63
3.793, 9.88, 5.77
3.833, 9.74, 3.80
3.850, 9.31, 3.01
3.886, 8.73, 8.64
3.927, 7.95, 9.40
3.951, 7.13, 8.94
3.984, 6.25, 8.10
4.025, 5.34, 6.80
4.051, 4.21, 5.88
4.093, 2.42, 4.35
4.120, 1.80, 3.40
4.150, 1.38, 2.43
4.187, 0.69, 1.45
4.227, 0.29, 0.74
4.250, 0.37, 0.50
4.287, 0.96, 0.39
4.325, 2.00, 0.64
4.350, 3.39, 1.00
4.388, 4.90, 1.80
4.426, 6.32, 2.86
4.454, 8.02, 3.76
4.483, 8.93, 4.75
4.520, 9.48, 6.03
4.563, 9.81, 7.44
4.592, 9.88, 8.26
4.620, 9.71, 8.95
4.653, 9.36, 9.54
4.697, 8.82, 9.78
4.729, 8.15, 9.79
4.755, 7.32, 9.52
4.793, 6.46, 8.80
4.820, 5.55, 8.08
4.856, 4.42, 6.94
4.893, 2.69, 5.61
4.918, 1.82, 4.69
4.961, 1.58, 3.14
4.986, 1.36, 2.30
5.022, 0.69, 1.37
5.061, 0.38, 0.66
5.093, 0.58, 0.34
5.122, 1.38, 0.28
5.159, 2.63, 0.50
5.184, 4.29, 0.85
5.228, 6.14, 1.78
5.256, 7.84, 2.56
5.286, 8.56, 3.51
5.328, 8.94, 4.96
5.360, 9.41, 6.07
5.393, 9.69, 7.16
5.428, 9.85, 8.19
5.461, 9.88, 9.00
5.486, 9.76, 9.46
5.527, 9.47, 9.85
5.554, 9.10, 9.10
5.588, 8.56, 7.70
5.627, 7.94, 6.13
5.652, 7.20, 5.04
5.697, 6.33, 3.13
5.722, 4.97, 2.20
5.761, 2.92, 1.23
5.787, 1.73, 0.81
5.820, 1.10, 0.47
5.860, 0.61, 0.36
5.887, 0.64, 0.49
5.928, 1.36, 0.96
5.955, 2.66, 1.45
5.995, 4.40, 2.39
6.027, 6.41, 3.28
6.060, 7.50, 4.30
6.087, 8.24, 5.16
6.125, 8.75, 6.36
6.162, 9.08, 7.46
6.189, 9.36, 8.18
6.237, 9.72, 9.39
6.264, 9.91, 9.80
6.293, 9.92, 9.92
6.321, 9.81, 9.72
6.363, 9.60, 8.87
6.395, 9.27, 10.48
6.427, 8.87, 9.61
6.463, 8.38, 8.87
6.495, 7.76, 7.93
6.530, 6.92, 6.67
6.561, 5.72, 5.45
6.594, 3.84, 4.14
6.627, 1.41, 2.92
6.661, 0.69, 1.88
6.688, 0.55, 1.38
6.727, 1.25, 0.87
6.762, 2.88, 0.63
6.794, 5.26, 0.62
6.827, 6.08, 0.81
6.861, 6.90, 1.21
6.895, 7.73, 1.81
6.929, 8.41, 2.56
6.956, 8.90, 3.26
6.993, 9.26, 4.30
7.022, 9.58, 5.16
7.064, 9.83, 6.40
7.095, 9.92, 7.27
7.123, 9.90, 7.99
7.162, 9.76, 8.93
7.198, 9.53, 10.52
7.227, 9.20, 9.64
7.260, 8.78, 8.84
7.295, 8.28, 7.55
7.328, 7.63, 6.06
7.362, 6.67, 4.43
7.394, 5.27, 2.98
7.428, 2.82, 1.80
7.468, 1.66, 1.15
7.493, 0.93, 0.86
7.527, 0.45, 0.61
7.562, 0.60, 0.55
7.595, 1.37, 0.68
7.629, 2.81, 0.99
7.662, 4.71, 1.45
7.696, 6.77, 2.08
7.728, 7.76, 2.78
7.763, 8.39, 3.65
7.797, 8.89, 4.56
7.831, 9.31, 5.50
7.865, 9.64, 6.43
7.894, 9.85, 7.18
7.930, 9.89, 8.04
7.959, 9.79, 8.69
7.995, 9.55, 9.61
8.029, 9.18, 8.83
8.060, 8.65, 7.48
8.097, 8.05, 5.71
8.127, 7.39, 4.21
8.167, 6.55, 2.38
8.196, 5.47, 1.54
8.231, 3.79, 0.97
8.262, 1.62, 0.63
8.296, 0.95, 0.45
8.328, 0.48, 0.47
8.368, 0.65, 0.75
8.397, 1.45, 1.13
8.429, 2.88, 1.69
8.464, 4.73, 2.46
8.499, 6.60, 3.36
8.532, 8.02, 4.28
8.567, 8.67, 5.30
8.595, 9.16, 6.11
8.631, 9.60, 7.11
8.663, 9.87, 7.92
8.698, 9.93, 8.80
8.734, 9.79, 9.67
8.766, 9.40, 9.90
8.802, 8.78, 9.99
8.833, 7.94, 9.95
8.870, 6.90, 9.53
8.897, 5.85, 8.89
8.934, 4.73, 7.62
8.965, 3.29, 6.33
8.997, 1.91, 4.90
9.031, 1.69, 3.42
9.066, 1.39, 2.08
9.098, 0.89, 1.37
9.133, 0.41, 0.86
9.164, 0.44, 0.58
9.199, 0.97, 0.47
9.232, 1.99, 0.58
9.267, 3.44, 0.92
9.301, 5.04, 1.44
9.331, 6.71, 2.04
9.365, 8.33, 2.86
9.398, 9.11, 3.76
9.437, 9.47, 4.90
9.465, 9.69, 5.74
9.498, 9.66, 6.70
9.536, 9.37, 7.72
9.571, 8.89, 9.32
9.601, 8.30, 8.79
9.632, 7.64, 7.68
9.668, 6.87, 6.13
9.702, 6.03, 4.49
9.733, 5.16, 3.05
9.765, 4.17, 1.78
9.800, 2.45, 1.09
9.839, 1.72, 0.59
9.865, 1.49, 0.42
9.905, 1.10, 0.43
9.932, 0.49, 0.62
9.965, 0.33, 1.05
9.997, 0.60, 1.65
10.037, 1.39, 2.61
10.067, 2.60, 3.44
10.100, 4.17, 4.43
10.138, 6.07, 5.61
10.165, 7.87, 6.43
10.200, 8.83, 7.42
10.236, 9.29, 8.30
10.269, 9.66, 9.22
10.299, 9.77, 9.66
10.337, 9.58, 9.56
10.369, 9.18, 8.93
10.399, 8.65, 6.58
10.434, 8.03, 7.05
10.472, 7.31, 5.40
10.500, 6.47, 4.15
10.537, 5.52, 2.61
10.578, 4.49, 1.36
10.612, 2.78, 0.75
10.632, 1.87, 0.51
10.664, 1.18, 0.33
10.701, 0.48, 0.43
10.734, 0.25, 0.79
10.766, 0.58, 1.37
10.804, 1.39, 2.32
10.834, 2.67, 3.21
10.871, 4.20, 4.42
10.904, 5.83, 5.55
10.937, 7.65, 6.65
10.979, 8.52, 7.91
11.002, 9.17, 8.52
11.034, 9.63, 9.34
11.067, 9.71, 9.78
11.105, 9.45, 9.72
11.145, 8.91, 9.02
11.187, 8.20, 10.01
11.203, 7.36, 9.71
11.237, 6.39, 9.59
11.267, 5.40, 9.20
11.311, 4.37, 8.22
11.335, 3.30, 7.51
11.372, 1.81, 6.24
11.405, 1.65, 5.01
11.437, 1.33, 3.82
11.469, 0.94, 2.70
11.499, 0.44, 1.78
11.536, 0.36, 0.96
11.574, 0.71, 0.42
11.611, 1.50, 0.23
11.635, 2.68, 0.29
11.677, 4.15, 0.73
11.706, 5.83, 1.27
11.744, 7.58, 2.22
11.771, 8.74, 3.03
11.804, 9.09, 4.11
11.844, 9.59, 5.49
11.866, 9.85, 6.23
11.902, 9.89, 7.37
11.935, 9.66, 8.27
11.971, 9.30, 9.10
12.005, 8.79, 8.87
12.035, 8.17, 8.27
12.080, 7.48, 6.52
12.113, 6.75, 5.06
12.146, 5.97, 3.61
12.171, 4.88, 2.60
12.202, 3.33, 1.60
12.237, 1.51, 0.93
12.270, 0.86, 0.52
12.303, 0.42, 0.36
12.346, 0.53, 0.53
12.373, 1.28, 0.85
12.403, 2.61, 1.39
12.447, 4.44, 2.46
12.480, 6.48, 3.43
12.511, 7.60, 4.43
12.538, 8.41, 5.33
12.572, 8.96, 6.45
12.601, 9.50, 7.35
12.645, 9.81, 8.54
12.671, 9.91, 9.25
12.714, 9.75, 9.90
12.745, 9.46, 9.88
12.780, 9.06, 10.01
12.814, 8.55, 9.89
12.845, 8.00, 9.51
12.873, 7.37, 8.88
12.911, 6.70, 7.68
12.939, 5.80, 6.60
12.978, 4.41, 4.97
13.012, 2.33, 3.56
13.045, 1.40, 2.33
13.074, 0.68, 1.53
13.105, 0.46, 0.98
13.138, 0.94, 0.59
13.174, 2.11, 0.42
13.217, 3.94, 0.58
13.245, 6.17, 0.89
13.278, 7.01, 1.45
13.303, 7.87, 2.00
13.339, 8.60, 2.95
13.371, 9.16, 3.90
13.413, 9.53, 5.23
13.447, 9.79, 6.31
13.473, 9.83, 7.10
13.512, 9.71, 8.16
13.538, 9.43, 8.83
13.573, 9.13, 10.14
13.605, 8.75, 8.08
13.647, 8.29, 6.24
13.679, 7.76, 4.67
13.713, 7.09, 3.07
13.737, 6.12, 2.09
13.778, 4.69, 1.17
13.814, 2.54, 0.69
13.845, 1.58, 0.47
13.878, 0.92, 0.46
13.911, 0.49, 0.67
13.946, 0.63, 1.13
13.971, 1.34, 1.58
14.007, 2.68, 2.41
14.041, 4.51, 3.33
14.085, 6.55, 4.65
14.111, 7.50, 5.46
14.147, 8.28, 6.56
14.177, 8.77, 7.41
14.211, 9.28, 8.27
14.245, 9.68, 9.23
14.274, 9.81, 9.73
14.315, 9.70, 9.73
14.342, 9.43, 9.27
14.382, 9.08, 9.50
14.417, 8.68, 8.44
14.460, 8.22, 6.82
14.479, 7.74, 5.99
14.514, 7.22, 4.42
14.538, 6.51, 3.38
14.579, 5.56, 1.86
14.607, 4.15, 1.30
14.644, 1.70, 0.77
14.679, 1.07, 0.52
14.711, 0.53, 0.51
14.753, 0.62, 0.83
14.784, 1.30, 1.29
14.812, 2.58, 1.85
14.850, 4.32, 2.79
14.878, 6.31, 3.61
14.913, 7.74, 4.66
14.944, 8.72, 5.63
14.980, 9.20, 6.73
15.011, 9.65, 7.61
15.047, 9.83, 8.51
15.088, 9.81, 9.51
15.114, 9.52, 9.81
15.146, 9.06, 9.72
15.184, 8.46, 9.77
15.210, 7.75, 9.40
15.245, 6.92, 8.52
15.279, 6.01, 7.33
15.312, 5.08, 5.97
15.346, 3.87, 4.50
15.380, 1.92, 3.10
15.418, 1.74, 1.81
15.447, 1.62, 1.25
15.481, 1.28, 0.78
15.512, 0.81, 0.55
15.551, 0.43, 0.54
15.582, 0.55, 0.76
15.617, 1.17, 1.24
15.647, 2.35, 1.82
15.681, 3.96, 2.64
15.713, 5.88, 3.53
15.747, 7.75, 4.56
15.780, 8.50, 5.59
15.815, 9.01, 6.67
15.851, 9.45, 7.69
15.881, 9.74, 8.43
15.914, 9.78, 9.28
15.946, 9.61, 9.77
15.979, 9.25, 9.87
16.015, 8.79, 6.62
16.047, 8.21, 5.18
16.083, 7.53, 3.60
16.113, 6.80, 2.40
16.147, 6.01, 1.40
16.191, 5.01, 0.70
16.216, 3.51, 0.48
16.248, 1.59, 0.42
16.285, 1.48, 0.66
16.316, 1.07, 1.11
16.348, 0.54, 1.79
16.380, 0.30, 2.64
16.415, 0.60, 3.72
16.449, 1.39, 4.86
16.481, 2.61, 5.94
16.514, 4.17, 7.01
16.545, 5.91, 7.92
16.583, 7.67, 8.96
16.612, 8.71, 9.55
16.650, 9.19, 9.81
16.681, 9.37, 9.58
16.716, 9.68, 8.85
16.753, 9.77, 7.64
16.783, 9.67, 6.42
16.816, 9.30, 4.96
16.853, 8.83, 9.21
16.885, 8.25, 9.69
16.917, 7.63, 9.35
16.949, 7.02, 8.73
16.987, 6.40, 7.71
17.018, 5.48, 6.71
17.050, 3.94, 5.57
17.090, 1.94, 4.11
17.115, 1.50, 3.23
17.157, 0.72, 1.92
17.189, 0.42, 1.20
17.218, 0.78, 0.72
17.250, 1.79, 0.40
17.281, 3.35, 0.28
17.316, 5.31, 0.41
17.348, 7.24, 0.75
17.386, 8.16, 1.41
17.418, 8.80, 2.16
17.459, 9.31, 3.31
17.486, 9.73, 4.14
17.516, 9.86, 5.10
17.550, 9.73, 6.19
17.583, 9.44, 7.18
17.621, 8.96, 9.67
17.652, 8.35, 9.85
17.688, 7.62, 9.77
17.719, 6.76, 9.35
17.752, 5.84, 8.57
17.785, 4.81, 7.53
17.822, 3.39, 6.14
17.850, 1.87, 5.01
17.883, 1.67, 3.69
17.915, 1.51, 2.53
17.953, 1.19, 1.48
17.986, 0.58, 0.91
18.018, 0.29, 0.55
18.053, 0.49, 0.40
18.086, 1.19, 0.49
18.117, 2.34, 0.78
18.152, 3.91, 1.33
18.185, 5.66, 2.03
18.219, 7.44, 2.92
18.254, 8.83, 3.95
18.285, 9.29, 4.92
18.320, 9.68, 6.02
18.365, 9.74, 7.35
18.387, 9.57, 7.94
18.422, 9.21, 8.82
18.465, 8.77, 8.21
18.485, 8.27, 7.06
18.519, 7.74, 5.62
18.557, 7.15, 3.94
18.595, 6.49, 2.40
18.618, 5.79, 1.63
18.654, 4.76, 0.88
18.691, 3.04, 0.41
18.728, 1.82, 0.27
18.755, 1.60, 0.39
18.784, 1.25, 0.72
18.827, 0.60, 1.55
18.857, 0.40, 2.33
18.895, 0.70, 3.51
18.930, 1.55, 4.69
18.954, 2.84, 5.52
18.988, 4.58, 6.67
19.021, 6.50, 7.69
19.051, 8.33, 8.50
19.086, 9.01, 9.36
19.122, 9.55, 9.77
19.155, 9.84, 9.68
19.186, 9.83, 9.17
19.216, 9.58, 8.39
19.253, 9.16, 8.73
19.296, 8.58, 9.83
19.330, 7.96, 9.59
19.354, 7.27, 9.23
19.383, 6.56, 8.59
19.428, 5.80, 7.27
19.460, 4.96, 6.15
19.491, 3.59, 5.01
19.529, 1.75, 3.62
19.555, 1.70, 2.74
19.586, 1.52, 1.83
19.621, 1.39, 1.10
19.654, 0.91, 0.63
19.689, 0.48, 0.41
19.721, 0.45, 0.45
19.755, 0.91, 0.76
19.790, 1.87, 1.34
19.822, 3.34, 2.06
19.856, 5.13, 3.01
19.896, 7.06, 4.27
19.921, 8.60, 5.10
19.963, 9.16, 6.48
19.996, 9.61, 7.48
20.025, 9.73, 8.27
20.056, 9.56, 9.01
20.096, 9.14, 9.64
20.123, 8.56, 8.74
20.153, 7.89, 7.54
20.187, 7.14, 6.42
20.228, 6.34, 4.91
20.257, 5.53, 3.85
20.297, 4.70, 2.50
20.323, 3.56, 1.75
20.355, 1.96, 1.04
20.387, 1.61, 0.59
20.431, 1.51, 0.44
20.474, 1.40, 0.84
20.498, 0.95, 1.28
20.520, 0.43, 1.81
20.563, 0.24, 3.11
20.590, 0.43, 4.06
20.619, 0.98, 5.12
20.658, 1.85, 6.54
20.696, 2.92, 7.79
20.729, 4.10, 8.68
20.764, 5.25, 9.36
20.797, 6.25, 9.69
20.830, 7.14, 9.70
20.857, 7.92, 9.48
20.896, 8.55, 8.79
20.930, 8.80, 7.90
20.963, 8.05, 6.84
20.998, 7.21, 5.58
21.030, 6.14, 9.05
21.058, 4.89, 8.13
21.090, 3.41, 7.51
21.130, 2.41, 6.52
21.165, 2.18, 5.52
21.192, 1.93, 4.69
21.233, 1.79, 3.44
21.263, 1.50, 2.58
21.291, 1.18, 1.85
21.324, 0.60, 1.13
21.355, 0.27, 0.63
21.391, 0.30, 0.29
