経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
41.506, 2.2658, 94.7867, -0.5197, -0.3118, 3.1144, 2.0690, 117.19, 79.26
42.140, 2.8395, 111.5242, -0.6121, -0.4452, 4.2861, 2.5435, 121.10, 81.56
42.778, 3.7555, 98.1997, -0.5726, -0.4164, 5.8380, 3.0125, 124.32, 83.51
43.338, 4.2471, 96.3082, -0.5690, -0.4138, 7.6402, 3.7073, 126.89, 85.07
43.977, 4.2884, 93.3126, -0.6471, -0.3512, 7.6533, 3.6957, 128.75, 86.03
44.615, 3.4507, 106.1947, -0.5690, -0.4138, 5.9012, 3.1768, 123.07, 82.76
45.218, 4.5711, 95.5414, -0.5681, -0.4131, 8.8907, 4.1584, 128.75, 86.17
45.809, 4.2635, 94.7867, -0.6030, -0.3837, 7.9464, 3.8485, 127.69, 85.49
46.420, 3.5560, 98.8468, -0.6142, -0.3909, 6.1386, 3.2553, 124.41, 83.49
48.918, 2.3422, 120.0000, -0.5401, -0.4861, 4.4802, 2.9274, 123.53, 82.95
50.228, 3.3710, 93.1677, -0.5851, -0.5266, 5.4405, 2.9632, 124.23, 83.27
50.860, 4.2388, 100.8403, -0.5206, -0.4699, 7.7095, 3.7446, 127.40, 85.27
51.498, 3.9091, 95.0872, -0.5753, -0.4707, 6.6367, 3.3567, 125.57, 84.24
52.094, 4.5504, 93.0233, -0.5690, -0.4138, 8.6165, 4.0393, 128.35, 85.93
52.736, 3.4862, 94.6372, -0.6091, -0.3876, 5.6496, 3.0258, 123.60, 83.05
53.372, 2.7241, 99.0099, -0.5654, -0.4097, 4.0542, 2.4564, 118.76, 80.24
53.936, 3.8711, 96.4630, -0.5708, -0.4151, 6.8620, 3.4877, 124.83, 83.86
54.536, 3.0315, 93.7500, -0.5851, -0.3511, 4.7120, 2.7063, 121.91, 81.98
55.803, 4.2920, 99.8336, -0.4942, -0.4942, 7.3903, 3.5672, 127.97, 85.58
56.412, 3.3772, 85.9599, -0.6413, -0.4664, 5.6600, 3.0800, 124.70, 83.54
57.042, 2.6845, 104.7120, -0.5951, -0.3787, 3.8016, 2.3203, 119.61, 80.59
57.676, 2.3808, 99.8336, -0.5771, -0.4197, 3.3486, 2.1702, 117.72, 79.57
58.325, 3.4533, 94.7867, -0.6236, -0.4157, 5.8891, 3.1690, 122.88, 82.67
58.954, 3.6663, 94.3396, -0.5100, -0.3570, 6.0948, 3.1830, 123.22, 82.92
59.513, 3.3179, 94.6372, -0.5762, -0.4714, 5.2718, 2.8942, 122.23, 82.34
