経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.017, 3.8004, 84.8656, -0.5637, -0.5124, 6.2600, 3.2111, 125.14, 84.01
0.444, 3.8004, 84.8656, -0.4612, -0.5124, 6.2600, 3.2111, 125.14, 84.01
3.045, 2.8439, 112.1495, -0.4942, -0.4942, 4.1985, 2.4896, 120.12, 80.99
3.720, 2.5576, 86.0832, -0.3970, -0.5459, 3.9815, 2.4896, 120.12, 80.99
6.294, 4.1202, 89.4188, -0.4896, -0.5875, 7.3231, 3.6077, 125.08, 84.09
6.927, 2.1279, 81.6327, -0.4669, -0.4685, 2.6624, 1.8251, 114.79, 77.92
7.502, 1.4624, 94.7867, -0.4692, -0.5213, 1.6721, 1.3827, 112.05, 76.29
8.161, 2.2809, 94.0439, -0.6887, -0.4591, 3.1011, 2.0534, 117.67, 79.48
8.795, 3.7551, 106.7616, -0.6009, -0.4006, 6.5187, 3.3640, 123.38, 82.99
10.132, 2.6130, 96.1538, -0.5205, -0.5205, 3.6775, 2.2750, 116.77, 79.01
10.736, 2.2808, 81.1908, -0.4393, -0.6040, 3.3497, 2.2180, 116.96, 79.10
12.140, 2.5219, 119.7605, -0.5455, -0.6000, 3.5679, 2.2467, 117.24, 79.20
13.379, 3.8417, 93.1677, -0.5771, -0.3148, 6.8261, 3.4827, 125.23, 84.04
14.048, 3.2721, 105.8201, -0.5442, -0.4453, 5.3211, 2.9417, 121.33, 81.85
14.645, 4.4862, 89.8204, -0.5426, -0.4425, 7.9099, 3.7345, 126.97, 85.23
15.245, 4.6384, 89.9550, -0.6080, -0.3869, 8.3604, 3.8819, 129.10, 86.38
15.912, 3.7149, 100.0000, -0.6040, -0.3844, 6.0167, 3.1216, 124.61, 83.67
16.550, 4.4165, 99.0099, -0.5450, -0.4459, 8.2663, 3.9334, 127.26, 85.34
17.180, 4.3513, 90.2256, -0.3621, -0.5172, 7.4604, 3.5764, 126.97, 85.16
17.815, 3.0017, 85.8369, -0.4714, -0.5238, 4.6794, 2.7009, 120.75, 81.44
18.983, 4.0588, 93.1677, -0.6226, -0.3616, 6.9516, 3.4505, 125.52, 84.27
19.590, 3.8437, 105.2632, -0.6040, -0.3295, 6.9304, 3.5350, 125.19, 84.02
20.189, 3.3707, 101.0101, -0.5437, -0.3806, 5.5393, 3.0171, 123.09, 82.76
20.796, 4.2682, 100.5025, -0.5500, -0.4400, 7.6858, 3.7202, 128.31, 85.83
21.931, 4.5433, 99.8336, -0.5990, -0.7063, 8.2360, 3.8639, 129.55, 86.55
24.868, 3.1072, 82.0793, -0.5205, -0.5205, 2.7439, 1.5566, 112.73, 76.56
25.441, 0.5807, 52.6316, -0.5220, -0.4060, 1.1862, 1.5566, 112.73, 76.56
27.303, 3.5282, 81.9672, -0.6335, -0.5759, 7.2185, 3.8430, 129.22, 86.24
29.207, 4.5012, 89.4188, -0.5717, -0.4677, 8.2098, 3.8696, 128.99, 86.23
29.846, 4.1256, 89.0208, -0.6960, -0.3480, 7.6754, 3.7788, 128.06, 85.57
30.484, 3.1657, 107.3345, -0.6197, -0.3615, 5.2987, 2.9781, 121.44, 81.78
31.087, 3.6501, 93.3126, -0.5699, -0.3626, 6.2378, 3.2650, 123.79, 83.23
31.720, 3.7060, 94.7867, -0.6010, -0.3825, 6.0297, 3.1321, 124.79, 83.78
33.586, 4.2570, 89.8204, -0.6266, -0.4699, 7.2492, 3.5135, 126.95, 85.08
34.222, 2.6633, 112.7820, -0.5434, -0.3952, 4.0543, 2.4843, 117.30, 79.44
35.456, 4.2025, 94.3396, -0.4670, -0.4151, 7.2111, 3.5176, 126.08, 84.65
36.059, 3.6452, 94.7867, -0.5509, -0.4958, 6.2326, 3.2645, 124.63, 83.70
36.698, 3.9457, 98.5222, -0.5473, -0.4378, 6.8502, 3.4486, 125.95, 84.43
37.292, 4.6081, 101.0101, -0.5690, -0.4138, 8.6117, 4.0117, 129.07, 86.34
37.932, 4.2519, 93.6037, -0.5546, -0.3882, 7.5665, 3.6695, 127.81, 85.54
38.568, 3.6316, 100.3344, -0.5681, -0.4648, 6.0092, 3.1533, 123.96, 83.33
39.135, 4.0703, 94.3396, -0.4670, -0.4135, 7.0512, 3.4950, 125.73, 84.39
39.734, 3.1671, 94.0439, -0.5229, -0.4648, 5.1018, 2.8668, 123.10, 82.69
40.369, 2.1859, 106.5719, -0.6070, -0.4967, 2.5679, 1.7369, 117.42, 79.31
