経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.017, 2.40, 644.00, 618.83, 11.83, 96.96
0.086, 1.63, 644.00, 618.83, 11.83, 96.96
0.121, 0.81, 644.00, 618.83, 11.83, 96.96
0.135, 0.58, 644.00, 618.83, 11.83, 96.96
0.183, 1.08, 644.00, 618.83, 11.83, 96.96
0.211, 2.16, 644.00, 618.83, 11.83, 96.96
0.243, 3.68, 644.00, 618.83, 11.83, 96.96
0.280, 5.32, 644.00, 618.83, 11.83, 96.96
0.309, 6.75, 644.00, 618.83, 11.83, 96.96
0.351, 7.80, 644.00, 618.83, 11.83, 96.96
0.375, 8.29, 644.00, 618.83, 11.83, 96.96
0.411, 8.31, 644.00, 618.83, 11.83, 96.96
0.444, 8.24, 601.00, 609.91, 10.64, 98.37
0.479, 8.33, 601.00, 609.91, 10.64, 98.37
0.510, 7.66, 601.00, 609.91, 10.64, 98.37
0.545, 6.45, 601.00, 609.91, 10.64, 98.37
0.578, 5.00, 601.00, 609.91, 10.64, 98.37
0.611, 3.36, 601.00, 609.91, 10.64, 98.37
0.645, 2.40, 601.00, 609.91, 10.64, 98.37
0.677, 2.05, 601.00, 609.91, 10.64, 98.37
0.713, 1.73, 601.00, 609.91, 10.64, 98.37
0.746, 1.20, 601.00, 609.91, 10.64, 98.37
0.783, 0.64, 601.00, 609.91, 10.64, 98.37
0.810, 0.59, 601.00, 609.91, 10.64, 98.37
0.850, 1.14, 601.00, 609.91, 10.64, 98.37
0.876, 2.30, 601.00, 609.91, 10.64, 98.37
0.911, 3.74, 601.00, 609.91, 10.64, 98.37
0.948, 5.21, 601.00, 609.91, 10.64, 98.37
0.979, 6.44, 601.00, 609.91, 10.64, 98.37
1.009, 7.31, 601.00, 609.91, 10.64, 98.37
1.042, 7.94, 601.00, 609.91, 10.64, 98.37
1.077, 8.35, 601.00, 609.91, 10.64, 98.37
1.112, 8.70, 601.00, 609.91, 10.64, 98.37
1.144, 8.45, 601.00, 609.91, 10.60, 98.37
1.178, 7.58, 601.00, 609.91, 10.60, 98.37
1.213, 6.73, 601.00, 609.91, 10.60, 98.37
1.243, 5.68, 601.00, 609.91, 10.60, 98.37
1.282, 4.48, 601.00, 609.91, 10.60, 98.37
1.314, 3.15, 601.00, 609.91, 10.60, 98.37
1.346, 2.14, 601.00, 609.91, 10.60, 98.37
1.379, 1.15, 601.00, 609.91, 10.60, 98.37
1.412, 0.46, 601.00, 609.91, 10.60, 98.37
1.448, 0.37, 601.00, 609.91, 10.60, 98.37
1.477, 0.98, 601.00, 609.91, 10.60, 98.37
1.509, 2.04, 601.00, 609.91, 10.60, 98.37
1.544, 3.37, 601.00, 609.91, 10.60, 98.37
1.581, 4.61, 601.00, 609.91, 10.60, 98.37
1.615, 5.55, 601.00, 609.91, 10.60, 98.37
1.650, 5.90, 601.00, 609.91, 10.60, 98.37
1.688, 5.86, 601.00, 609.91, 11.00, 98.37
1.716, 5.82, 601.00, 609.91, 11.00, 98.37
1.748, 5.14, 601.00, 609.91, 11.00, 98.37
1.781, 4.13, 601.00, 609.91, 11.00, 98.37
1.815, 3.05, 601.00, 609.91, 11.00, 98.37
1.846, 2.38, 601.00, 609.91, 11.00, 98.37
1.882, 2.09, 601.00, 609.91, 11.00, 98.37
1.916, 1.78, 601.00, 609.91, 11.00, 98.37
1.948, 1.72, 601.00, 609.91, 11.00, 98.37
1.982, 1.02, 601.00, 609.91, 11.00, 98.37
2.012, 0.44, 601.00, 609.91, 11.00, 98.37
2.047, 0.29, 601.00, 609.91, 11.00, 98.37
2.084, 0.68, 601.00, 609.91, 11.00, 98.37
2.111, 1.42, 601.00, 609.91, 11.00, 98.37
2.147, 2.49, 601.00, 609.91, 11.00, 98.37
2.180, 3.58, 601.00, 609.91, 11.00, 98.37
2.214, 4.45, 601.00, 609.91, 11.00, 98.37
2.245, 4.99, 601.00, 609.91, 11.00, 98.37
2.292, 5.45, 601.00, 609.91, 11.00, 98.37
2.324, 5.64, 601.00, 609.91, 11.00, 98.37
2.344, 6.01, 601.00, 609.91, 11.00, 98.37
2.381, 5.69, 601.00, 609.91, 10.90, 98.37
2.414, 5.26, 601.00, 609.91, 10.90, 98.37
2.445, 3.66, 601.00, 609.91, 10.90, 98.37
2.482, 2.99, 601.00, 609.91, 10.90, 98.37
2.510, 2.64, 601.00, 609.91, 10.90, 98.37
2.551, 2.29, 601.00, 609.91, 10.90, 98.37
2.587, 1.56, 601.00, 609.91, 10.90, 98.37
2.616, 0.74, 601.00, 609.91, 10.90, 98.37
2.644, 0.49, 601.00, 609.91, 10.90, 98.37
2.679, 0.82, 601.00, 609.91, 10.90, 98.37
2.714, 1.61, 601.00, 609.91, 10.90, 98.37
2.749, 2.71, 601.00, 609.91, 10.90, 98.37
2.783, 3.93, 601.00, 609.91, 10.90, 98.37
2.818, 5.01, 601.00, 609.91, 10.90, 98.37
2.846, 5.82, 601.00, 609.91, 10.90, 98.37
2.885, 6.34, 601.00, 609.91, 10.90, 98.37
2.914, 6.57, 601.00, 609.91, 10.90, 98.37
2.951, 6.70, 601.00, 609.91, 10.90, 98.37
2.986, 6.77, 601.00, 609.91, 10.90, 98.37
3.014, 7.08, 601.00, 609.91, 10.90, 98.37
