経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.027, 4.7988, 69.1244, -0.4552, -0.4552, 9.3199, 4.2544, 134.47, 93.23
1.031, 5.0861, 61.8557, -0.7195, -0.4172, 10.3558, 4.5919, 140.09, 100.37
3.900, 5.4325, 48.6224, -0.5458, -0.4730, 7.2357, 3.1044, 137.20, 103.81
4.862, 3.3811, 74.2574, -0.5526, -0.5526, 5.0736, 2.7592, 112.52, 76.50
5.741, 4.9855, 62.4350, -0.5483, -0.3769, 9.6845, 4.3373, 134.93, 93.82
6.676, 2.7898, 70.8383, -0.7141, -0.8645, 4.2794, 2.5621, 107.03, 71.10
7.606, 4.7979, 69.7674, -0.4235, -0.5647, 10.6900, 4.8803, 137.46, 93.33
8.575, 4.9242, 64.3087, -0.7097, -0.3194, 9.4773, 4.2709, 146.75, 106.94
9.505, 4.2174, 63.7620, -0.6460, -0.5449, 6.0097, 2.9263, 106.60, 66.54
11.419, 4.5995, 64.4468, -0.3903, -0.5323, 6.6214, 3.0874, 117.92, 78.12
12.391, 5.0031, 53.9568, -0.5810, -0.4730, 9.9729, 4.4586, 144.31, 104.66
14.917, 4.1666, 71.9424, -0.6111, -0.3395, 7.5166, 3.6824, 135.95, 96.92
15.934, 4.2572, 66.4452, -0.6652, -0.8499, 7.6282, 3.6971, 132.57, 92.95
16.824, 4.2572, 66.4452, -0.5522, -0.3898, 7.6282, 3.6971, 132.57, 92.95
17.801, 1.4413, 112.7820, -0.6296, -0.3704, 4.4385, 3.6971, 132.57, 92.95
18.768, 3.3085, 43.6047, -0.5067, -0.4729, 6.7247, 3.6971, 132.57, 92.95
19.734, 4.9206, 56.1798, -0.6474, -0.3754, 9.5930, 4.3246, 136.10, 94.88
20.672, 4.8722, 69.1244, -0.6491, -0.4783, 9.6976, 4.3934, 127.44, 84.52
22.511, 5.0674, 64.3087, -0.5981, -0.3156, 9.7441, 4.3286, 133.18, 91.34
23.375, 4.5705, 71.9424, -0.5239, -0.4264, 7.6056, 3.5575, 120.07, 79.40
24.318, 4.9642, 59.8802, -0.6111, -0.3819, 9.8074, 4.4018, 134.63, 93.67
27.019, 4.3316, 64.1711, -0.5949, -0.4549, 9.1458, 4.3944, 128.58, 87.24
30.819, 5.0492, 58.2524, -0.7088, -0.3544, 10.1964, 4.5377, 124.10, 80.81
32.640, 4.9540, 65.6455, -0.4820, -0.5191, 9.3588, 4.2048, 125.87, 84.20
33.532, 4.4634, 56.3380, -0.6835, -0.3418, 8.0038, 3.7885, 130.70, 92.52
34.373, 4.5722, 82.9876, -0.5919, -0.3330, 8.1008, 3.7885, 130.70, 92.52
35.240, 4.6673, 66.5927, -0.6671, -0.3532, 9.1712, 4.2451, 134.68, 93.84
36.141, 2.7364, 71.0059, -0.7232, -0.3426, 3.3049, 1.9978, 93.60, 57.69
37.978, 4.6856, 66.5927, -0.6226, -0.4029, 8.9674, 4.1427, 121.18, 80.15
38.879, 4.8872, 62.0476, -0.6804, -0.3402, 9.6336, 4.3577, 127.78, 86.60
40.751, 4.8562, 65.7895, -0.6593, -0.4029, 9.3630, 4.2488, 121.58, 79.63
41.654, 4.9684, 60.0000, -0.6883, -0.3059, 10.0132, 4.4923, 127.35, 85.44
42.557, 4.7638, 70.0935, -0.6883, -0.3059, 9.3200, 4.2701, 121.47, 79.66
43.527, 4.9211, 66.0066, -0.6951, -0.3293, 9.6775, 4.3625, 122.86, 80.62
44.392, 4.8513, 66.5188, -0.5767, -0.3399, 9.3910, 4.2636, 122.36, 79.65
45.392, 5.0743, 61.8557, -0.4578, -0.4960, 9.9544, 4.4190, 130.32, 89.04
47.031, 4.2777, 69.9301, -0.6270, -0.8250, 7.8375, 3.7894, 134.53, 96.32
47.867, 4.3978, 83.5655, -0.5696, -0.3204, 7.6293, 3.6380, 128.37, 87.63
48.770, 4.4046, 64.7948, -0.6711, -0.3553, 8.4733, 4.0374, 124.66, 85.01
50.510, 4.9039, 66.8151, -0.4751, -0.3654, 9.6648, 4.3644, 127.48, 86.00
51.403, 4.7874, 59.7015, -0.7097, -0.3548, 9.1649, 4.1887, 132.64, 93.82
52.310, 4.5301, 82.1918, -0.6652, -0.3326, 8.1410, 3.8249, 116.20, 75.35
53.150, 4.8743, 66.0793, -0.6185, -0.3275, 9.7136, 4.3997, 124.78, 82.81
54.054, 4.9467, 66.5188, -0.7071, -0.3143, 9.4769, 4.2610, 125.57, 84.83
54.915, 4.6915, 72.2022, -0.6560, -0.8396, 8.1635, 3.7690, 115.54, 74.62
55.726, 4.6579, 66.5188, -0.6132, -0.3066, 8.4626, 3.9211, 129.74, 89.03
56.625, 4.9926, 69.5249, -0.7324, -0.3255, 9.7230, 4.3515, 126.03, 85.62
57.493, 4.2265, 74.5342, -0.6615, -0.3307, 7.0622, 3.4352, 109.57, 69.59
58.328, 4.5490, 66.2252, -0.6835, -0.3038, 8.8313, 4.1406, 121.22, 80.50
