経過時間_秒, Green, SinWave
0.017, 6.74, 7.88
0.088, 6.32, 6.32
0.117, 5.84, 5.61
0.148, 5.24, 4.83
0.183, 4.52, 3.97
0.214, 3.40, 3.23
0.247, 1.37, 2.51
0.281, 1.04, 1.85
0.315, 0.82, 1.06
0.348, 0.64, 0.61
0.381, 0.55, 0.51
0.414, 0.53, 0.76
0.454, 0.49, 1.52
0.489, 0.52, 2.53
0.517, 0.59, 3.50
0.547, 0.71, 4.64
0.587, 0.52, 6.17
0.614, 0.44, 7.15
0.654, 0.86, 8.31
0.682, 1.98, 8.75
0.717, 4.00, 9.17
0.751, 6.25, 9.43
0.786, 7.08, 9.54
0.820, 8.11, 9.48
0.849, 9.20, 9.30
0.885, 9.71, 8.93
0.914, 9.68, 8.52
0.951, 9.34, 7.86
0.988, 8.91, 8.78
1.018, 8.49, 9.35
1.049, 8.12, 9.03
1.081, 7.79, 8.60
1.119, 7.46, 7.98
1.153, 7.09, 7.33
1.182, 6.64, 6.73
1.215, 6.10, 6.01
1.249, 5.14, 5.24
1.283, 3.50, 4.46
1.319, 1.35, 3.66
1.352, 1.18, 2.96
1.381, 0.97, 2.40
1.418, 0.84, 1.72
1.449, 0.68, 1.00
1.481, 0.63, 0.55
1.522, 0.61, 0.47
1.553, 0.57, 0.79
1.589, 0.32, 1.53
1.615, 0.41, 2.29
1.653, 1.09, 3.62
1.682, 2.53, 4.75
1.717, 4.64, 6.13
1.753, 6.68, 7.46
1.783, 7.64, 8.37
1.820, 8.77, 8.91
1.856, 9.43, 9.31
1.888, 9.41, 9.55
1.917, 8.88, 9.68
1.953, 8.14, 10.06
1.984, 7.41, 9.27
2.018, 6.80, 9.52
2.054, 6.27, 9.67
2.084, 5.77, 9.71
2.119, 5.26, 9.64
2.152, 4.68, 9.47
2.191, 4.05, 9.14
2.218, 3.30, 8.83
2.253, 1.79, 8.35
2.286, 1.07, 7.83
2.321, 0.88, 7.20
2.352, 0.63, 6.60
2.385, 0.46, 5.93
2.418, 0.33, 5.23
2.456, 0.26, 4.43
2.497, 0.29, 3.58
2.524, 0.48, 3.04
2.549, 0.57, 2.57
2.590, 0.51, 1.87
2.618, 1.04, 1.28
2.654, 2.48, 0.59
2.700, 5.08, 0.29
2.724, 6.28, 0.42
2.757, 7.16, 0.89
2.785, 8.30, 1.54
2.821, 9.20, 2.65
2.851, 9.42, 3.75
2.887, 8.99, 5.16
2.917, 8.27, 6.33
2.958, 7.53, 10.65
2.985, 6.93, 9.25
