経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.007, 4.1935, 77.5194, -0.6008, -0.5579, 6.7869, 3.3143, 127.57, 99.18
3.944, 1.1678, 45.1467, -0.3966, -0.5156, 3.7302, 3.4518, 129.08, 97.09
4.645, 3.0653, 78.4314, -0.5170, -0.3864, 4.4901, 2.5646, 129.66, 98.74
5.346, 3.9302, 93.6037, -0.6129, -0.4243, 6.5532, 3.3055, 129.22, 97.64
6.013, 4.1193, 85.3485, -0.6120, -0.3766, 6.8125, 3.3565, 128.61, 97.87
6.748, 3.7601, 86.0832, -0.6422, -0.3458, 6.3052, 3.2516, 129.22, 97.33
7.487, 2.8785, 90.0901, -0.6286, -0.4041, 4.4602, 2.6289, 129.75, 96.90
8.252, 4.4259, 81.8554, -0.6260, -0.3577, 8.3014, 3.9460, 128.18, 97.78
8.965, 4.2295, 80.9717, -0.4295, -0.4739, 7.5217, 3.6574, 128.52, 97.38
9.665, 2.8535, 69.2042, -0.5562, -0.5098, 4.3181, 2.5562, 130.11, 98.21
10.386, 2.8513, 98.1997, -0.6129, -0.4243, 4.4941, 2.6615, 129.39, 98.37
11.129, 4.6086, 85.7143, -0.5942, -0.4114, 9.2626, 4.3147, 127.94, 98.00
11.832, 4.2478, 83.2178, -0.6671, -0.7561, 7.6884, 3.7304, 128.47, 97.83
12.565, 4.5264, 81.6327, -0.7511, -0.2817, 8.1054, 3.8097, 126.06, 101.04
13.259, 1.5337, 84.3882, -0.6303, -0.6303, 1.4822, 1.1968, 130.64, 95.99
14.033, 1.5337, 84.3882, -0.6657, -0.3329, 1.4822, 1.1968, 130.64, 95.99
14.735, 3.1726, 60.0000, -0.5535, -0.3832, 2.1318, 1.1968, 130.64, 95.99
15.471, 0.8687, 49.8339, -0.6591, -0.3766, 1.1155, 1.1968, 130.64, 95.99
16.937, 4.2341, 81.4111, -0.6726, -0.3587, 7.3923, 3.5925, 128.64, 97.34
17.676, 4.2538, 81.4111, -0.6329, -0.7233, 7.4479, 3.6111, 128.41, 97.31
18.374, 3.1747, 82.1918, -0.5805, -0.5359, 4.4094, 2.4747, 128.35, 99.38
19.149, 2.7785, 69.1244, -0.6146, -0.3782, 4.4806, 2.6880, 129.75, 98.97
19.892, 4.5478, 104.7120, -0.5535, -0.4258, 5.7324, 2.6880, 129.75, 98.97
20.647, 4.1450, 77.9221, -0.6218, -0.3997, 7.4006, 3.6350, 128.60, 98.00
24.454, 4.3439, 68.8863, -0.6984, -0.5238, 7.7439, 3.7155, 128.54, 98.99
27.633, 3.3132, 64.1711, -0.6180, -0.3296, 5.0936, 2.7983, 129.53, 98.58
28.371, 4.8030, 99.3377, -0.5727, -0.3689, 6.1327, 2.7983, 129.53, 98.58
29.168, 4.5476, 74.8130, -0.7602, -0.3577, 8.3757, 3.9276, 128.34, 97.63
29.902, 4.4024, 80.8625, -0.5797, -0.2898, 7.6409, 3.6417, 127.63, 97.35
30.641, 3.4601, 75.2823, -0.6294, -0.3597, 5.0996, 2.7415, 129.76, 96.68
