経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
31.337, 4.2218, 81.5217, -0.5797, -0.5338, 9.1230, 4.4400, 128.09, 97.44
32.073, 4.5335, 81.6327, -0.6164, -0.3793, 7.9788, 3.7473, 127.88, 98.92
32.837, 2.7407, 85.7143, -0.6726, -0.4035, 3.7521, 2.2665, 129.85, 97.20
33.642, 3.9292, 81.4111, -0.6920, -0.3460, 6.5452, 3.3020, 128.39, 97.65
35.286, 4.6499, 74.6269, -0.4504, -0.4504, 8.7681, 4.0661, 127.97, 97.25
36.019, 4.2435, 66.2252, -0.5837, -0.4939, 7.0213, 3.4084, 128.98, 98.33
36.851, 4.5126, 81.6327, -0.7203, -0.4052, 8.6037, 4.0502, 127.77, 98.64
37.658, 4.4576, 81.9672, -0.4754, -0.4358, 7.8287, 3.7080, 127.49, 97.82
38.354, 3.3201, 66.2983, -0.4509, -0.4099, 5.1771, 2.8412, 129.37, 98.07
39.092, 4.1355, 81.7439, -0.6628, -0.4735, 7.8544, 3.8623, 129.04, 97.98
39.859, 4.4065, 86.0832, -0.6252, -0.3572, 8.0188, 3.8200, 127.66, 98.36
42.102, 2.7440, 69.7674, -0.4308, -0.4308, 4.2138, 2.5438, 130.01, 98.24
43.537, 4.6001, 84.7458, -0.7011, -0.3272, 8.9030, 4.1510, 127.56, 98.78
44.339, 4.3044, 90.0901, -0.6462, -0.3446, 7.4579, 3.5947, 128.30, 97.06
45.173, 4.5402, 77.7202, -0.5761, -0.3703, 8.7243, 4.0944, 127.97, 97.38
46.605, 3.7623, 71.8563, -0.5138, -0.3557, 6.0458, 3.1169, 129.21, 98.20
47.346, 4.8351, 89.9550, -0.6055, -0.4325, 9.9295, 4.5157, 128.15, 97.69
49.655, 3.9679, 66.6667, -0.6226, -0.4003, 6.6078, 3.3172, 128.94, 98.63
50.444, 4.3102, 93.3126, -0.6454, -0.3872, 7.6126, 3.6667, 128.19, 97.79
51.920, 4.5101, 75.0939, -0.6258, -0.3338, 8.0095, 3.7715, 128.67, 97.76
52.691, 3.7384, 90.9091, -0.6195, -0.3717, 6.0224, 3.1148, 128.87, 97.14
54.262, 4.1593, 78.2269, -0.5992, -0.3852, 7.3110, 3.5848, 128.19, 97.24
55.027, 4.1809, 72.0288, -0.6294, -0.3597, 7.5779, 3.7060, 128.45, 97.65
55.775, 4.6252, 81.8554, -0.6479, -0.3887, 9.3442, 4.3449, 127.89, 97.53
56.604, 4.1418, 76.6284, -0.6176, -0.3971, 6.9859, 3.4327, 128.37, 97.61
57.972, 2.9362, 71.3436, -0.4771, -0.3181, 5.1457, 3.0030, 130.03, 98.12
59.270, 4.6528, 74.2574, -0.5356, -0.2884, 9.0624, 4.2013, 128.16, 98.93
59.939, 2.4002, 106.0071, -0.6320, -0.4063, 3.1724, 2.0477, 130.69, 96.50
