経過時間_秒, Green, SinWave
0.007, 1.10, 0.33
0.064, 0.64, 0.54
0.085, 0.67, 0.72
0.099, 1.30, 0.86
0.142, 2.41, 1.44
0.172, 3.88, 1.94
0.200, 5.42, 2.46
0.231, 6.81, 3.09
0.266, 7.75, 3.83
0.304, 7.93, 4.65
0.332, 7.73, 5.24
0.365, 7.39, 5.88
0.411, 6.94, 4.20
0.438, 5.96, 5.46
0.466, 5.11, 6.09
0.501, 4.21, 6.79
0.538, 3.16, 7.49
0.570, 2.12, 7.86
0.606, 2.11, 7.94
0.634, 1.93, 7.76
0.677, 1.82, 7.09
0.703, 1.23, 6.49
0.733, 0.57, 5.66
0.771, 0.34, 4.49
0.804, 0.65, 3.44
0.832, 1.37, 2.61
0.869, 2.38, 1.68
0.904, 3.51, 1.15
0.935, 4.72, 0.83
0.971, 5.79, 0.65
0.999, 6.56, 0.65
1.038, 6.95, 0.88
1.066, 7.25, 1.19
1.101, 7.41, 1.73
1.139, 7.95, 2.47
1.165, 7.97, 3.05
1.198, 7.55, 3.85
1.246, 6.90, 5.03
1.279, 6.15, -0.41
1.303, 5.02, 0.34
1.338, 3.60, 0.68
1.372, 2.18, 1.33
1.412, 1.05, 2.44
1.434, 0.70, 3.16
1.468, 1.39, 4.33
1.501, 3.22, 5.45
1.544, 5.51, 6.72
1.568, 6.67, 7.38
1.602, 7.93, 7.92
1.638, 9.13, 7.84
1.668, 9.66, 7.27
1.701, 9.57, 6.21
1.736, 9.13, 4.74
1.773, 8.54, 3.09
1.801, 7.92, 1.96
1.833, 7.29, 1.05
1.873, 6.60, 0.45
1.901, 5.77, 0.31
1.935, 4.78, 0.48
1.970, 3.62, 1.01
2.004, 2.40, 1.82
2.052, 1.78, 3.32
2.070, 1.45, 3.94
2.102, 0.88, 5.05
2.135, 0.50, 6.11
2.178, 0.77, 7.30
2.212, 1.65, 7.89
2.235, 3.10, 7.96
2.267, 4.87, 7.59
2.308, 6.87, 6.43
2.347, 8.32, 4.83
2.379, 9.28, 3.40
2.410, 9.67, 2.11
2.437, 9.87, 1.25
2.471, 9.92, 0.62
2.506, 9.95, 0.33
2.536, 9.93, 0.38
2.572, 9.87, 0.80
2.607, 9.59, 1.70
2.642, 9.16, 2.71
2.672, 8.45, 3.68
2.706, 7.63, 4.82
2.739, 6.77, 5.87
2.770, 5.60, 6.72
2.813, 4.05, 7.78
2.837, 2.43, 7.97
2.879, 2.49, 7.51
2.901, 4.69, 6.90
2.938, 5.71, 5.45
2.979, 6.55, 3.55
3.004, 7.27, 2.43
3.040, 8.27, 1.21
3.072, 9.08, 0.64
3.104, 9.53, 0.35
3.139, 9.73, 0.37
3.179, 9.72, 0.82
3.203, 9.84, 1.29
3.247, 9.91, 2.46
3.269, 9.92, 3.16
3.312, 9.80, 4.59
3.346, 9.58, 5.69
3.372, 9.22, 6.15
3.413, 8.74, 7.33
3.438, 8.16, 7.68
3.479, 7.32, 7.96
3.505, 5.95, 7.93
3.549, 3.99, 7.52
3.579, 0.98, 7.00
3.606, 0.89, 6.39
3.640, 1.95, 5.48
3.680, 4.05, 4.29
3.712, 5.62, 3.33
3.740, 6.59, 2.52
3.774, 7.61, 1.66
3.811, 8.59, 0.61
3.847, 9.43, 0.34
3.883, 9.84, 1.09
3.905, 9.93, 1.96
3.944, 9.86, 4.04
3.971, 9.66, 5.45
4.014, 9.35, 13.04
4.047, 8.94, 9.34
4.071, 8.36, 9.89
4.107, 7.67, 9.81
4.144, 6.85, 8.65
4.179, 5.99, 6.80
4.206, 4.95, 5.14
4.244, 3.42, 2.92
4.281, 1.19, 1.81
4.311, 0.67, 1.38
4.346, 0.86, 1.04
4.371, 1.93, 0.91
4.405, 3.87, 0.88
4.452, 5.96, 1.14
4.478, 7.00, 1.43
4.516, 7.95, 2.01
4.545, 8.89, 2.58
4.579, 9.54, 3.34
4.611, 9.75, 4.13
4.645, 9.66, 5.02
4.682, 9.44, 6.01
4.716, 9.16, 6.03
4.750, 8.84, 4.54
4.779, 8.45, 2.88
4.805, 7.92, 1.82
4.847, 7.32, 1.03
4.879, 6.60, 0.72
4.912, 5.81, 0.69
4.947, 4.73, 0.98
4.981, 3.16, 1.55
5.013, 1.01, 2.32
5.044, 0.92, 3.24
5.082, 2.18, 4.51
5.108, 4.32, 5.42
5.145, 6.02, 6.70
5.180, 6.90, 7.79
5.211, 7.87, 8.73
5.246, 8.95, 9.67
5.282, 9.65, 9.63
5.310, 9.91, 8.90
5.346, 9.86, 7.22
5.379, 9.68, 5.27
5.414, 9.44, 9.06
5.451, 9.12, 9.15
5.482, 8.71, 8.14
5.514, 8.26, 6.81
5.546, 7.71, 5.32
5.580, 7.08, 3.75
5.608, 6.40, 2.61
5.645, 5.56, 1.65
5.681, 4.36, 1.12
5.714, 2.75, 0.92
5.752, 1.62, 1.06
5.781, 3.62, 1.42
5.817, 5.58, 2.15
5.849, 6.55, 3.01
5.882, 7.62, 4.06
5.914, 8.73, 5.15
5.945, 9.47, 6.24
5.980, 9.54, 7.40
6.013, 9.15, 8.36
6.053, 8.50, 9.44
6.080, 7.80, 9.83
6.113, 7.11, 9.50
6.147, 6.45, 9.07
6.183, 5.76, 8.21
6.217, 5.04, 7.12
6.248, 4.26, 5.98
6.281, 3.38, 4.73
6.315, 2.38, 3.54
6.349, 1.41, 2.59
6.389, 0.80, 1.89
6.418, 0.45, 1.65
6.448, 0.64, 1.65
6.485, 1.53, 2.01
6.517, 2.97, 2.61
6.549, 4.80, 3.43
6.583, 6.97, 4.48
6.621, 8.11, 5.75
6.647, 9.05, 6.62
6.681, 9.66, 7.68
6.712, 9.80, 8.50
6.748, 9.69, 9.24
6.782, 9.40, 9.56
6.813, 9.08, 7.53
6.847, 8.73, 7.57
6.879, 8.32, 6.30
6.917, 7.86, 4.66
6.950, 7.30, 3.28
6.986, 6.65, 1.97
7.018, 5.88, 1.07
7.048, 4.78, 0.57
7.089, 2.86, 0.51
7.115, 1.53, 0.84
7.153, 0.76, 1.80
7.188, 0.55, 3.08
7.217, 1.09, 4.32
7.248, 2.36, 5.72
7.284, 4.18, 7.27
7.325, 6.30, 8.71
7.354, 7.69, 9.39
7.387, 8.76, 9.80
7.415, 9.53, 9.81
7.449, 9.79, 9.40
7.487, 9.70, 8.46
7.519, 9.43, 7.35
7.554, 9.08, 9.68
7.583, 8.61, 9.21
7.616, 8.09, 8.33
7.650, 7.42, 7.11
7.683, 6.61, 5.75
7.716, 5.67, 4.34
