経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.057, 6.04, 632.00, 643.54, 10.69, 93.23
0.073, 6.22, 632.00, 643.54, 10.69, 93.23
0.097, 7.12, 632.00, 643.54, 10.69, 93.23
0.128, 8.32, 632.00, 643.54, 10.69, 93.23
0.158, 8.87, 632.00, 643.54, 10.69, 93.23
0.209, 9.20, 632.00, 643.54, 10.69, 93.23
0.228, 9.56, 632.00, 643.54, 10.69, 93.23
0.261, 9.68, 632.00, 643.54, 10.69, 93.23
0.293, 9.56, 734.00, 688.77, 9.45, 87.11
0.325, 9.12, 734.00, 688.77, 9.45, 87.11
0.360, 8.22, 734.00, 688.77, 9.45, 87.11
0.394, 6.78, 734.00, 688.77, 9.45, 87.11
0.435, 4.79, 734.00, 688.77, 9.45, 87.11
0.469, 4.00, 734.00, 688.77, 9.45, 87.11
0.494, 3.21, 734.00, 688.77, 9.45, 87.11
0.526, 2.47, 734.00, 688.77, 9.45, 87.11
0.559, 2.16, 734.00, 688.77, 9.45, 87.11
0.599, 1.89, 734.00, 688.77, 9.45, 87.11
0.629, 1.05, 734.00, 688.77, 9.45, 87.11
0.659, 0.43, 734.00, 688.77, 9.45, 87.11
0.695, 0.26, 734.00, 688.77, 9.45, 87.11
0.729, 0.55, 734.00, 688.77, 9.45, 87.11
0.760, 1.10, 734.00, 688.77, 9.45, 87.11
0.798, 1.87, 734.00, 688.77, 9.45, 87.11
0.829, 2.76, 734.00, 688.77, 9.45, 87.11
0.863, 3.64, 734.00, 688.77, 9.45, 87.11
0.896, 4.47, 734.00, 688.77, 9.45, 87.11
0.928, 5.16, 734.00, 688.77, 9.45, 87.11
0.961, 5.86, 734.00, 688.77, 9.45, 87.11
0.994, 6.83, 734.00, 688.77, 9.45, 87.11
1.029, 7.98, 734.00, 688.77, 9.45, 87.11
1.060, 9.74, 734.00, 688.77, 9.45, 87.11
1.093, 9.89, 734.00, 688.77, 9.45, 87.11
1.131, 9.93, 734.00, 688.77, 9.45, 87.11
1.163, 9.92, 734.00, 688.77, 9.18, 87.11
1.195, 9.81, 734.00, 688.77, 9.18, 87.11
1.229, 9.65, 734.00, 688.77, 9.18, 87.11
1.260, 9.47, 734.00, 688.77, 9.18, 87.11
1.294, 9.33, 734.00, 688.77, 9.18, 87.11
1.328, 9.28, 734.00, 688.77, 9.18, 87.11
1.360, 9.15, 734.00, 688.77, 9.18, 87.11
1.395, 8.71, 734.00, 688.77, 9.18, 87.11
1.434, 8.35, 734.00, 688.77, 9.18, 87.11
1.464, 8.28, 734.00, 688.77, 9.18, 87.11
1.501, 8.53, 734.00, 688.77, 9.18, 87.11
1.534, 8.81, 734.00, 688.77, 9.18, 87.11
1.562, 9.37, 734.00, 688.77, 9.18, 87.11
1.599, 9.65, 734.00, 688.77, 9.18, 87.11
1.631, 9.80, 734.00, 688.77, 9.18, 87.11
1.663, 9.86, 734.00, 688.77, 9.18, 87.11
1.699, 9.72, 734.00, 688.77, 10.33, 87.11
1.733, 9.28, 734.00, 688.77, 10.33, 87.11
1.761, 8.55, 734.00, 688.77, 10.33, 87.11
1.797, 7.18, 734.00, 688.77, 10.33, 87.11
1.829, 5.65, 734.00, 688.77, 10.33, 87.11
1.865, 3.82, 734.00, 688.77, 10.33, 87.11
1.897, 2.16, 734.00, 688.77, 10.33, 87.11
1.931, 1.16, 734.00, 688.77, 10.33, 87.11
1.970, 0.77, 734.00, 688.77, 10.33, 87.11
1.999, 1.84, 734.00, 688.77, 10.33, 87.11
2.034, 3.58, 734.00, 688.77, 10.33, 87.11
2.066, 5.87, 734.00, 688.77, 10.33, 87.11
2.094, 7.27, 734.00, 688.77, 10.33, 87.11
2.135, 8.08, 734.00, 688.77, 10.33, 87.11
2.170, 8.95, 734.00, 688.77, 10.33, 87.11
2.202, 9.11, 734.00, 688.77, 10.33, 87.11
2.234, 9.16, 734.00, 688.77, 10.33, 87.11
2.266, 9.33, 734.00, 688.77, 10.33, 87.11
2.297, 9.29, 734.00, 688.77, 10.51, 87.11
2.333, 9.55, 734.00, 688.77, 10.51, 87.11
2.363, 9.43, 734.00, 688.77, 10.51, 87.11
2.403, 9.00, 734.00, 688.77, 10.51, 87.11
2.435, 8.27, 734.00, 688.77, 10.51, 87.11
2.466, 7.32, 734.00, 688.77, 10.51, 87.11
2.499, 6.33, 734.00, 688.77, 10.51, 87.11
2.533, 5.31, 734.00, 688.77, 10.51, 87.11
2.570, 4.30, 734.00, 688.77, 10.51, 87.11
2.596, 3.21, 734.00, 688.77, 10.51, 87.11
2.632, 1.58, 734.00, 688.77, 10.51, 87.11
2.676, 1.52, 734.00, 688.77, 10.51, 87.11
2.703, 2.74, 734.00, 688.77, 10.51, 87.11
2.736, 4.41, 734.00, 688.77, 10.51, 87.11
2.765, 6.46, 734.00, 688.77, 10.51, 87.11
2.798, 7.50, 734.00, 688.77, 10.51, 87.11
2.837, 8.32, 734.00, 688.77, 10.51, 87.11
2.865, 9.22, 734.00, 688.77, 10.51, 87.11
2.904, 9.43, 734.00, 688.77, 10.51, 87.11
2.931, 9.33, 635.00, 661.89, 10.48, 90.65
2.965, 9.53, 635.00, 661.89, 10.48, 90.65
3.001, 9.60, 635.00, 661.89, 10.48, 90.65
3.034, 9.50, 635.00, 661.89, 10.48, 90.65
3.069, 9.14, 635.00, 661.89, 10.48, 90.65
3.106, 8.64, 635.00, 661.89, 10.48, 90.65
3.135, 7.98, 635.00, 661.89, 10.48, 90.65
3.163, 7.24, 635.00, 661.89, 10.48, 90.65
3.205, 6.44, 635.00, 661.89, 10.48, 90.65
3.231, 5.69, 635.00, 661.89, 10.48, 90.65
3.270, 5.38, 635.00, 661.89, 10.48, 90.65
3.300, 4.75, 635.00, 661.89, 10.48, 90.65
3.333, 4.96, 635.00, 661.89, 10.48, 90.65
3.366, 5.19, 635.00, 661.89, 10.48, 90.65
3.403, 6.39, 635.00, 661.89, 10.48, 90.65
3.430, 7.21, 635.00, 661.89, 10.48, 90.65
3.471, 7.60, 635.00, 661.89, 10.48, 90.65
3.503, 8.36, 635.00, 661.89, 10.48, 90.65
3.543, 8.76, 635.00, 661.89, 10.48, 90.65
3.563, 9.14, 635.00, 661.89, 10.48, 90.65
3.602, 9.43, 635.00, 661.89, 10.48, 90.65
3.635, 9.71, 635.00, 661.89, 10.48, 90.65
3.677, 9.81, 635.00, 661.89, 10.48, 90.65
3.702, 9.81, 635.00, 661.89, 10.48, 90.65
3.735, 9.56, 635.00, 661.89, 11.08, 90.65
3.763, 9.11, 635.00, 661.89, 11.08, 90.65
3.802, 8.74, 635.00, 661.89, 11.08, 90.65
3.843, 8.28, 635.00, 661.89, 11.08, 90.65
3.867, 8.08, 635.00, 661.89, 11.08, 90.65
3.900, 8.16, 635.00, 661.89, 11.08, 90.65
3.943, 8.27, 635.00, 661.89, 11.08, 90.65
3.976, 7.61, 635.00, 661.89, 11.08, 90.65
4.010, 7.74, 635.00, 661.89, 11.08, 90.65
4.035, 7.69, 635.00, 661.89, 11.08, 90.65
4.075, 7.95, 635.00, 661.89, 11.08, 90.65
4.100, 8.38, 635.00, 661.89, 11.08, 90.65
4.137, 8.85, 635.00, 661.89, 11.08, 90.65
4.169, 9.33, 635.00, 661.89, 11.08, 90.65
4.204, 8.94, 635.00, 661.89, 13.64, 90.65
4.232, 9.33, 635.00, 661.89, 13.64, 90.65
4.268, 9.45, 635.00, 661.89, 13.64, 90.65
