経過時間_秒, Green, SinWave
0.057, 6.04, 2.75
0.073, 6.22, 2.78
0.097, 7.12, 2.90
0.128, 8.32, 3.16
0.158, 8.87, 3.54
0.209, 9.20, 4.39
0.228, 9.56, 4.77
0.261, 9.68, 5.47
0.293, 9.56, 6.18
0.325, 9.12, 6.90
0.360, 8.22, 10.83
0.394, 6.78, 9.15
0.435, 4.79, 7.88
0.469, 4.00, 6.75
0.494, 3.21, 6.33
0.526, 2.47, 6.10
0.559, 2.16, 5.94
0.599, 1.89, 5.88
0.629, 1.05, 5.93
0.659, 0.43, 6.05
0.695, 0.26, 6.28
0.729, 0.55, 6.59
0.760, 1.10, 6.93
0.798, 1.87, 7.39
0.829, 2.76, 7.78
0.863, 3.64, 8.22
0.896, 4.47, 8.62
0.928, 5.16, 8.97
0.961, 5.86, 9.46
0.994, 6.83, 9.71
1.029, 7.98, 9.25
1.060, 9.74, 8.36
1.093, 9.89, 7.23
1.131, 9.93, 6.34
1.163, 9.92, 6.11
1.195, 9.81, 5.95
1.229, 9.65, 6.99
1.260, 9.47, 0.86
1.294, 9.33, 1.73
1.328, 9.28, 2.89
1.360, 9.15, 4.15
1.395, 8.71, 5.62
1.434, 8.35, 7.19
1.464, 8.28, 8.25
1.501, 8.53, 9.55
1.534, 8.81, 9.98
1.562, 9.37, 9.63
1.599, 9.65, 8.22
1.631, 9.80, 6.39
1.663, 9.86, 4.34
1.699, 9.72, 2.21
1.733, 9.28, 1.06
1.761, 8.55, 0.49
1.797, 7.18, 0.24
1.829, 5.65, 0.41
1.865, 3.82, 1.01
1.897, 2.16, 1.87
1.931, 1.16, 3.05
1.970, 0.77, 4.61
1.999, 1.84, 5.81
2.034, 3.58, 7.20
2.066, 5.87, 8.31
2.094, 7.27, 9.35
2.135, 8.08, 9.98
2.170, 8.95, 9.36
2.202, 9.11, 7.97
2.234, 9.16, 6.06
2.266, 9.33, 3.97
2.297, 9.29, 2.15
2.333, 9.55, 0.99
2.363, 9.43, 0.46
2.403, 9.00, 0.25
2.435, 8.27, 8.50
2.466, 7.32, 1.68
2.499, 6.33, 0.96
2.533, 5.31, 0.75
2.570, 4.30, 1.16
2.596, 3.21, 1.82
2.632, 1.58, 3.14
2.676, 1.52, 5.12
2.703, 2.74, 6.37
2.736, 4.41, 7.76
2.765, 6.46, 8.82
2.798, 7.50, 9.54
2.837, 8.32, 9.33
2.865, 9.22, 8.48
2.904, 9.43, 6.59
2.931, 9.33, 5.02
2.965, 9.53, 3.10
3.001, 9.60, 1.63
3.034, 9.50, 0.93
3.069, 9.14, 0.76
3.106, 8.64, 17.99
3.135, 7.98, 7.68
3.163, 7.24, 6.06
3.205, 6.44, 3.56
3.231, 5.69, 2.54
3.270, 5.38, 1.94
3.300, 4.75, 1.64
3.333, 4.96, 1.51
3.366, 5.19, 1.57
3.403, 6.39, 1.88
3.430, 7.21, 2.26
