経過時間_秒, Green, SinWave
0.013, 5.38, 9.33
0.073, 4.24, 8.43
0.091, 2.29, 8.10
0.104, 1.22, 7.84
0.140, 1.18, 7.07
0.176, 1.08, 6.23
0.211, 1.03, 5.38
0.247, 0.99, 4.50
0.277, 0.99, 3.78
0.307, 1.02, 3.10
0.342, 0.67, 2.38
0.383, 0.42, 1.53
0.410, 0.66, 1.02
0.454, 1.55, 0.58
0.479, 3.13, 0.57
0.519, 5.22, 0.92
0.553, 7.14, 1.55
0.584, 8.21, 2.35
0.618, 9.18, 3.41
0.644, 9.74, 4.31
0.679, 9.91, 5.58
0.711, 9.92, 6.72
0.744, 9.88, 7.80
0.783, 9.85, 8.74
0.821, 9.80, 7.68
0.847, 9.64, 6.52
0.885, 9.34, 5.40
0.906, 8.87, 4.78
0.941, 8.25, 3.75
0.983, 7.57, 2.62
1.017, 6.67, 1.83
1.054, 5.29, 0.94
1.083, 2.96, 0.54
1.118, 1.52, 0.43
1.134, 1.43, 0.53
1.171, 1.30, 1.08
1.208, 1.37, 2.05
1.258, 1.40, 3.84
1.284, 1.32, 4.89
1.317, 1.08, 6.24
1.345, 0.54, 7.32
1.384, 0.42, 8.58
1.416, 0.82, 9.18
1.441, 1.77, 9.53
1.483, 3.18, 9.88
1.517, 5.00, 9.92
1.542, 7.00, 9.82
1.581, 8.83, 9.43
1.617, 9.59, 8.85
1.651, 9.85, 8.12
1.685, 9.83, 7.27
1.719, 9.71, 6.32
1.755, 9.55, 8.42
1.783, 9.32, 9.49
1.807, 8.96, 9.70
1.851, 8.44, 9.92
1.884, 7.80, 9.91
1.910, 7.02, 9.82
1.950, 6.18, 9.50
1.986, 5.26, 9.06
2.017, 3.73, 8.58
2.054, 1.43, 7.88
2.087, 1.44, 7.18
2.117, 1.36, 6.49
2.150, 1.28, 5.70
2.178, 1.21, 5.01
2.220, 1.28, 3.99
2.242, 1.14, 3.47
2.280, 0.76, 2.64
2.315, 0.41, 1.95
2.353, 0.47, 1.17
2.386, 1.05, 0.67
2.415, 2.12, 0.44
2.450, 3.53, 0.44
2.485, 5.23, 0.74
2.519, 6.77, 1.30
2.554, 8.22, 2.12
2.586, 9.23, 3.04
2.621, 9.57, 4.17
2.652, 9.30, 5.23
2.686, 9.08, 6.39
2.720, 8.99, 10.30
2.752, 8.82, 9.38
2.786, 8.56, 9.06
2.815, 8.04, 8.67
2.848, 7.28, 8.11
2.885, 6.35, 7.34
2.918, 5.33, 6.61
2.952, 3.92, 5.77
2.984, 1.77, 4.96
3.022, 1.51, 4.00
3.047, 1.31, 3.39
3.084, 1.26, 2.55
3.114, 1.30, 1.94
3.153, 1.18, 1.06
3.185, 0.80, 0.56
3.212, 0.49, 0.40
3.254, 0.67, 0.62
3.288, 1.52, 1.20
3.318, 2.97, 1.98
3.353, 4.82, 3.13
3.385, 7.01, 4.33
3.419, 8.16, 5.66
3.454, 9.04, 6.96
3.485, 9.67, 7.97
3.523, 9.77, 8.71
3.551, 9.79, 9.08
3.588, 9.70, 9.42
3.621, 9.68, 9.56
3.653, 9.75, 8.48
3.685, 9.84, 9.79
3.718, 9.75, 9.72
3.754, 9.49, 9.46
3.786, 9.03, 9.09
3.820, 8.43, 8.55
3.848, 7.65, 8.02
3.882, 6.48, 7.28
3.924, 4.56, 6.26
3.952, 2.03, 5.54
3.988, 1.65, 4.60
4.023, 1.59, 3.71
4.053, 1.52, 2.99
4.085, 1.46, 2.29
4.119, 1.25, 1.57
4.157, 0.73, 0.85
4.189, 0.41, 0.53
4.219, 0.61, 0.49
4.255, 1.42, 0.78
4.289, 2.69, 1.37
4.318, 4.33, 2.08
4.354, 6.19, 3.17
4.390, 7.88, 4.43
4.425, 9.44, 5.69
4.458, 9.78, 6.86
4.489, 9.77, 7.84
4.522, 9.61, 8.64
4.550, 9.46, 10.92
4.590, 9.33, 9.84
4.619, 9.15, 9.69
4.656, 8.83, 9.28
4.691, 8.32, 8.68
4.722, 7.63, 8.00
4.752, 6.78, 7.24
4.791, 5.84, 6.13
4.824, 4.54, 5.15
4.852, 2.20, 4.31
