経過時間_秒, Green, SinWave
0.061, 5.30, 1.67
0.086, 3.76, 1.22
0.121, 1.41, 0.78
0.160, 0.50, 0.58
0.189, 0.87, 0.62
0.222, 1.98, 0.88
0.254, 3.75, 1.33
0.293, 6.02, 2.12
0.325, 7.47, 2.92
0.363, 8.35, 4.00
0.389, 9.19, 4.79
0.418, 9.67, 5.68
0.451, 9.84, 6.68
0.494, 9.65, 7.87
0.517, 9.34, 8.42
0.552, 8.86, 9.75
0.593, 8.29, 8.96
0.617, 7.57, 8.14
0.655, 6.66, 6.47
0.686, 5.65, 4.94
0.728, 4.57, 2.94
0.767, 3.33, 1.60
0.783, 1.98, 1.28
0.825, 1.71, 0.70
0.855, 1.57, 0.52
0.883, 0.90, 0.54
0.921, 0.43, 0.86
0.953, 0.45, 1.37
1.008, 1.14, 2.68
1.022, 2.31, 3.08
1.051, 3.94, 3.98
1.088, 5.86, 5.19
1.126, 7.82, 6.43
1.149, 8.97, 7.14
1.192, 9.63, 8.32
1.222, 9.90, 9.20
1.254, 9.88, 9.77
1.294, 9.68, 9.73
1.320, 9.34, 8.88
1.359, 8.87, 7.94
1.393, 8.26, 6.58
1.427, 7.55, 5.07
1.451, 6.66, 4.01
1.486, 5.66, 2.57
1.528, 4.60, 1.30
1.551, 3.24, 0.85
1.584, 1.66, 0.46
1.618, 1.35, 0.41
1.655, 0.68, 0.75
1.701, 0.51, 1.71
1.729, 0.81, 2.53
1.761, 1.68, 3.63
1.788, 2.80, 4.64
1.821, 4.09, 5.90
1.854, 5.31, 7.11
1.893, 6.33, 8.36
1.927, 7.20, 9.29
1.962, 7.77, 9.85
1.989, 8.26, 9.93
2.020, 8.91, 9.66
2.063, 8.80, 8.65
2.089, 7.95, 7.76
2.132, 6.82, 8.27
2.160, 5.60, 7.75
2.194, 4.15, 6.80
2.229, 2.60, 5.64
2.259, 2.24, 4.58
2.293, 2.00, 3.39
2.327, 1.68, 2.31
2.360, 1.57, 1.47
2.395, 0.94, 0.86
2.423, 0.52, 0.59
2.453, 0.51, 0.52
2.493, 1.06, 0.79
2.542, 2.07, 1.65
2.558, 3.41, 2.04
2.603, 4.93, 3.33
2.627, 6.36, 4.11
2.655, 7.90, 5.03
2.692, 9.19, 6.23
2.727, 9.57, 7.24
2.757, 9.71, 7.98
2.792, 9.56, 8.61
2.828, 9.15, 8.90
2.861, 8.58, 7.12
2.900, 7.83, 9.62
2.930, 6.93, 9.71
2.962, 5.86, 9.49
