経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.061, 4.2709, 77.8210, -0.5360, -0.4478, 7.0990, 3.4351, 117.64, 87.05
0.494, 4.2709, 77.8210, -0.5373, -0.4478, 7.0990, 3.4351, 117.64, 87.05
1.254, 3.9897, 81.3008, -0.6230, -0.4014, 6.4781, 3.2432, 116.35, 86.51
2.063, 4.0489, 82.7586, -0.6079, -0.3908, 7.0961, 3.5265, 113.35, 83.48
2.792, 4.7398, 78.2269, -0.5303, -0.4067, 8.8842, 4.0807, 109.59, 79.98
3.530, 4.0209, 73.8916, -0.5885, -0.4074, 6.7052, 3.3438, 114.12, 84.39
4.299, 4.5772, 82.3045, -0.6260, -0.4024, 9.2211, 4.3100, 111.27, 82.43
5.098, 4.6442, 81.7439, -0.6437, -0.3862, 8.7131, 4.0431, 110.21, 80.51
5.867, 4.5082, 77.9221, -0.5363, -0.3713, 8.0485, 3.7907, 109.78, 79.61
6.640, 4.6233, 74.9064, -0.5579, -0.4291, 9.1154, 4.2394, 110.50, 81.84
7.368, 4.8178, 77.9221, -0.5130, -0.4262, 9.4710, 4.3149, 110.17, 81.05
8.141, 3.7518, 78.0234, -0.5885, -0.4513, 6.1514, 3.1758, 115.34, 85.58
8.844, 4.2161, 81.8554, -0.5130, -0.4275, 7.2764, 3.5437, 112.93, 82.73
9.649, 4.3128, 78.1250, -0.6563, -0.4219, 7.6680, 3.6924, 114.12, 84.83
10.412, 4.1890, 85.1064, -0.5329, -0.4087, 7.2851, 3.5594, 111.49, 81.02
11.115, 4.5468, 74.8130, -0.5197, -0.4331, 8.5981, 4.0323, 111.69, 82.59
11.848, 4.2382, 78.1250, -0.6563, -0.4219, 7.6479, 3.7149, 114.31, 85.06
12.681, 4.4838, 86.0832, -0.6753, -0.3602, 8.2009, 3.8729, 111.38, 81.36
13.417, 4.6096, 81.6327, -0.5150, -0.3962, 8.9632, 4.1748, 108.27, 78.62
14.219, 4.6110, 71.1744, -0.5829, -0.8519, 8.5506, 3.9820, 111.70, 82.65
14.956, 4.2272, 82.3045, -0.5349, -0.4526, 7.4235, 3.6106, 117.86, 85.88
15.698, 4.8079, 74.7198, -0.5829, -0.4035, 9.5576, 4.3588, 111.20, 82.28
16.490, 4.6603, 82.0793, -0.6226, -0.4003, 8.7150, 4.0370, 110.92, 81.50
17.262, 4.3253, 80.9717, -0.5833, -0.4167, 7.5825, 3.6459, 111.12, 80.98
17.963, 4.2771, 75.5668, -0.5130, -0.3847, 8.1829, 3.9567, 112.00, 82.66
18.766, 4.2152, 77.0218, -0.6581, -0.5171, 8.1323, 3.9610, 113.75, 85.25
19.464, 2.9133, 85.9599, -0.4938, -0.4115, 4.0533, 2.3748, 115.45, 83.66
20.166, 4.7366, 74.4417, -0.5673, -0.4255, 10.1892, 4.6817, 111.98, 84.31
20.939, 4.3268, 85.9599, -0.6558, -0.4225, 7.1978, 3.4603, 113.78, 83.78
21.703, 4.3171, 85.8369, -0.5984, -0.3847, 7.7309, 3.7208, 111.71, 81.52
23.174, 4.4913, 77.5194, -0.6479, -0.8639, 8.3216, 3.9267, 112.17, 83.18
24.014, 4.3272, 89.8204, -0.5775, -0.8250, 7.5172, 3.6137, 116.89, 84.35
25.476, 4.4260, 71.6846, -0.5507, -0.3147, 7.9305, 3.7696, 112.29, 82.92
26.218, 2.9485, 90.2256, -0.5804, -0.4146, 4.5727, 2.6630, 113.76, 83.94
26.953, 4.5653, 74.3494, -0.5782, -0.8005, 8.5862, 4.0185, 110.87, 81.37
27.753, 4.0681, 81.9672, -0.6286, -0.4041, 7.3541, 3.6462, 118.54, 87.19
28.487, 4.4488, 81.8554, -0.5775, -0.4125, 8.7428, 4.1450, 110.34, 80.92
29.185, 4.6905, 74.3494, -0.5845, -0.3597, 9.0774, 4.1913, 110.75, 81.56
29.986, 4.5798, 81.7439, -0.7082, -0.3777, 8.4479, 3.9475, 111.33, 82.13
30.763, 4.3836, 86.0832, -0.5775, -0.3713, 7.7286, 3.6914, 109.64, 79.11
31.467, 4.6862, 74.8130, -0.5938, -0.3817, 9.4777, 4.3782, 109.66, 80.95
32.271, 4.5363, 78.2269, -0.7041, -0.3755, 8.4231, 3.9547, 111.37, 82.02
33.026, 4.4191, 84.5070, -0.6157, -0.3694, 8.3508, 3.9725, 109.26, 79.23
33.765, 4.6793, 74.6269, -0.6119, -0.3497, 9.0850, 4.1998, 109.48, 80.24
35.372, 4.4670, 81.7439, -0.5359, -0.4912, 8.3764, 3.9632, 109.85, 80.14
36.206, 4.4118, 69.1244, -0.6303, -0.4502, 7.9600, 3.7897, 114.02, 84.33
37.008, 4.2895, 81.8554, -0.5144, -0.4353, 7.3739, 3.5603, 111.39, 80.76
38.474, 4.1103, 74.8130, -0.5761, -0.2880, 7.1417, 3.5226, 113.72, 84.04
39.218, 2.2306, 94.4882, -0.4788, -0.4389, 2.8268, 1.8927, 112.80, 82.24
39.916, 4.7108, 71.7703, -0.5323, -0.4879, 4.1080, 1.8927, 112.80, 82.24
40.753, 3.9343, 81.0811, -0.6609, -0.4249, 6.1625, 3.1069, 115.69, 85.27
41.483, 3.9912, 85.5920, -0.4737, -0.4342, 6.4098, 3.2084, 111.58, 80.53
42.986, 4.3771, 82.6446, -0.6772, -0.3611, 7.5184, 3.5936, 113.11, 83.16
43.722, 4.2797, 88.8889, -0.5533, -0.3952, 7.6212, 3.6840, 109.32, 79.01
44.424, 4.6597, 72.1154, -0.5373, -0.3582, 9.0254, 4.1811, 110.66, 81.66
45.223, 4.4594, 81.4111, -0.6591, -0.4237, 8.3013, 3.9311, 112.21, 83.38
46.033, 4.4449, 85.5920, -0.5369, -0.4118, 7.6303, 3.6192, 110.67, 80.03
47.472, 3.7044, 75.2823, -0.5697, -0.3662, 6.0812, 3.1596, 115.64, 86.04
48.169, 4.6383, 89.6861, -0.5103, -0.3827, 9.4659, 4.3952, 109.59, 80.97
48.969, 4.5188, 78.0234, -0.6628, -0.4261, 8.6250, 4.0574, 112.47, 83.84
49.804, 4.2765, 84.8656, -0.6180, -0.4120, 7.3262, 3.5427, 111.13, 80.46
50.574, 4.5773, 75.0939, -0.5528, -0.3945, 8.9367, 4.1771, 109.41, 79.84
51.306, 4.6337, 71.5137, -0.5143, -0.3857, 8.5187, 3.9574, 110.39, 80.91
52.007, 4.5139, 78.3290, -0.5410, -0.4508, 8.3726, 3.9408, 111.97, 83.00
52.805, 3.9871, 81.6327, -0.6581, -0.4231, 6.4065, 3.2084, 115.17, 85.04
53.496, 4.7379, 85.2273, -0.4962, -0.4135, 9.7094, 4.4607, 109.16, 79.82
54.245, 4.5416, 75.0000, -0.6696, -0.3826, 8.6615, 4.0643, 113.36, 84.74
56.457, 3.3493, 71.6846, -0.5280, -0.3960, 5.6764, 3.1017, 116.28, 85.95
57.221, 1.8886, 93.8967, -0.5805, -0.4465, 2.3264, 1.6929, 116.89, 86.47
58.626, 4.3705, 78.4314, -0.5615, -0.3887, 7.3217, 3.5022, 114.01, 84.43
59.391, 4.2850, 90.0901, -0.6252, -0.4019, 7.6089, 3.6758, 112.66, 83.18
