経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.082, 2.6612, 85.4701, -0.3844, -0.6040, 4.2930, 2.6316, 131.31, 97.99
0.373, 2.6612, 85.4701, -0.3844, -0.6040, 4.2930, 2.6316, 131.31, 97.99
4.213, 1.7903, 111.1111, -0.5690, -0.7241, 2.1958, 1.6411, 128.52, 100.51
4.912, 0.8113, 78.3290, -0.2714, -0.7056, 1.4782, 1.6411, 128.52, 100.51
5.547, 0.7950, 99.8336, -0.4721, -0.4721, 0.5535, 0.6208, 131.34, 100.99
6.247, 3.7761, 85.5920, -0.5717, -0.4677, 7.4208, 3.8188, 129.49, 98.19
6.947, 4.4036, 94.0439, -0.4237, -0.4708, 8.0609, 3.8413, 128.56, 98.24
7.548, 4.0072, 85.5920, -0.3305, -0.5665, 6.9864, 3.4901, 129.50, 98.34
8.186, 3.2726, 85.9599, -0.6040, -0.6040, 4.7841, 2.6445, 130.53, 98.96
8.882, 4.3031, 100.1669, -0.5172, -0.5690, 7.7850, 3.7529, 128.11, 99.26
9.486, 2.7660, 93.8967, -0.3793, -0.5216, 4.3655, 2.6249, 129.66, 98.79
10.154, 4.0613, 84.8656, -0.5455, -0.5455, 6.7421, 3.3455, 129.90, 98.69
10.829, 4.5448, 101.1804, -0.5937, -0.4948, 8.2255, 3.8584, 128.42, 98.89
12.094, 2.5863, 91.0470, -0.4889, -0.5378, 3.8415, 2.3887, 130.85, 97.24
12.697, 2.7354, 93.3126, -0.4231, -0.4231, 3.6229, 2.1905, 128.69, 101.19
13.362, 4.0955, 94.9367, -0.6551, -0.4925, 7.7003, 3.8050, 129.86, 97.86
14.002, 4.6697, 99.8336, -0.5467, -0.3976, 8.8595, 4.0998, 127.96, 98.39
14.663, 4.1431, 89.8204, -0.5156, -0.4125, 7.3265, 3.5994, 129.45, 97.54
15.301, 3.3497, 94.7867, -0.4985, -0.4985, 5.3415, 2.9185, 130.13, 97.54
15.971, 4.6025, 89.2857, -0.5690, -0.4655, 9.0222, 4.2055, 128.70, 98.55
16.634, 3.4074, 94.9367, -0.5418, -0.4433, 5.6318, 3.0510, 129.52, 97.97
17.269, 4.1612, 90.3614, -0.3988, -0.4985, 6.7222, 3.2954, 129.30, 97.95
17.912, 4.0454, 89.0208, -0.4677, -0.5717, 6.9963, 3.4785, 129.77, 98.51
18.515, 4.2753, 93.7500, -0.5132, -0.5132, 7.4565, 3.6062, 128.96, 99.11
22.415, 2.1312, 85.7143, -0.2736, -0.7114, 2.7613, 1.8914, 128.23, 98.38
23.021, 2.4194, 89.5522, -0.5246, -0.5771, 3.3805, 2.1734, 130.82, 100.03
23.620, 4.3512, 112.7820, -0.5980, -0.4349, 8.3407, 3.9985, 128.66, 99.06
24.257, 3.4441, 99.1736, -0.6611, -0.3856, 5.9384, 3.1999, 129.85, 97.55
24.924, 3.7049, 100.1669, -0.5699, -0.3626, 6.4952, 3.3744, 129.46, 97.18
25.587, 3.6724, 95.0872, -0.5450, -0.4459, 6.3402, 3.3085, 129.87, 97.11
26.721, 3.1386, 90.2256, -0.4977, -0.3484, 4.8777, 2.7533, 130.46, 97.85
28.670, 3.8365, 84.7458, -0.6163, -0.3922, 7.0636, 3.6063, 129.22, 98.31
29.297, 3.9995, 105.4482, -0.3432, -0.4398, 7.1357, 3.5680, 129.22, 97.40
29.875, 3.2592, 90.3614, -0.5789, -0.6316, 5.2503, 2.9082, 131.00, 97.86
30.565, 4.0931, 94.0439, -0.5699, -0.3420, 7.4252, 3.6701, 128.50, 99.38
32.881, 0.8690, 81.9672, -0.5261, -0.7174, 1.5666, 1.6806, 130.94, 99.75
33.517, 2.0501, 59.9401, -0.7397, -0.5690, 2.4062, 1.6806, 130.94, 99.75
35.382, 1.8788, 94.6372, -0.6745, -0.3632, 2.1014, 1.5331, 129.36, 100.15
36.015, 3.5295, 78.9474, -0.6777, -0.7299, 6.7318, 3.5832, 129.42, 96.97
37.319, 1.0675, 94.7867, -0.4177, -0.5222, 1.0729, 1.0384, 130.28, 99.16
37.885, 3.8699, 81.9672, -0.5810, -0.5229, 7.6361, 3.8817, 129.85, 98.55
38.459, 4.5563, 105.8201, -0.6996, -0.4081, 8.6929, 4.0725, 128.84, 98.48
39.822, 1.1806, 103.4483, -0.4591, -0.6313, 1.0895, 1.0027, 130.10, 99.54
40.932, 2.8376, 100.5025, -0.6611, -0.2755, 4.0713, 2.4169, 130.84, 98.48
43.403, 0.5339, 117.8782, -0.6535, -0.3812, 0.3638, 0.4979, 133.01, 96.55
44.033, 2.4239, 112.3596, -0.6020, -0.3267, 3.1521, 2.0246, 130.87, 96.79
44.668, 3.2205, 99.0099, -0.5771, -0.4197, 5.4435, 3.0333, 130.45, 96.60
45.775, 3.5195, 92.5926, -0.5197, -0.4157, 5.9709, 3.1828, 130.63, 97.62
46.907, 3.9620, 105.6338, -0.6346, -0.2885, 7.3346, 3.6848, 129.45, 97.35
47.507, 2.4294, 112.3596, -0.5464, -0.3825, 3.3199, 2.1300, 131.34, 96.03
48.118, 3.8979, 100.3344, -0.5500, -0.4400, 7.1714, 3.6323, 130.00, 97.24
49.952, 2.5333, 84.8656, -0.4845, -0.5401, 3.5136, 2.2076, 131.25, 98.94
52.392, 2.7391, 78.1250, -0.4934, -0.4934, 5.3729, 3.2464, 130.25, 96.67
52.954, 4.6493, 118.3432, -0.4648, -0.5164, 8.8458, 4.1025, 128.98, 98.45
53.554, 3.4197, 95.2381, -0.5872, -0.4698, 5.4263, 2.9343, 130.38, 98.30
54.123, 3.6812, 106.0071, -0.4950, -0.4400, 6.2366, 3.2505, 129.72, 97.87
56.169, 3.7762, 90.3614, -0.3474, -0.6947, 6.4800, 3.3346, 129.28, 97.69
57.928, 3.4397, 105.6338, -0.5166, -0.5759, 5.8916, 3.1767, 128.48, 96.30
59.036, 0.9933, 55.8140, -0.6611, -0.6611, 1.4017, 1.4064, 131.54, 98.26
