経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.082, 7.22, 601.00, 641.14, 8.92, 93.58
0.113, 6.92, 601.00, 641.14, 8.92, 93.58
0.135, 6.73, 601.00, 641.14, 8.92, 93.58
0.161, 7.62, 601.00, 641.14, 8.92, 93.58
0.197, 8.53, 601.00, 641.14, 8.92, 93.58
0.231, 9.00, 601.00, 641.14, 8.92, 93.58
0.261, 9.55, 601.00, 641.14, 8.92, 93.58
0.308, 9.77, 601.00, 641.14, 8.92, 93.58
0.337, 9.88, 601.00, 641.14, 8.92, 93.58
0.373, 9.82, 638.00, 639.57, 8.88, 93.81
0.405, 9.60, 638.00, 639.57, 8.88, 93.81
0.432, 9.32, 638.00, 639.57, 8.88, 93.81
0.468, 8.83, 638.00, 639.57, 8.88, 93.81
0.506, 8.17, 638.00, 639.57, 8.88, 93.81
0.533, 7.37, 638.00, 639.57, 8.88, 93.81
0.567, 6.40, 638.00, 639.57, 8.88, 93.81
0.602, 5.44, 638.00, 639.57, 8.88, 93.81
0.636, 3.79, 638.00, 639.57, 8.88, 93.81
0.667, 2.65, 638.00, 639.57, 8.88, 93.81
0.696, 1.03, 638.00, 639.57, 8.88, 93.81
0.743, 2.14, 638.00, 639.57, 8.88, 93.81
0.769, 4.35, 638.00, 639.57, 8.88, 93.81
0.795, 6.16, 638.00, 639.57, 8.88, 93.81
0.843, 6.89, 638.00, 639.57, 8.88, 93.81
0.870, 8.03, 638.00, 639.57, 8.88, 93.81
0.897, 8.67, 638.00, 639.57, 8.88, 93.81
0.930, 9.11, 638.00, 639.57, 8.88, 93.81
0.964, 9.17, 638.00, 639.57, 8.88, 93.81
0.999, 9.46, 638.00, 639.57, 8.88, 93.81
1.043, 9.69, 638.00, 639.57, 8.88, 93.81
1.066, 9.77, 638.00, 639.57, 8.88, 93.81
1.105, 9.61, 638.00, 639.57, 8.08, 93.81
1.143, 9.21, 638.00, 639.57, 8.08, 93.81
1.166, 8.62, 638.00, 639.57, 8.08, 93.81
1.199, 7.91, 638.00, 639.57, 8.08, 93.81
1.242, 7.18, 638.00, 639.57, 8.08, 93.81
1.268, 6.58, 638.00, 639.57, 8.08, 93.81
1.301, 6.18, 638.00, 639.57, 8.08, 93.81
1.334, 5.61, 638.00, 639.57, 8.08, 93.81
1.368, 5.13, 638.00, 639.57, 8.08, 93.81
1.403, 4.61, 638.00, 639.57, 8.08, 93.81
1.434, 4.42, 638.00, 639.57, 8.08, 93.81
1.468, 5.99, 638.00, 639.57, 8.08, 93.81
1.505, 6.90, 638.00, 639.57, 8.08, 93.81
1.534, 7.30, 638.00, 639.57, 8.08, 93.81
