経過時間_秒, Green, SinWave
0.018, 0.85, 0.88
0.084, 2.47, 0.68
0.124, 4.36, 0.78
0.158, 5.40, 0.98
0.180, 6.28, 1.17
0.214, 7.10, 1.55
0.248, 7.84, 2.03
0.277, 8.71, 2.50
0.314, 9.26, 3.17
0.348, 9.55, 3.85
0.377, 9.62, 4.46
0.415, 9.68, 5.28
0.446, 9.80, 5.95
0.483, 9.91, 6.73
0.514, 9.95, 7.35
0.552, 9.90, 8.06
0.584, 9.74, 8.58
0.616, 9.52, 9.62
0.658, 9.21, 9.93
0.684, 8.81, 9.59
0.714, 8.20, 8.81
0.747, 7.26, 7.56
0.781, 5.72, 6.02
0.813, 2.65, 4.48
0.848, 1.91, 2.92
0.880, 1.80, 1.98
0.915, 1.63, 1.56
0.953, 1.55, 1.19
0.983, 1.39, 0.98
1.015, 1.17, 0.84
1.049, 0.80, 0.78
1.082, 0.43, 0.81
1.120, 0.49, 0.97
1.147, 1.06, 1.15
1.187, 2.18, 1.52
1.217, 3.83, 1.87
1.249, 5.79, 2.31
1.282, 7.73, 2.82
1.318, 8.60, 3.44
1.349, 9.26, 4.01
1.382, 9.65, 4.64
1.418, 9.83, 5.35
1.452, 9.92, 6.01
1.487, 9.89, 6.69
1.518, 9.91, 7.26
1.550, 9.88, 9.27
1.582, 9.80, 7.94
1.615, 9.56, 6.45
1.654, 9.19, 4.52
1.682, 8.69, 3.17
1.718, 8.00, 1.77
1.763, 7.00, 1.12
1.788, 5.44, 0.85
1.822, 2.77, 0.58
1.851, 1.79, 0.45
1.882, 1.59, 0.43
1.919, 1.56, 0.54
1.954, 1.53, 0.79
1.983, 1.39, 1.09
2.020, 1.24, 1.60
2.051, 1.13, 2.12
2.083, 0.84, 2.73
2.123, 0.44, 3.58
2.149, 0.42, 4.17
2.186, 0.87, 5.03
2.222, 1.81, 5.87
2.249, 3.28, 6.49
2.283, 5.17, 7.24
2.315, 7.40, 7.91
2.353, 8.23, 8.60
2.388, 8.94, 9.56
2.416, 9.45, 9.91
2.451, 9.75, 9.76
2.489, 9.91, 8.91
2.520, 9.97, 7.77
2.559, 9.95, 5.96
2.585, 9.87, 4.66
2.616, 9.71, 6.05
2.659, 9.42, 6.57
2.693, 9.02, 5.50
2.725, 8.47, 4.47
2.756, 7.75, 3.50
2.783, 6.71, 2.72
2.822, 5.21, 1.74
2.859, 2.77, 1.02
2.888, 1.85, 0.64
2.918, 1.69, 0.43
2.954, 1.57, 0.43
2.983, 1.40, 0.64
3.020, 1.33, 1.15
3.063, 1.28, 2.06
3.090, 1.15, 2.77
3.117, 0.90, 3.56
3.163, 0.42, 5.01
3.183, 0.25, 5.66
3.228, 0.45, 7.07
3.262, 1.08, 8.02
3.288, 2.09, 8.66
3.319, 3.41, 9.27
3.349, 4.97, 9.70
3.389, 6.54, 9.98
3.416, 8.08, 9.98
3.455, 9.49, 9.70
3.486, 9.77, 9.26
3.528, 9.84, 8.39
3.551, 9.83, 7.80
3.597, 9.82, 6.45
3.620, 9.86, 5.72
3.655, 9.91, 4.59
3.694, 9.86, 3.38
3.724, 9.64, 2.53
3.756, 9.23, 9.94
3.791, 8.66, 8.97
3.820, 7.82, 8.46
3.854, 6.50, 7.77
3.888, 4.27, 6.98
3.921, 2.17, 6.15
3.964, 1.82, 5.02
3.995, 1.54, 4.21
4.020, 1.41, 3.57
4.053, 1.17, 2.77
4.095, 0.67, 1.86
4.122, 0.43, 1.32
4.153, 0.83, 0.79
4.189, 1.96, 0.39
4.229, 3.84, 0.24
4.256, 5.99, 0.31
4.289, 6.86, 0.59
4.323, 7.75, 1.09
4.357, 8.52, 1.78
4.385, 9.13, 2.47
4.429, 9.50, 3.70
4.464, 9.64, 4.77
4.487, 9.62, 5.48
4.523, 9.59, 6.57
4.555, 9.71, 7.47
4.588, 9.82, 8.30
4.630, 9.90, 9.06
4.661, 9.84, 9.47
4.691, 9.64, 9.75
4.722, 9.29, 8.12
4.764, 8.80, 9.03
4.792, 8.10, 9.41
4.830, 7.12, 9.76
4.856, 5.56, 9.89
4.896, 2.84, 9.89
4.923, 1.69, 9.76
4.957, 1.53, 9.46
4.990, 1.44, 9.02
5.031, 1.33, 8.30
5.058, 0.81, 7.73
5.088, 0.48, 7.04
5.126, 0.79, 6.09
5.165, 1.96, 5.07
5.189, 3.93, 4.44
5.221, 5.84, 3.63
5.256, 6.67, 2.80
5.293, 7.49, 2.01
5.331, 8.28, 1.35
5.363, 8.91, 0.91
5.397, 9.25, 0.60
5.425, 9.45, 0.46
5.463, 9.52, 0.45
5.497, 9.56, 0.61
5.529, 9.57, 0.91
5.556, 9.66, 1.27
5.597, 9.82, 1.97
5.624, 9.91, 2.52
5.655, 9.88, 3.23
5.697, 9.73, 4.27
5.723, 9.47, 9.45
5.765, 9.09, 7.59
5.797, 8.55, 6.40
5.830, 7.75, 5.08
5.866, 6.44, 3.65
5.898, 4.29, 2.51
5.929, 1.69, 1.69
5.957, 1.58, 1.27
5.991, 1.50, 0.87
6.022, 1.50, 0.62
6.063, 1.18, 0.48
6.098, 0.56, 0.54
6.125, 0.45, 0.69
6.156, 1.12, 0.97
6.196, 2.65, 1.51
6.232, 5.01, 2.12
6.258, 6.22, 2.64
6.291, 7.06, 3.36
6.331, 7.95, 4.31
6.358, 8.79, 4.98
6.396, 9.34, 5.92
6.430, 9.66, 6.74
6.464, 9.74, 7.51
6.498, 9.79, 8.20
6.532, 9.81, 8.96
6.556, 9.84, 9.46
6.596, 9.89, 9.91
6.629, 9.87, 9.86
6.656, 9.73, 9.56
6.700, 9.43, 9.85
6.724, 9.02, 9.48
6.764, 8.43, 8.57
6.800, 7.58, 7.42
6.828, 6.29, 6.37
6.867, 4.02, 4.80
6.895, 1.89, 3.70
6.930, 1.71, 2.44
6.963, 1.59, 1.62
6.997, 1.55, 1.15
7.024, 1.43, 0.85
7.064, 1.28, 0.56
7.099, 0.96, 0.45
7.133, 0.44, 0.48
7.162, 0.30, 0.61
7.200, 0.66, 0.93
7.234, 1.55, 1.34
7.264, 2.93, 1.79
7.298, 4.72, 2.39
7.331, 6.85, 3.05
7.363, 8.26, 3.75
7.401, 9.08, 4.62
7.431, 9.62, 5.32
7.462, 9.84, 6.05
7.497, 9.94, 6.84
7.531, 9.93, 7.56
7.565, 9.86, 8.21
7.603, 9.73, 9.84
7.633, 9.47, 9.94
7.665, 9.09, 9.84
7.696, 8.52, 9.47
7.733, 7.82, 8.70
7.767, 7.03, 7.73
7.797, 5.89, 6.72
7.832, 4.17, 5.44
7.867, 1.79, 4.13
7.900, 1.58, 2.96
7.938, 1.46, 1.79
7.965, 1.45, 1.29
7.997, 1.32, 0.84
8.031, 1.27, 0.50
8.063, 1.11, 0.33
8.099, 0.81, 0.31
8.126, 0.36, 0.42
8.168, 0.24, 0.79
8.199, 0.49, 1.21
8.231, 1.11, 1.76
8.266, 2.09, 2.48
8.303, 3.31, 3.35
8.332, 4.69, 4.08
8.369, 5.99, 5.05
8.398, 7.19, 5.81
8.430, 8.36, 6.63
8.464, 9.45, 7.45
8.497, 9.71, 8.17
8.531, 9.65, 8.92
8.565, 9.75, 9.57
8.602, 9.87, 9.91
8.637, 9.82, 9.88
8.669, 9.52, 9.54
8.700, 8.96, 4.28
8.737, 8.13, 4.69
8.766, 7.10, 3.76
8.799, 5.54, 2.76
8.833, 3.13, 1.85
8.867, 2.18, 1.09
8.899, 1.96, 0.57
8.935, 1.74, 0.27
8.967, 1.52, 0.27
9.000, 1.39, 0.53
9.032, 1.15, 1.02
9.067, 0.71, 1.80
9.128, 0.37, 3.61
