経過時間_秒, Green, SinWave
0.004, 8.53, 9.04
0.056, 7.98, 7.37
0.073, 7.39, 6.69
0.108, 6.78, 5.19
0.131, 6.08, 4.18
0.161, 4.90, 2.95
0.209, 2.96, 1.48
0.237, 2.05, 0.98
0.260, 1.52, 0.69
0.296, 0.73, 0.49
0.328, 0.40, 0.57
0.359, 0.61, 0.88
0.395, 1.36, 1.50
0.440, 2.47, 2.61
0.475, 3.83, 3.66
0.495, 5.27, 4.31
0.529, 6.64, 5.45
0.565, 7.71, 6.63
0.606, 8.76, 7.84
0.639, 9.71, 8.73
0.663, 9.51, 9.30
0.697, 9.07, 9.75
0.732, 8.30, 10.03
0.763, 7.52, 9.25
0.796, 6.55, 8.38
0.833, 5.44, 7.02
0.864, 4.32, 5.70
0.899, 3.03, 4.14
0.935, 1.87, 2.65
0.969, 1.95, 1.56
0.995, 1.56, 1.05
1.033, 0.95, 0.56
1.065, 0.40, 0.40
1.099, 0.40, 0.49
1.132, 0.91, 0.83
1.168, 1.95, 1.47
1.198, 3.37, 2.19
1.231, 4.89, 3.12
1.272, 6.54, 4.43
1.304, 8.09, 5.49
1.333, 9.34, 6.44
1.367, 9.69, 7.47
1.396, 9.64, 8.25
1.434, 9.30, 9.23
1.476, 8.83, 8.48
1.507, 8.17, 9.54
1.533, 7.40, 9.14
1.567, 6.47, 8.31
1.597, 5.36, 7.33
1.632, 4.19, 6.00
1.669, 2.94, 4.50
1.710, 1.85, 2.91
1.730, 1.51, 2.22
1.767, 1.17, 1.25
1.801, 0.70, 0.67
1.830, 0.42, 0.42
1.871, 0.58, 0.48
1.904, 1.25, 0.86
1.940, 2.42, 1.60
1.964, 3.93, 2.24
2.003, 5.75, 3.49
2.054, 7.76, 5.32
2.076, 8.67, 6.11
2.097, 9.31, 6.84
2.136, 9.73, 8.05
2.163, 9.75, 8.77
2.202, 9.52, 9.50
2.233, 9.03, 9.72
2.271, 8.42, 8.33
2.303, 7.74, 8.25
2.336, 6.94, 7.16
2.368, 6.09, 5.95
2.402, 5.14, 4.60
2.434, 4.12, 3.36
2.467, 2.61, 2.22
2.502, 1.73, 1.27
2.535, 1.26, 0.67
2.566, 0.64, 0.42
2.612, 0.36, 0.61
2.638, 0.60, 1.02
2.670, 1.31, 1.78
2.708, 2.45, 2.98
2.737, 3.77, 4.04
2.763, 5.18, 5.05
2.798, 6.70, 6.40
2.832, 8.04, 7.61
2.867, 9.13, 8.65
2.906, 9.27, 9.45
2.935, 9.59, 9.73
2.964, 9.84, 9.74
3.010, 9.81, 9.17
3.035, 9.59, 8.59
3.077, 9.14, 10.64
3.105, 8.53, 9.15
3.131, 7.82, 8.47
3.177, 6.98, 6.86
3.202, 6.11, 5.85
3.234, 4.78, 4.50
3.266, 2.81, 3.21
3.298, 1.75, 2.06
3.332, 0.87, 1.21
3.373, 0.53, 0.58
3.405, 0.88, 0.35
3.436, 2.01, 0.37
3.467, 3.67, 0.61
3.505, 5.74, 1.22
3.537, 7.28, 1.95
3.567, 8.19, 2.78
3.611, 8.80, 4.19
3.652, 9.26, 5.58
3.668, 9.63, 6.12
3.711, 9.79, 7.49
3.734, 9.69, 8.13
3.777, 9.44, 9.23
3.816, 9.03, 10.00
3.840, 8.59, 9.82
3.877, 8.10, 9.73
3.900, 7.47, 9.41
3.941, 6.85, 8.38
3.968, 6.07, 7.45
4.003, 5.02, 6.05
4.037, 3.39, 4.61
4.071, 1.44, 3.22
4.105, 0.88, 2.01
4.144, 0.81, 1.20
4.185, 1.44, 0.68
4.201, 2.78, 0.57
4.237, 4.52, 0.53
4.279, 6.58, 0.83
4.309, 7.67, 1.26
4.336, 8.44, 1.79
4.367, 8.94, 2.53
4.404, 9.51, 3.57
4.438, 9.79, 4.62
4.477, 9.91, 5.85
4.516, 9.76, 7.04
4.547, 9.42, 7.89
4.583, 8.84, 9.60
4.610, 8.12, 8.02
4.637, 7.27, 6.87
4.678, 6.47, 4.94
4.714, 5.65, 3.29
4.747, 4.47, 2.07
4.770, 3.15, 1.59
4.802, 1.27, 1.11
4.847, 0.83, 0.81
4.878, 0.33, 0.87
4.899, 0.40, 1.04
4.937, 1.06, 1.60
4.978, 2.37, 2.51
5.020, 4.25, 3.69
5.048, 6.35, 4.57
5.077, 7.45, 5.52
5.106, 8.17, 6.46
5.146, 8.72, 7.66
5.178, 9.18, 8.50
5.211, 9.57, 9.41
5.237, 9.81, 9.83
5.277, 9.92, 9.82
5.313, 9.89, 9.15
5.344, 9.75, 8.13
5.379, 9.53, 9.34
5.403, 9.17, 8.72
5.438, 8.71, 7.47
5.479, 8.15, 5.70
5.511, 7.48, 4.25
5.546, 6.45, 2.76
5.585, 4.95, 1.49
5.613, 2.66, 0.93
5.645, 0.84, 0.51
5.670, 1.08, 0.35
5.716, 2.32, 0.46
5.739, 4.47, 0.71
5.770, 5.73, 1.24
5.810, 6.57, 2.20
5.847, 7.61, 3.31
5.880, 8.30, 4.41
5.904, 8.70, 5.25
5.943, 9.18, 6.58
5.979, 9.62, 7.71
6.012, 9.77, 8.62
6.044, 9.61, 9.46
6.077, 9.26, 9.92
6.112, 8.76, 10.17
6.141, 8.18, 9.77
6.187, 7.55, 9.17
6.214, 6.92, 8.34
6.244, 6.36, 7.22
6.277, 5.55, 5.72
6.305, 4.48, 4.41
6.354, 3.00, 2.36
6.381, 0.73, 1.76
6.413, 0.37, 1.29
6.445, 0.49, 0.97
6.482, 1.25, 0.83
6.513, 2.61, 0.90
6.554, 4.44, 1.25
6.581, 6.47, 1.62
6.613, 7.62, 2.20
6.647, 8.49, 2.96
6.688, 9.16, 4.01
6.711, 9.64, 4.64
6.753, 9.67, 5.82
6.775, 9.36, 6.43
6.806, 8.73, 7.24
6.847, 8.01, 9.00
6.878, 7.23, 8.15
6.911, 6.42, 6.61
6.943, 5.64, 4.89
6.978, 4.82, 3.04
7.022, 3.91, 1.42
7.052, 2.56, 0.90
7.076, 1.72, 0.61
7.110, 1.23, 0.39
7.146, 0.68, 0.42
7.178, 0.27, 0.67
7.211, 0.33, 1.15
7.237, 0.84, 1.66
7.279, 1.77, 2.69
7.311, 3.02, 3.61
7.354, 4.43, 4.93
7.388, 6.01, 5.99
7.419, 7.67, 6.91
7.443, 8.92, 7.58
7.479, 9.51, 8.52
7.512, 9.79, 9.42
7.548, 9.77, 9.66
7.587, 9.54, 8.99
7.622, 9.16, 7.36
7.645, 8.64, 7.79
7.679, 8.03, 6.28
7.714, 7.25, 4.56
7.747, 6.37, 2.99
7.779, 5.36, 1.70
7.811, 4.12, 0.99
7.849, 2.06, 0.45
7.885, 1.50, 0.26
7.916, 0.69, 0.36
7.947, 0.34, 0.69
7.983, 0.49, 1.35
8.018, 1.19, 2.24
8.051, 2.21, 3.24
8.088, 3.54, 4.48
8.112, 4.83, 5.31
8.146, 6.05, 6.47
8.186, 7.27, 7.71
8.224, 8.01, 8.80
8.245, 8.77, 9.35
8.281, 9.51, 9.80
8.327, 9.01, 9.42
8.355, 8.34, 8.70
8.383, 7.41, 8.93
8.414, 6.40, 9.12
8.450, 5.27, 8.23
8.487, 4.00, 6.92
8.517, 2.67, 5.67
8.556, 2.13, 3.98
8.582, 1.94, 2.91
8.611, 1.60, 1.86
8.654, 1.10, 0.94
8.680, 0.54, 0.59
8.715, 0.44, 0.35
8.757, 0.88, 0.44
8.789, 1.93, 0.77
8.818, 3.40, 1.26
8.858, 5.14, 2.19
8.882, 6.93, 2.86
8.913, 8.43, 3.81
8.948, 8.96, 4.94
8.982, 9.51, 6.05
9.024, 9.78, 7.31
9.047, 9.76, 7.93
9.083, 9.49, 8.87
9.117, 9.03, 9.35
9.157, 8.38, 9.49
9.179, 7.61, 9.04
9.220, 6.67, 7.74
9.251, 5.68, 6.48
9.283, 4.68, 5.05
9.325, 3.58, 3.21
9.349, 2.26, 2.28
9.385, 0.42, 1.32
9.421, 0.30, 0.73
9.453, 0.60, 0.46
9.483, 1.25, 0.43
9.534, 2.17, 0.88
9.563, 3.08, 1.39
9.580, 3.93, 1.77
9.615, 4.47, 2.71
9.649, 4.78, 3.76
9.694, 4.78, 5.27
9.716, 4.48, 6.01
9.748, 3.97, 7.04
9.783, 3.22, 9.47
9.819, 2.69, 9.80
9.854, 2.30, 9.70
9.889, 2.11, 9.09
9.925, 2.11, 8.02
9.952, 1.66, 6.98
9.987, 0.99, 5.47
10.028, 0.39, 3.65
10.049, 0.44, 2.78
10.084, 1.03, 1.58
10.117, 2.16, 0.86
10.155, 3.76, 0.39
10.183, 5.38, 0.31
10.223, 6.86, 0.58
10.255, 8.12, 1.11
10.284, 9.07, 1.81
10.321, 9.55, 2.94
10.351, 9.75, 3.99
10.394, 9.68, 5.58
10.422, 9.28, 6.60
10.452, 8.56, 3.86
10.487, 7.66, 8.93
10.516, 6.60, 7.97
10.560, 5.42, 6.06
10.590, 4.25, 4.61
10.623, 3.10, 3.08
10.655, 2.15, 1.81
10.704, 0.45, 0.69
10.727, 0.39, 0.44
10.753, 1.06, 0.38
10.793, 2.27, 0.74
10.839, 3.96, 1.81
10.855, 5.73, 2.31
10.895, 7.32, 3.78
10.917, 8.48, 4.66
10.954, 9.07, 6.17
10.983, 9.72, 7.27
11.023, 9.61, 8.59
11.053, 9.09, 9.37
11.088, 8.23, 18.22
11.121, 7.00, 9.33
11.155, 5.62, 8.13
11.199, 3.92, 5.78
11.228, 2.60, 4.06
11.256, 2.30, 2.53
11.290, 1.89, 1.34
11.328, 1.64, 0.69
11.350, 1.41, 0.46
11.391, 0.93, 0.37
11.431, 0.53, 0.70
11.464, 0.48, 1.26
11.484, 0.87, 1.71
11.528, 1.67, 2.95
11.561, 2.66, 4.03
11.587, 3.76, 4.92
11.621, 4.75, 6.13
11.654, 5.80, 7.18
11.695, 6.54, 8.33
11.730, 7.33, 9.44
11.756, 8.33, 9.73
11.803, 9.38, 8.99
11.829, 9.13, 7.90
11.853, 8.52, 6.71
11.889, 7.72, 4.33
11.929, 6.72, 1.30
11.954, 5.52, 0.83
11.986, 4.19, 0.51
12.022, 2.78, 0.56
12.054, 2.06, 0.97
12.088, 1.72, 1.74
12.132, 0.87, 3.14
12.158, 0.50, 4.11
12.203, 0.68, 5.85
12.236, 1.45, 7.05
12.269, 2.79, 8.08
12.288, 4.43, 8.68
12.321, 6.07, 9.30
12.363, 7.62, 9.21
12.388, 8.91, 8.69
12.428, 9.45, 7.27
12.470, 9.64, 5.27
12.502, 9.55, 3.67
12.531, 9.27, 2.36
12.564, 8.85, 5.11
12.595, 8.39, 8.77
12.630, 7.82, 9.39
12.660, 7.06, 9.62
12.697, 6.17, 9.53
12.716, 5.20, 9.31
12.756, 4.11, 8.52
12.788, 2.54, 7.60
12.830, 1.50, 6.14
12.863, 0.80, 4.89
12.898, 0.36, 3.57
12.928, 0.43, 2.55
12.970, 1.06, 1.42
12.990, 2.31, 1.05
13.029, 3.99, 0.58
13.055, 5.86, 0.47
13.090, 7.54, 0.59
13.131, 8.15, 1.11
13.163, 8.70, 1.76
13.193, 9.42, 2.55
13.230, 9.82, 3.69
13.270, 9.92, 5.02
13.296, 9.78, 5.90
13.329, 9.49, 6.97
13.357, 9.01, 6.57
13.386, 8.47, 2.99
13.422, 7.86, 1.55
13.463, 7.26, 0.74
13.496, 6.60, 0.41
13.537, 5.74, 0.44
13.569, 4.64, 0.79
13.603, 3.14, 1.45
13.630, 0.69, 2.16
13.655, 1.07, 2.94
13.692, 2.37, 4.23
13.723, 4.48, 5.38
13.763, 6.03, 6.83
13.797, 7.01, 7.94
13.832, 7.81, 9.03
13.871, 8.64, 9.85
13.897, 9.05, 9.87
13.922, 9.59, 9.49
13.963, 9.77, 8.10
13.995, 9.76, 6.54
14.036, 9.41, 4.30
14.065, 8.89, 10.59
14.098, 8.29, 9.70
14.130, 7.53, 9.81
14.166, 6.76, 9.45
14.191, 5.94, 8.91
14.231, 5.03, 7.66
14.265, 3.71, 6.32
14.302, 1.98, 4.75
14.338, 1.51, 3.27
14.364, 0.93, 2.34
14.397, 0.45, 1.56
14.429, 0.61, 1.06
14.470, 1.31, 0.73
14.500, 2.59, 0.70
14.539, 4.29, 0.96
14.564, 6.09, 1.28
14.596, 7.90, 1.87
14.637, 8.71, 2.85
14.670, 9.13, 3.78
14.705, 9.50, 4.85
14.729, 9.70, 5.60
14.763, 9.69, 6.64
14.798, 9.47, 7.63
14.832, 9.02, 7.65
14.864, 8.48, 5.70
14.896, 7.90, 4.00
14.930, 7.27, 2.36
14.963, 6.72, 1.38
15.005, 6.19, 0.71
15.032, 5.45, 0.49
15.066, 4.15, 0.46
15.104, 2.07, 0.76
15.131, 1.03, 1.17
15.165, 0.47, 1.89
15.200, 0.50, 2.84
15.230, 1.19, 3.76
15.269, 2.55, 5.05
15.298, 4.41, 6.02
15.334, 6.38, 7.16
15.363, 7.87, 7.97
15.395, 8.58, 8.92
15.433, 9.08, 9.65
15.471, 9.58, 9.50
15.506, 9.77, 8.65
15.539, 9.65, 7.31
15.566, 9.28, 5.96
15.598, 8.72, 9.45
15.634, 8.05, 9.07
15.664, 7.26, 8.20
15.709, 6.39, 6.46
15.741, 5.50, 5.07
15.768, 4.49, 3.89
15.798, 3.20, 2.68
15.834, 1.81, 1.57
15.866, 1.67, 0.97
15.901, 1.29, 0.57
15.928, 0.65, 0.46
15.965, 0.37, 0.60
15.997, 0.57, 0.98
16.031, 1.14, 1.63
16.078, 2.04, 2.87
16.096, 3.06, 3.42
16.133, 4.09, 4.63
16.167, 5.15, 5.78
16.198, 6.13, 6.79
16.231, 7.09, 7.78
16.271, 7.91, 8.87
16.296, 8.76, 9.43
16.332, 8.84, 9.81
16.370, 7.89, 9.63
16.407, 6.67, 8.91
16.432, 5.26, 8.27
16.469, 3.74, 6.07
16.513, 2.22, 4.34
16.531, 1.90, 3.63
16.571, 1.79, 2.18
16.604, 1.63, 1.31
16.644, 1.16, 0.68
16.667, 0.52, 0.47
16.702, 0.22, 0.36
16.737, 0.29, 0.54
16.765, 0.74, 0.87
16.798, 1.40, 1.45
16.833, 2.12, 2.28
16.867, 2.74, 3.22
16.909, 3.32, 4.50
16.939, 3.64, 5.42
16.979, 3.81, 6.59
17.011, 4.07, 7.41
17.030, 4.28, 7.88
17.066, 4.12, 8.61
17.100, 3.50, 8.88
17.135, 3.02, 4.04
17.169, 2.69, 8.10
17.199, 2.07, 8.60
17.232, 2.11, 8.84
17.268, 2.00, 8.73
17.311, 1.54, 8.08
17.336, 0.79, 7.47
17.367, 0.31, 6.54
17.407, 0.19, 5.15
17.441, 0.54, 3.90
17.467, 1.21, 2.98
17.504, 1.98, 1.80
17.538, 2.83, 1.05
17.572, 3.44, 0.55
17.610, 3.88, 0.25
17.633, 4.08, 0.20
17.672, 4.18, 0.35
17.706, 4.29, 0.72
17.732, 4.45, 1.14
17.769, 4.22, 1.91
17.807, 3.66, 2.87
17.841, 3.22, -0.84
17.871, 2.50, 3.90
17.902, 2.20, 3.29
17.937, 2.24, 2.46
17.972, 1.37, 1.61
17.996, 1.01, 1.08
18.034, 1.49, 0.58
18.080, 2.92, 0.27
18.105, 4.87, 0.20
18.148, 6.46, 0.23
18.180, 7.29, 0.39
18.207, 8.13, 0.61
18.246, 8.85, 1.03
18.268, 9.34, 1.32
18.301, 9.69, 1.80
18.337, 9.75, 2.35
18.372, 9.81, 2.88
18.400, 9.70, 3.29
18.439, 9.43, 3.78
18.469, 9.03, 4.34
18.508, 8.57, 9.80
18.541, 8.07, 9.59
18.574, 7.55, 8.78
18.613, 6.92, 7.22
18.635, 6.43, 6.16
18.670, 5.99, 4.40
18.705, 6.20, 2.79
18.743, 6.18, 1.78
18.772, 5.66, 1.33
18.804, 6.31, 1.05
18.842, 7.19, 1.02
18.882, 7.99, 1.35
18.903, 8.50, 1.66
18.937, 8.93, 2.34
18.973, 9.43, 3.27
19.014, 9.79, 4.50
19.039, 9.92, 5.29
19.073, 9.94, 6.37
19.105, 9.87, 7.34
19.146, 9.77, 8.42
19.174, 9.65, 19.60
19.210, 9.44, 5.90
19.247, 9.20, 5.72
19.280, 8.76, 5.66
19.314, 8.22, 5.71
19.347, 7.64, 5.86
19.373, 7.21, 6.04
19.403, 7.18, 6.32
19.437, 6.29, 6.71
19.481, 5.69, 7.29
19.521, 6.42, 7.86
19.546, 7.50, 8.21
19.573, 8.40, 8.58
19.605, 8.99, 8.99
19.637, 9.31, 9.38
19.672, 9.68, 9.94
19.713, 9.84, 9.34
19.747, 9.92, 8.05
19.781, 9.82, 6.66
19.805, 9.62, 6.16
19.847, 9.34, 9.60
19.880, 8.88, 9.86
19.904, 8.35, 9.66
19.946, 7.74, 9.05
19.979, 7.04, 8.41
20.013, 6.17, 7.68
20.047, 5.04, 6.96
20.073, 3.87, 6.47
20.113, 1.74, 6.00
20.139, 3.07, 5.81
20.181, 5.47, 5.69
20.216, 6.49, 5.75
20.248, 7.56, 5.95
20.275, 8.37, 6.21
20.306, 8.88, 6.60
20.348, 9.27, 7.23
20.380, 9.51, 7.75
20.417, 9.77, 8.36
20.447, 9.82, 8.82
20.479, 9.61, 9.26
20.514, 9.11, 9.70
20.541, 8.37, 9.88
20.581, 7.36, 8.56
20.604, 6.25, 7.79
20.654, 5.10, 5.82
20.677, 3.88, 4.88
20.713, 2.00, 3.52
20.749, 1.26, 2.54
20.772, 0.62, 2.13
20.815, 0.44, 1.75
20.847, 0.84, 1.83
20.889, 1.83, 2.38
20.920, 3.29, 3.07
20.940, 5.00, 3.63
20.981, 6.66, 4.94
21.012, 8.01, 6.01
21.046, 9.02, 7.17
21.079, 9.65, 8.18
21.108, 9.77, 8.96
21.147, 9.54, 9.69
21.191, 9.07, 9.77
21.220, 8.42, 10.42
21.250, 7.63, 9.06
