経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.019, 4.4870, 57.4713, -0.1646, -0.8229, 8.7841, 4.1469, 126.52, 97.39
10.603, 4.9809, 56.0224, -0.8641, -0.3292, 6.4868, 2.9066, 127.46, 97.46
11.568, 5.1275, 58.0271, -0.6574, -0.2958, 6.5816, 2.9066, 127.46, 97.46
14.746, 5.0979, 54.6448, -1.1627, -0.3078, 6.5626, 2.9066, 127.46, 97.46
17.886, 4.3500, 100.3344, -0.6889, -0.3280, 7.1739, 3.4396, 127.10, 97.36
18.820, 3.2636, 38.2897, -0.6464, -0.7485, 6.2138, 3.4396, 127.10, 97.36
19.822, 4.9005, 61.6016, -0.7059, -0.3176, 7.6143, 3.4396, 127.10, 97.36
20.860, 4.6815, 64.5161, -0.7246, -0.3293, 7.4423, 3.4396, 127.10, 97.36
21.829, 4.9532, 59.6421, -0.6358, -0.2861, 7.6552, 3.4396, 127.10, 97.36
22.829, 5.0560, 57.7478, -0.5455, -0.3058, 7.7342, 3.4396, 127.10, 97.36
23.864, 4.9260, 61.9195, -0.7260, -0.3300, 7.6342, 3.4396, 127.10, 97.36
24.937, 4.7559, 59.9401, -0.7645, -0.2867, 7.5011, 3.4396, 127.10, 97.36
25.934, 5.0507, 58.2524, -0.6459, -0.6766, 7.7301, 3.4396, 127.10, 97.36
27.067, 4.6443, 59.1716, -0.7944, -0.2979, 7.4126, 3.4396, 127.10, 97.36
28.073, 4.2929, 80.8625, -0.6413, -0.8746, 7.3755, 3.5597, 123.59, 102.00
29.046, 4.2929, 80.8625, -0.6882, -0.8193, 7.3755, 3.5597, 123.59, 102.00
30.080, 5.1940, 56.7644, -0.7130, -0.8488, 8.1128, 3.5597, 123.59, 102.00
35.055, 4.6631, 64.1711, -0.6064, -0.2872, 8.6895, 4.0240, 126.79, 97.48
43.343, 4.7215, 56.2852, -0.6902, -0.5176, 8.7570, 4.0301, 125.73, 99.32
51.225, 5.1645, 60.1805, -0.8319, -0.3169, 10.5731, 4.6525, 125.66, 97.53
54.306, 4.9034, 60.0601, -0.7152, -0.3746, 9.7299, 4.3940, 126.54, 97.56
55.276, 5.1619, 54.3478, -0.7159, -0.2727, 10.5809, 4.6571, 126.19, 97.97
56.277, 4.9240, 61.9195, -0.7137, -0.2709, 9.7667, 4.4013, 126.85, 97.07
57.210, 4.6190, 62.3053, -0.6254, -0.2967, 9.4235, 4.3847, 126.93, 97.02
58.911, 4.7201, 64.4468, -0.5665, -0.2833, 9.0980, 4.1877, 127.54, 97.54
