経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.005, 4.6131, 59.5238, -0.7112, -0.3556, 9.2476, 4.3056, 120.92, 82.25
0.149, 4.6131, 59.5238, -0.7112, -0.3556, 9.2476, 4.3056, 120.92, 82.25
1.044, 4.9367, 59.9401, -0.6812, -0.3406, 10.1596, 4.5726, 122.36, 83.12
1.944, 4.9914, 69.0449, -0.6637, -0.3318, 9.7627, 4.3697, 122.41, 83.19
3.783, 4.4793, 66.5927, -0.5860, -0.3296, 8.0649, 3.8106, 119.34, 81.40
4.686, 4.7990, 63.0915, -0.5506, -0.5506, 9.8793, 4.5097, 121.63, 82.76
5.561, 4.6448, 67.8733, -0.6220, -0.2927, 8.8080, 4.0869, 120.15, 81.84
8.126, 4.8690, 59.8802, -0.5280, -0.2640, 9.7443, 4.4160, 122.40, 83.20
9.034, 4.2032, 85.9599, -0.6456, -0.3418, 9.0536, 4.4160, 122.40, 83.20
10.906, 4.5225, 66.2983, -0.6913, -0.3638, 8.3610, 3.9316, 119.65, 81.57
12.812, 4.8920, 64.1026, -0.6764, -0.3560, 9.4131, 4.2559, 121.27, 82.58
18.083, 4.8274, 89.2857, -0.4554, -0.5605, 4.3355, 1.9732, 107.98, 74.76
35.557, 4.1678, 64.8649, -0.7362, -0.3898, 8.5659, 4.1958, 118.59, 80.82
36.393, 4.7905, 69.0449, -0.6090, -0.3426, 8.8988, 4.0658, 121.44, 82.55
37.266, 4.4753, 69.1244, -0.6711, -0.3553, 8.2823, 3.9151, 120.81, 82.17
38.132, 4.2024, 71.6846, -0.6804, -0.3402, 7.1196, 3.4730, 118.60, 80.89
39.039, 4.4395, 69.2042, -0.6090, -0.3045, 8.1193, 3.8535, 119.82, 81.62
39.871, 4.4497, 68.8863, -0.5828, -0.5828, 8.6138, 4.0835, 119.91, 81.72
40.837, 4.2749, 66.7408, -0.6735, -0.6339, 7.6209, 3.6859, 118.80, 80.96
41.703, 4.0644, 71.8563, -0.3416, -0.5807, 6.8515, 3.3985, 114.00, 78.20
42.651, 4.0425, 52.7241, -0.5335, -0.4192, 6.8330, 3.3985, 114.00, 78.20
43.511, 4.3239, 85.8369, -0.5924, -0.4879, 6.9534, 3.3439, 118.33, 80.85
44.478, 3.8012, 63.9659, -0.7291, -0.3453, 6.5195, 3.3439, 118.33, 80.85
45.384, 4.3141, 68.8073, -0.6484, -0.3413, 7.2957, 3.5126, 117.37, 80.30
47.158, 4.4972, 65.5738, -0.6185, -0.4730, 8.4213, 3.9711, 119.74, 81.70
48.923, 4.4760, 71.5137, -0.7088, -0.3150, 8.1029, 3.8300, 119.59, 81.52
