経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.065, 3.5556, 78.0234, -0.5395, -0.4046, 5.9105, 3.1345, 129.04, 98.30
0.388, 3.5556, 78.0234, -0.6294, -0.4046, 5.9105, 3.1345, 129.04, 98.30
2.023, 4.2359, 74.2574, -0.5782, -0.3717, 7.7858, 3.7829, 128.06, 97.53
2.829, 4.5903, 71.5990, -0.6180, -0.4120, 9.4474, 4.4095, 127.91, 97.73
5.272, 4.5079, 71.8563, -0.5323, -0.4504, 8.1738, 3.8498, 128.03, 98.02
6.003, 4.8807, 71.4286, -0.5571, -0.4286, 9.8113, 4.4410, 127.64, 98.48
6.834, 4.4486, 78.6370, -0.6762, -0.4057, 7.6384, 3.6215, 128.37, 98.10
8.408, 4.7686, 71.7703, -0.4373, -0.4771, 9.3485, 4.2810, 127.66, 97.96
9.247, 4.5796, 68.7285, -0.6572, -0.4694, 8.4397, 3.9437, 128.54, 98.64
10.047, 3.7997, 86.0832, -0.5119, -0.4332, 6.5030, 3.3361, 127.93, 98.29
10.785, 4.3128, 71.5990, -0.4950, -0.4538, 7.8360, 3.7733, 128.33, 98.24
11.582, 4.1458, 75.0939, -0.6260, -0.4472, 7.1444, 3.5088, 128.68, 98.33
12.415, 4.2619, 81.7439, -0.6211, -0.4141, 7.3973, 3.5832, 127.92, 98.20
13.184, 4.5921, 74.4417, -0.5546, -0.3962, 8.5050, 3.9689, 127.63, 98.05
14.018, 4.7360, 72.5514, -0.6429, -0.3857, 9.0493, 4.1583, 127.97, 97.97
14.766, 4.6413, 77.4194, -0.5546, -0.3962, 8.6803, 4.0292, 127.59, 97.81
15.624, 4.7970, 72.0288, -0.6176, -0.3529, 9.2240, 4.2114, 127.96, 97.96
16.399, 4.5758, 81.8554, -0.5378, -0.3842, 8.4346, 3.9431, 127.90, 97.55
18.031, 4.5450, 78.5340, -0.5116, -0.4690, 8.3275, 3.9061, 127.59, 97.71
18.865, 4.8532, 66.9643, -0.6762, -0.4508, 10.1301, 4.5983, 127.68, 98.63
19.634, 4.3973, 81.9672, -0.5546, -0.3962, 7.7426, 3.6923, 127.47, 98.25
20.503, 4.7575, 71.1744, -0.6866, -0.3862, 9.2006, 4.2182, 127.95, 97.96
22.115, 4.4445, 69.0449, -0.4552, -0.4172, 7.9935, 3.7916, 128.10, 97.80
22.874, 4.9917, 68.8863, -0.5782, -0.4447, 9.8594, 4.4129, 128.12, 98.29
23.649, 3.7562, 81.8554, -0.5652, -0.4348, 6.1918, 3.1948, 128.62, 98.10
24.445, 4.4067, 78.1250, -0.6395, -0.3837, 7.8323, 3.7311, 128.18, 98.17
25.177, 4.7089, 78.2269, -0.5804, -0.3731, 9.1342, 4.2093, 127.63, 97.77
25.968, 4.6507, 74.9064, -0.6303, -0.3602, 8.7101, 4.0389, 128.22, 97.67
26.685, 4.4644, 80.8625, -0.5064, -0.3798, 8.3373, 3.9459, 128.10, 97.50
28.088, 4.5618, 83.1025, -0.5462, -0.4097, 7.9663, 3.7298, 128.47, 98.38
29.501, 3.8158, 81.0811, -0.5367, -0.4035, 6.4823, 3.3185, 129.09, 98.17
30.270, 3.7933, 90.4977, -0.5758, -0.4430, 6.3911, 3.2815, 129.11, 97.74
30.995, 4.3287, 81.1908, -0.5579, -0.4291, 7.5753, 3.6410, 128.26, 98.18
31.760, 4.5646, 78.5340, -0.5909, -0.4091, 8.2288, 3.8516, 128.30, 98.10
32.526, 4.3185, 80.6452, -0.6047, -0.4319, 7.8047, 3.7557, 128.32, 97.88
33.268, 4.6879, 79.0514, -0.5593, -0.3872, 8.9963, 4.1551, 127.74, 98.16
34.035, 4.7086, 77.5194, -0.6235, -0.4008, 8.9273, 4.1141, 128.23, 97.81
34.872, 4.5085, 82.5309, -0.6445, -0.3867, 8.1028, 3.8161, 128.05, 97.83
35.570, 4.6571, 77.7202, -0.4737, -0.3947, 8.8857, 4.1175, 127.60, 97.80
36.377, 4.7202, 71.7703, -0.7082, -0.4249, 9.0115, 4.1478, 128.59, 97.95
37.173, 4.5276, 85.8369, -0.6141, -0.3685, 8.0250, 3.7715, 127.46, 97.99
37.911, 4.6823, 74.5342, -0.5797, -0.3726, 8.7925, 4.0633, 127.90, 97.66
38.741, 4.5651, 74.7198, -0.6716, -0.3582, 8.5595, 4.0061, 128.26, 97.65
39.546, 4.5760, 81.5217, -0.5566, -0.3976, 8.4962, 3.9717, 127.72, 97.51
40.286, 4.6823, 72.0288, -0.5317, -0.4099, 8.9507, 4.1364, 127.93, 97.99
41.080, 4.6983, 75.2823, -0.6689, -0.4014, 8.6618, 3.9961, 128.21, 98.05
42.687, 4.5366, 74.1656, -0.4981, -0.4151, 8.5828, 4.0296, 127.74, 97.62
43.453, 3.9714, 69.0449, -0.6294, -0.4496, 7.2356, 3.6308, 128.91, 97.96
44.229, 4.2250, 81.8554, -0.6010, -0.3872, 7.9631, 3.8741, 127.87, 98.20
44.998, 4.0010, 78.1250, -0.5103, -0.3827, 7.0902, 3.5447, 128.52, 97.65
45.762, 4.4606, 78.7402, -0.5156, -0.4727, 8.4915, 4.0206, 128.54, 97.80
46.531, 4.6143, 77.9221, -0.5183, -0.4751, 8.5218, 3.9671, 128.07, 98.58
47.263, 4.5303, 77.7202, -0.5150, -0.4720, 8.2578, 3.8797, 128.11, 98.58
48.071, 4.3787, 77.9221, -0.5402, -0.4502, 7.4788, 3.5741, 128.46, 98.48
48.831, 4.5047, 81.1908, -0.5316, -0.4089, 7.9181, 3.7307, 128.15, 98.35
49.607, 4.6175, 75.0000, -0.6079, -0.4342, 8.2865, 3.8562, 128.33, 98.02
50.375, 4.6196, 78.2269, -0.5941, -0.3814, 8.3065, 3.8647, 127.82, 98.17
51.176, 4.6224, 76.7263, -0.6008, -0.3862, 8.7930, 4.0898, 128.03, 97.75
51.979, 4.6092, 79.8935, -0.5775, -0.4125, 8.3350, 3.8823, 128.01, 97.79
