経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.065, 0.56, 734.00, 752.37, 7.95, 79.75
0.099, 0.61, 734.00, 752.37, 7.95, 79.75
0.132, 1.16, 734.00, 752.37, 7.95, 79.75
0.160, 2.15, 734.00, 752.37, 7.95, 79.75
0.193, 3.37, 734.00, 752.37, 7.95, 79.75
0.228, 4.82, 734.00, 752.37, 7.95, 79.75
0.255, 6.20, 734.00, 752.37, 7.95, 79.75
0.293, 7.50, 734.00, 752.37, 7.95, 79.75
0.328, 8.50, 734.00, 752.37, 7.95, 79.75
0.361, 9.38, 734.00, 752.37, 7.95, 79.75
0.388, 9.27, 799.00, 775.69, 8.05, 77.35
0.434, 8.57, 799.00, 775.69, 8.05, 77.35
0.462, 7.67, 799.00, 775.69, 8.05, 77.35
0.486, 6.59, 799.00, 775.69, 8.05, 77.35
0.523, 5.39, 799.00, 775.69, 8.05, 77.35
0.555, 4.13, 799.00, 775.69, 8.05, 77.35
0.588, 2.85, 799.00, 775.69, 8.05, 77.35
0.623, 1.77, 799.00, 775.69, 8.05, 77.35
0.674, 1.58, 799.00, 775.69, 8.05, 77.35
0.696, 1.40, 799.00, 775.69, 8.05, 77.35
0.728, 1.22, 799.00, 775.69, 8.05, 77.35
0.757, 1.13, 799.00, 775.69, 8.05, 77.35
0.788, 1.06, 799.00, 775.69, 8.05, 77.35
0.828, 0.79, 799.00, 775.69, 8.05, 77.35
0.858, 0.41, 799.00, 775.69, 8.05, 77.35
0.897, 0.37, 799.00, 775.69, 8.05, 77.35
0.923, 0.73, 799.00, 775.69, 8.05, 77.35
0.962, 1.48, 799.00, 775.69, 8.05, 77.35
0.997, 2.56, 799.00, 775.69, 8.05, 77.35
1.030, 3.89, 799.00, 775.69, 8.05, 77.35
1.055, 5.45, 799.00, 775.69, 8.05, 77.35
1.090, 6.99, 799.00, 775.69, 8.05, 77.35
1.121, 8.53, 799.00, 775.69, 8.05, 77.35
1.158, 9.79, 799.00, 775.69, 8.05, 77.35
1.188, 9.86, 799.00, 775.69, 8.05, 77.35
