経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.003, 0.74, 598.00, 603.93, 46.22, 99.35
0.081, 0.74, 598.00, 603.93, 46.22, 99.35
0.104, 0.58, 598.00, 603.93, 46.22, 99.35
0.143, 0.41, 598.00, 603.93, 46.22, 99.35
0.178, 0.79, 598.00, 603.93, 46.22, 99.35
0.208, 1.90, 598.00, 603.93, 46.22, 99.35
0.243, 3.83, 598.00, 603.93, 46.22, 99.35
0.276, 6.28, 598.00, 603.93, 46.22, 99.35
0.311, 7.15, 598.00, 603.93, 46.22, 99.35
0.342, 8.18, 598.00, 603.93, 46.22, 99.35
0.369, 9.16, 598.00, 603.93, 46.22, 99.35
0.412, 9.56, 598.00, 603.93, 46.22, 99.35
0.440, 9.39, 598.00, 603.93, 46.07, 99.35
0.471, 8.95, 598.00, 603.93, 46.07, 99.35
0.509, 8.47, 598.00, 603.93, 46.07, 99.35
0.538, 8.01, 598.00, 603.93, 46.07, 99.35
0.573, 7.65, 598.00, 603.93, 46.07, 99.35
0.608, 7.28, 598.00, 603.93, 46.07, 99.35
0.638, 6.87, 598.00, 603.93, 46.07, 99.35
0.682, 6.41, 598.00, 603.93, 46.07, 99.35
0.707, 5.85, 598.00, 603.93, 46.07, 99.35
0.747, 5.27, 598.00, 603.93, 46.07, 99.35
0.776, 4.41, 598.00, 603.93, 46.07, 99.35
0.805, 2.74, 598.00, 603.93, 46.07, 99.35
0.848, 0.99, 598.00, 603.93, 46.07, 99.35
0.881, 0.95, 598.00, 603.93, 46.07, 99.35
0.910, 0.87, 598.00, 603.93, 46.07, 99.35
0.937, 0.92, 598.00, 603.93, 46.07, 99.35
0.970, 0.97, 598.00, 603.93, 46.07, 99.35
1.006, 0.93, 598.00, 603.93, 46.07, 99.35
1.049, 0.90, 598.00, 603.93, 46.07, 99.35
1.077, 0.88, 598.00, 603.93, 46.07, 99.35
1.112, 0.65, 598.00, 603.93, 46.07, 99.35
1.140, 0.46, 598.00, 603.93, 46.07, 99.35
