経過時間_秒, Green, SinWave
0.005, 8.63, 9.15
0.065, 9.38, 7.23
0.105, 9.60, 5.57
0.119, 9.77, 4.96
0.146, 9.85, 3.81
0.177, 9.83, 2.59
0.207, 9.79, 1.67
0.243, 9.73, 9.58
0.278, 9.45, 8.70
0.308, 8.92, 8.00
0.345, 8.28, 6.99
0.376, 7.52, 6.06
0.413, 6.82, 4.89
0.446, 5.71, 3.87
0.482, 4.20, 2.83
0.511, 1.62, 2.08
0.539, 1.27, 1.42
0.579, 1.11, 0.73
0.608, 0.63, 0.50
0.641, 0.56, 0.53
0.679, 1.37, 0.93
0.713, 3.01, 1.61
0.737, 5.29, 2.25
0.780, 6.51, 3.62
0.813, 7.41, 4.80
0.845, 8.30, 5.97
0.879, 9.20, 7.16
0.908, 9.69, 8.06
0.938, 9.78, 8.80
0.978, 9.81, 9.47
1.014, 9.73, 9.80
1.047, 9.51, 9.88
1.078, 9.05, 8.91
1.115, 8.45, 9.56
1.146, 7.66, 9.80
1.181, 6.76, 9.85
1.214, 5.88, 9.70
1.246, 5.01, 9.37
1.281, 3.90, 8.82
1.308, 1.78, 8.28
1.346, 1.21, 7.37
1.381, 0.92, 6.42
1.406, 0.93, 5.71
1.447, 0.76, 4.52
1.483, 0.56, 3.50
1.514, 0.80, 2.70
1.540, 1.62, 2.10
1.579, 3.02, 1.28
1.616, 4.91, 0.76
1.642, 6.95, 0.58
1.680, 8.18, 0.61
1.715, 9.16, 0.94
1.745, 9.73, 1.44
1.779, 9.80, 2.23
1.816, 9.56, 3.28
1.847, 9.16, 4.27
1.882, 8.69, 9.75
1.915, 8.21, 9.67
1.947, 7.63, 9.19
1.982, 6.91, 8.32
2.014, 6.04, 7.27
2.047, 5.10, 6.03
2.079, 4.10, 4.76
2.106, 2.60, 3.71
2.146, 1.41, 2.31
2.180, 1.12, 1.48
2.214, 1.04, 0.94
2.242, 1.10, 0.66
2.280, 0.96, 0.53
2.316, 0.67, 0.68
2.356, 0.36, 1.16
2.387, 0.46, 1.73
2.413, 1.08, 2.32
2.448, 2.25, 3.25
2.484, 3.91, 4.31
2.510, 5.85, 5.12
2.547, 7.65, 6.26
2.582, 8.43, 7.28
2.616, 8.96, 8.16
2.651, 9.34, 9.01
2.678, 9.69, 9.51
2.715, 9.83, 9.81
2.749, 9.74, 9.68
2.780, 9.43, 9.23
2.818, 8.86, 5.48
2.849, 8.17, 6.01
2.883, 7.32, 4.77
2.914, 6.44, 3.65
2.947, 5.64, 2.56
2.982, 4.67, 1.58
3.013, 3.41, 0.91
3.050, 1.39, 0.45
3.077, 0.70, 0.36
3.113, 0.35, 0.57
3.147, 0.18, 1.11
3.187, 0.45, 2.10
3.214, 1.17, 2.95
3.248, 2.35, 4.15
3.280, 3.96, 5.34
3.317, 5.74, 6.70
3.350, 7.47, 7.79
3.385, 8.39, 8.75
3.415, 9.31, 9.34
3.452, 9.81, 9.76
3.482, 9.87, 9.82
3.513, 9.65, 9.61
3.548, 9.34, 9.07
3.590, 9.01, 7.52
3.621, 8.66, 8.45
3.650, 8.32, 9.05
3.684, 8.00, 9.56
3.716, 7.64, 9.83
3.751, 7.22, 9.88
3.786, 6.64, 9.68
