経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.005, 4.4762, 78.2269, -0.7694, -0.3847, 7.9742, 3.7691, 114.79, 75.35
1.014, 4.6239, 68.8863, -0.6412, -0.4275, 8.3070, 3.8632, 113.06, 72.86
1.816, 4.7805, 64.0342, -0.5914, -0.3943, 9.2102, 4.2124, 124.68, 84.78
3.513, 4.7456, 74.7198, -0.5349, -0.4526, 9.2418, 4.2424, 124.82, 85.38
5.224, 4.8002, 77.7202, -0.6039, -0.5608, 8.7747, 4.0050, 119.69, 80.30
6.029, 4.3038, 61.9195, -0.7612, -0.3582, 7.7934, 3.7567, 122.40, 85.39
14.640, 4.3722, 73.9827, -0.6144, -0.4104, 7.6655, 3.6659, 120.73, 82.15
22.324, 4.4233, 66.8151, -0.5356, -0.3708, 9.3721, 4.4561, 121.45, 81.34
23.934, 4.1389, 80.5369, -0.6294, -0.4946, 6.7567, 3.3212, 110.85, 74.03
30.441, 4.6428, 77.5194, -0.5789, -0.5344, 8.7047, 4.0398, 116.24, 77.55
33.019, 4.3537, 71.0900, -0.7174, -0.6696, 7.9794, 3.8242, 102.95, 63.42
33.818, 3.1642, 64.9351, -0.6134, -0.8587, 5.5361, 3.1122, 117.13, 81.78
34.587, 3.9278, 74.4417, -0.6195, -0.3717, 8.1830, 4.1289, 130.88, 92.78
35.495, 4.6594, 74.6269, -0.7286, -0.3429, 8.9251, 4.1347, 122.82, 84.43
37.125, 4.9192, 66.2252, -0.6178, -0.2907, 10.5064, 4.7370, 136.06, 96.12
37.960, 3.7990, 81.8554, -0.5880, -0.3675, 5.9555, 3.0555, 109.70, 72.04
38.828, 4.8798, 66.2983, -0.6719, -0.3557, 10.0107, 4.5318, 130.14, 89.52
39.705, 4.7513, 72.2022, -0.6076, -0.3418, 9.1518, 4.1986, 122.14, 81.16
40.571, 4.7430, 68.5714, -0.6397, -0.3763, 9.2031, 4.2258, 125.57, 85.15
41.476, 4.8038, 69.2042, -0.6867, -0.3422, 9.2891, 4.2382, 124.83, 83.98
42.374, 4.8694, 66.8151, -0.6564, -0.3282, 9.5230, 4.3156, 131.81, 91.92
44.143, 3.9855, 112.3596, -0.5880, -0.4410, 8.6155, 4.3156, 131.81, 91.92
45.046, 2.9136, 43.6681, -0.8616, -0.3016, 7.3663, 4.3156, 131.81, 91.92
45.977, 4.4798, 78.1250, -0.6560, -0.5111, 8.3014, 3.9221, 107.87, 65.38
46.888, 3.1116, 66.6667, -0.6032, -0.8516, 4.8586, 2.7544, 113.46, 75.69
47.721, 3.5141, 63.7620, -0.5428, -0.3618, 6.5820, 3.5111, 125.89, 86.86
48.557, 4.9962, 67.1141, -0.6346, -0.3966, 10.6180, 4.7503, 135.01, 94.06
49.423, 3.3719, 71.4286, -0.6711, -0.3553, 5.0684, 2.7602, 106.23, 69.41
50.261, 4.4076, 71.6846, -0.6478, -0.3430, 7.9669, 3.7948, 117.26, 77.38
51.124, 4.5843, 69.5249, -0.6687, -0.3540, 8.3253, 3.8884, 119.48, 79.75
52.829, 4.1991, 69.4444, -0.5742, -0.3828, 7.4734, 3.6470, 115.98, 76.85
54.604, 2.6324, 49.6278, -0.8137, -0.3616, 5.9171, 3.6470, 115.98, 76.85
55.408, 4.4250, 66.5188, -0.6062, -0.3031, 8.9733, 4.2658, 114.21, 72.32
56.273, 4.4974, 69.2042, -0.7276, -0.8619, 8.5508, 4.0320, 121.50, 82.70
57.976, 4.3649, 69.2042, -0.5341, -0.4578, 8.9422, 4.2801, 123.79, 84.12
58.809, 4.7449, 63.7620, -0.6039, -0.3882, 9.3470, 4.2910, 131.21, 92.76
