経過時間_秒, Green, SinWave
0.021, 6.55, 6.01
0.100, 7.62, 8.51
0.123, 8.62, 8.89
0.157, 9.37, 9.35
0.186, 9.54, 9.63
0.231, 9.35, 9.83
0.261, 9.00, 9.82
0.293, 8.70, 8.41
0.323, 8.36, 9.74
0.362, 7.96, 9.83
0.391, 7.40, 9.79
0.432, 6.75, 9.58
0.456, 6.00, 9.37
0.498, 5.25, 8.86
0.525, 4.53, 8.45
0.556, 3.25, 7.91
0.606, 1.19, 6.90
0.635, 1.17, 6.27
0.670, 1.18, 5.48
0.684, 1.14, 5.16
0.727, 0.98, 4.19
0.765, 0.89, 3.37
0.790, 0.95, 2.86
0.820, 0.64, 2.30
0.855, 0.47, 1.60
0.892, 0.82, 0.95
0.922, 1.88, 0.68
0.953, 3.62, 0.67
0.989, 5.96, 1.00
1.024, 7.21, 1.64
1.057, 8.24, 2.49
1.090, 9.25, 3.53
1.123, 9.70, 4.68
1.159, 9.74, 5.98
1.187, 9.51, 6.95
1.221, 9.21, 8.01
1.266, 8.92, 10.64
1.297, 8.56, 9.69
1.323, 8.17, 9.55
1.358, 7.66, 9.21
1.385, 7.07, 8.84
1.418, 6.38, 8.28
1.461, 5.63, 7.40
1.499, 4.51, 6.52
1.530, 2.56, 5.75
1.563, 1.24, 4.91
1.596, 1.13, 4.07
1.623, 0.92, 3.41
1.657, 0.90, 2.64
1.698, 0.74, 1.82
1.722, 0.71, 1.27
1.754, 0.73, 0.74
1.791, 0.69, 0.47
1.829, 0.74, 0.60
1.863, 0.41, 1.05
1.898, 0.44, 1.81
1.921, 1.04, 2.45
1.956, 2.43, 3.58
1.999, 4.68, 5.12
2.033, 6.61, 6.34
2.064, 7.45, 7.38
2.085, 8.73, 8.01
2.129, 9.50, 8.88
2.156, 9.67, 9.24
2.191, 9.42, 9.57
2.232, 9.08, 9.74
2.257, 8.77, 7.75
2.284, 8.60, 9.53
2.330, 8.48, 9.10
2.362, 8.33, 8.64
2.383, 8.12, 8.27
2.437, 7.74, 7.14
2.461, 7.23, 6.57
2.491, 6.68, 5.82
2.524, 5.70, 4.97
2.564, 4.03, 3.94
2.595, 1.19, 3.18
2.632, 1.12, 2.35
2.662, 1.25, 1.76
2.695, 1.52, 1.04
2.735, 1.55, 0.52
2.768, 1.32, 0.41
2.789, 1.11, 0.49
2.824, 1.01, -0.24
2.859, 0.72, 0.68
2.897, 0.56, 1.37
2.924, 1.05, 2.07
2.963, 2.26, 3.32
2.999, 4.24, 4.62
3.032, 6.62, 5.84
3.064, 7.42, 6.98
3.094, 8.51, 7.93
3.133, 9.28, 8.72
3.164, 9.41, 9.13
3.195, 9.02, 9.43
3.227, 8.46, 9.62
3.267, 7.97, 9.68
3.299, 7.62, 9.58
3.333, 7.42, 9.33
3.368, 7.25, 8.93
3.398, 7.06, 8.49
3.432, 6.77, 7.88
3.458, 6.32, 7.36
3.499, 5.75, 6.45
3.532, 4.64, 5.67
3.565, 2.47, 4.86
3.602, 1.44, 3.97
3.629, 1.23, 3.34
3.661, 1.09, 2.65
3.704, 1.02, 1.81
3.733, 1.01, 1.16
3.768, 0.87, 0.60
3.795, 0.83, 0.40
3.830, 0.61, 0.47
3.863, 0.50, 0.86
3.900, 1.03, 1.64
3.934, 2.41, 2.62
3.964, 4.44, 3.63
4.001, 6.46, 4.99
4.034, 7.38, 6.21
4.065, 8.31, 7.28
4.097, 9.25, 8.24
4.136, 9.62, 8.88
4.167, 9.57, 9.25
4.200, 9.31, 9.52
4.232, 9.14, 9.62
4.267, 9.08, 9.68
4.293, 9.06, 9.64
4.339, 9.00, 9.40
4.372, 8.77, 9.10
4.397, 8.37, 8.80
4.432, 7.84, 8.30
4.467, 7.23, 7.71
4.507, 6.37, 6.94
4.534, 4.88, 6.38
4.567, 2.19, 5.67
4.603, 1.25, 4.88
4.633, 1.09, 4.22
4.668, 0.91, 3.47
4.698, 0.94, 2.87
4.735, 0.92, 2.18
4.768, 1.01, 1.54
4.798, 0.98, 0.82
4.840, 1.01, 0.38
4.871, 0.55, 0.53
4.901, 0.54, 1.04
4.933, 1.19, 1.94
4.969, 2.80, 3.29
4.991, 5.38, 4.22
5.039, 6.59, 6.32
5.072, 7.49, 7.64
5.104, 8.54, 8.50
5.134, 9.44, 8.91
5.169, 9.78, 9.28
5.204, 9.75, 9.53
5.239, 9.61, 9.66
5.271, 9.49, 9.68
5.304, 9.44, 9.65
5.339, 9.36, 9.51
5.371, 9.18, 9.30
5.398, 8.90, 9.06
5.436, 8.44, 8.62
5.477, 7.88, 8.05
5.506, 7.25, 7.59
5.534, 6.25, 7.11
5.572, 4.79, 6.40
5.597, 2.07, 5.92
5.643, 1.26, 5.01
5.669, 1.11, 4.49
5.704, 0.96, 3.81
5.727, 0.92, 3.37
5.775, 0.98, 2.52
5.797, 0.98, 2.16
5.841, 0.94, 1.18
5.869, 0.93, 0.53
5.905, 0.71, 0.46
5.939, 0.49, 1.18
5.975, 0.82, 2.65
6.006, 1.93, 4.28
6.038, 3.95, 6.07
6.071, 6.17, 7.76
6.096, 7.04, 8.48
6.141, 8.04, 9.02
6.172, 9.10, 9.30
6.204, 9.70, 9.51
6.237, 9.83, 9.64
6.269, 9.74, 9.68
6.305, 9.61, 9.62
6.342, 9.48, 11.22
6.373, 9.36, 9.74
6.402, 9.15, 9.58
6.440, 8.83, 9.23
6.468, 8.35, 8.90
6.509, 7.74, 8.29
6.536, 7.12, 7.82
6.574, 6.29, 7.10
6.608, 5.07, 6.40
6.634, 3.03, 5.84
6.670, 0.89, 5.05
6.704, 0.92, 4.31
6.738, 0.97, 3.59
6.774, 1.09, 2.87
6.803, 1.14, 2.33
6.841, 1.08, 1.61
6.876, 1.09, 0.87
6.906, 0.86, 0.94
6.938, 0.53, 0.55
6.974, 0.73, 0.52
7.015, 1.61, 0.93
7.041, 3.25, 1.42
7.066, 5.50, 2.04
7.102, 7.23, 3.12
7.143, 8.18, 4.55
7.173, 9.20, 5.65
7.205, 9.63, 6.78
7.243, 9.62, 7.99
7.272, 9.38, 8.64
7.308, 9.16, 9.12
7.338, 8.98, 9.43
7.375, 8.79, 9.69
7.406, 8.51, 9.81
7.443, 8.06, 9.82
7.476, 7.48, 9.71
7.504, 6.74, 9.53
7.548, 5.91, 9.10
7.580, 4.83, 8.68
7.605, 2.90, 8.29
7.641, 1.25, 7.66
7.674, 0.84, 7.02
7.706, 0.67, 6.36
7.741, 0.69, 5.60
7.774, 0.63, 4.88
7.811, 0.58, 4.08
7.845, 0.56, 3.37
7.874, 0.75, 2.80
7.912, 0.54, 2.12
7.938, 0.83, 1.61
7.976, 1.79, 0.88
8.005, 3.65, 0.57
8.044, 6.05, 0.52
8.072, 6.79, 0.75
8.109, 7.70, 1.38
8.143, 8.70, 2.23
8.174, 9.52, 3.19
8.217, 9.88, 4.70
8.236, 9.98, 5.39
8.278, 9.98, 6.88
8.308, 9.97, 7.85
8.341, 9.98, 8.63
8.379, 9.91, 9.09
8.409, 9.74, 9.39
8.442, 9.42, 9.64
8.478, 8.94, 9.79
8.515, 8.35, 9.83
8.538, 7.60, 9.80
8.576, 6.51, 9.63
8.608, 4.86, 9.39
8.638, 2.05, 9.10
8.675, 1.29, 8.63
8.708, 1.16, 8.14
8.741, 1.19, 7.59
8.776, 0.94, 6.95
8.815, 0.90, 6.19
8.842, 0.92, 5.64
8.875, 0.75, 4.96
8.910, 0.48, 4.24
8.943, 0.73, 3.59
8.975, 1.55, 2.99
9.010, 3.07, 2.38
9.049, 5.19, 1.70
9.077, 6.95, 1.04
9.116, 7.93, 0.54
9.149, 9.00, 0.53
9.184, 9.65, 0.96
9.212, 9.84, 1.58
9.243, 9.81, 2.52
9.274, 9.72, 3.66
9.304, 9.64, 4.87
9.343, 9.50, 6.46
9.379, 9.24, 7.79
9.408, 8.86, 8.58
9.443, 8.31, 9.03
9.473, 7.69, 9.34
9.515, 7.01, 9.65
9.552, 6.18, 9.80
9.584, 4.85, 9.83
9.618, 2.98, 9.76
9.647, 1.14, 9.62
9.684, 1.13, 9.34
9.716, 1.06, 9.00
9.750, 1.06, 8.56
9.773, 1.01, 8.22
