経過時間_秒, Green, SinWave
0.019, 7.79, 2.53
0.069, 6.83, 1.74
0.084, 5.81, 1.60
0.101, 4.02, 1.49
0.146, 1.36, 1.52
0.183, 0.48, 1.86
0.202, 0.64, 2.14
0.247, 1.61, 3.05
0.271, 3.14, 3.66
0.313, 5.05, 4.85
0.347, 6.77, 5.87
0.381, 8.11, 6.88
0.426, 9.01, 8.09
0.447, 9.44, 8.58
0.470, 9.60, 9.34
0.504, 9.53, 9.86
0.538, 9.43, 9.49
0.571, 9.68, 8.36
0.606, 9.54, 6.57
0.658, 9.05, 3.67
0.678, 8.09, 10.19
0.706, 6.58, 8.65
0.738, 4.73, 7.32
0.774, 2.84, 5.44
0.812, 1.40, 3.38
0.837, 0.64, 2.20
0.876, 0.98, 1.24
0.912, 2.39, 0.75
0.939, 4.80, 0.53
0.968, 6.28, 0.46
1.019, 7.44, 0.74
1.044, 8.49, 1.06
1.079, 9.14, 1.69
1.106, 9.65, 2.30
1.145, 9.77, 3.32
1.171, 9.70, 4.07
1.204, 9.46, 5.07
1.248, 9.14, 6.75
1.283, 8.71, 8.03
1.313, 8.11, 8.87
1.347, 7.32, 9.72
1.374, 6.52, 9.75
1.414, 5.94, 8.73
1.445, 5.69, 7.25
1.480, 5.67, 5.17
1.514, 5.86, 3.16
1.546, 6.19, 1.81
1.579, 6.63, 1.25
1.607, 8.17, 0.90
1.640, 9.38, 0.67
1.687, 9.86, 0.69
1.713, 9.89, 0.87
1.746, 9.61, 1.28
1.781, 9.07, 1.89
1.812, 8.42, 8.43
1.845, 7.38, 8.28
1.881, 5.95, 6.83
1.914, 4.21, 6.11
1.941, 2.91, 5.88
1.979, 2.16, 5.70
2.014, 1.30, 5.68
2.047, 0.74, 5.81
2.080, 0.96, 6.06
2.113, 1.84, 6.43
2.145, 3.19, 6.86
2.180, 4.69, 7.40
2.208, 5.92, 7.86
2.247, 6.70, 8.48
2.279, 6.95, 8.95
2.313, 6.72, 9.48
2.347, 6.10, 9.91
2.383, 5.54, 9.09
2.413, 4.88, 6.41
2.447, 3.69, 5.12
2.478, 2.48, 3.75
2.513, 2.36, 2.28
2.545, 1.85, 1.39
2.580, 1.62, 0.89
2.620, 1.45, 0.76
2.646, 0.76, 0.92
2.679, 0.50, 1.41
2.713, 0.68, 2.18
2.751, 1.41, 3.28
2.781, 2.61, 4.22
2.816, 3.89, 5.31
2.848, 5.16, 6.18
2.882, 6.26, 7.05
2.917, 7.21, 7.42
2.948, 7.73, 7.15
2.985, 8.32, 6.14
3.016, 8.75, 4.91
3.051, 7.88, 3.35
3.084, 6.91, 2.03
3.117, 5.89, -8.57
3.145, 4.88, 0.84
3.179, 3.92, 0.48
3.214, 2.92, 0.54
3.248, 2.12, 1.01
3.280, 1.55, 1.79
3.316, 0.59, 2.97
3.346, 1.09, 4.09
3.380, 2.05, 5.41
3.428, 3.39, 7.11
3.446, 4.76, 7.66
3.481, 6.02, 8.61
3.515, 7.02, 8.71
3.550, 7.63, 7.95
3.582, 8.46, 6.63
3.615, 9.87, 4.89
3.646, 9.69, 3.20
3.680, 9.23, 1.64
3.718, 8.09, 7.45
3.749, 6.43, 8.62
3.781, 4.34, 9.49
3.817, 2.87, 9.89
3.849, 2.20, 9.68
3.880, 1.28, 9.01
3.913, 0.83, 7.86
3.946, 1.10, 6.39
3.987, 2.18, 4.40
4.019, 3.72, 2.93
4.047, 5.51, 1.88
4.083, 7.17, 1.17
4.112, 8.45, 0.79
4.151, 9.30, 0.59
4.186, 9.54, 0.71
4.216, 9.32, 1.05
4.251, 8.77, 1.69
4.283, 8.09, 13.38
4.316, 7.09, 9.10
4.358, 5.90, 6.94
4.390, 4.61, 4.76
4.420, 3.09, 2.82
4.449, 2.32, 1.75
4.485, 2.07, 1.14
4.516, 1.08, 0.87
4.547, 0.64, 0.85
4.580, 0.86, 1.12
4.618, 1.86, 1.77
4.651, 3.33, 2.58
4.690, 5.14, 3.77
4.716, 6.83, 4.65
4.751, 8.25, 5.86
4.788, 9.28, 7.09
4.820, 9.54, 8.03
4.853, 9.78, 9.18
4.889, 9.80, 9.67
4.916, 9.60, 9.13
4.952, 9.09, 7.38
4.998, 8.40, 2.00
5.021, 7.53, 0.83
5.047, 6.55, 0.64
5.084, 5.45, 0.76
5.119, 4.29, 1.29
5.162, 3.22, 2.41
5.190, 2.05, 3.35
5.221, 0.73, 4.53
5.249, 1.56, 5.63
5.282, 3.14, 6.90
5.320, 5.30, 8.20
5.355, 6.82, 9.52
5.387, 7.98, 9.89
5.418, 8.88, 9.14
5.450, 9.23, 7.39
5.485, 9.31, 4.88
5.515, 9.63, 2.79
5.555, 9.83, 1.34
5.585, 9.90, 0.85
5.619, 9.81, 0.63
5.652, 9.50, 0.79
5.685, 8.96, 10.86
5.719, 8.17, 9.36
5.751, 7.12, 8.27
5.794, 6.02, 6.20
5.818, 4.87, 4.90
5.849, 3.87, 3.30
5.888, 2.97, 1.83
5.919, 2.49, 1.27
5.956, 4.52, 0.85
5.989, 6.25, 0.73
6.017, 7.37, 0.82
6.048, 8.79, 1.11
6.084, 9.60, 1.70
6.116, 9.91, 2.42
6.155, 9.89, 3.49
6.186, 9.62, 4.43
6.233, 9.14, 8.68
6.256, 8.54, 8.53
6.289, 7.74, 9.37
6.318, 6.98, 9.92
6.353, 6.09, 9.77
6.382, 5.14, 9.01
6.428, 4.16, 6.95
6.456, 3.39, 5.49
6.488, 2.12, 3.97
6.520, 1.18, 3.22
6.556, 2.27, 2.77
6.588, 4.03, 2.54
6.618, 6.18, 2.49
6.654, 7.48, 2.63
6.696, 8.77, 3.06
6.721, 9.38, 3.44
6.751, 9.77, 4.00
6.788, 9.77, 4.82
6.822, 9.82, 5.65
6.857, 9.63, 6.53
6.889, 9.27, 7.33
6.921, 8.46, 4.50
6.962, 7.36, 1.78
6.997, 6.02, 1.25
7.021, 4.36, 1.18
7.057, 2.85, 1.54
7.097, 1.71, 2.54
7.122, 0.63, 3.42
7.164, 1.24, 5.16
7.197, 2.94, 6.59
7.220, 5.19, 7.52
7.255, 6.21, 8.77
7.289, 6.96, 9.70
7.322, 7.76, 9.79
7.356, 8.42, 9.03
7.398, 9.08, 7.13
7.424, 9.36, 5.66
7.453, 9.60, 4.01
7.488, 9.80, 2.36
7.523, 9.83, 1.53
7.557, 9.66, 1.18
7.588, 9.37, 1.30
7.632, 8.94, 9.43
7.664, 8.45, 8.15
7.689, 7.81, 7.09
7.729, 7.11, 5.14
7.763, 6.38, 3.48
7.788, 5.57, 2.40
7.830, 4.92, 1.28
7.863, 4.40, 0.80
7.888, 4.84, 0.63
7.918, 5.89, 0.66
7.964, 6.91, 1.19
7.995, 7.83, 1.85
8.023, 8.38, 2.63
8.058, 8.81, 3.76
8.096, 9.30, 5.11
8.120, 9.62, 5.98
8.154, 9.83, 7.16
8.190, 9.81, 8.25
8.228, 9.57, 9.34
8.256, 9.09, 9.52
8.303, 8.49, 9.88
8.322, 7.78, 9.63
8.362, 7.07, 8.44
8.393, 6.44, 7.16
8.430, 5.82, 5.66
8.458, 5.13, 5.04
8.496, 4.45, 4.69
8.530, 3.60, 4.49
8.562, 3.49, 4.40
8.596, 5.56, 4.43
8.624, 7.18, 4.55
8.655, 8.60, 4.76
8.697, 9.50, 5.20
8.724, 9.80, 5.55
8.763, 9.51, 6.13
8.796, 8.99, 6.67
8.829, 8.26, 9.07
8.858, 7.39, 9.82
8.890, 6.45, 9.39
8.932, 5.39, 8.09
8.957, 4.15, 7.06
8.996, 2.73, 5.41
9.020, 2.48, 4.53
9.063, 1.65, 3.82
9.097, 0.72, 3.53
9.123, 0.35, 3.46
9.163, 0.60, 3.62
9.198, 1.34, 4.02
9.237, 2.38, 4.70
9.263, 3.36, 5.26
9.299, 4.11, 6.13
9.322, 4.42, 6.72
9.358, 4.35, 7.62
9.400, 4.15, 8.57
9.432, 3.71, 8.84
9.457, 3.25, 6.73
9.497, 2.37, 5.67
9.530, 2.39, 4.56
9.563, 2.58, 3.38
9.588, 2.48, 2.51
9.632, 2.33, 1.21
9.667, 2.02, 0.50
9.697, 1.75, 0.35
9.724, 1.07, 0.59
9.765, 0.44, 1.58
9.801, 0.23, 2.90
9.830, 0.52, 4.10
9.864, 1.20, 5.46
9.898, 2.21, 6.54
9.931, 3.22, 7.16
9.964, 4.40, 7.40
9.999, 5.21, 7.22
10.034, 5.84, 6.62
10.066, 6.07, 5.76
10.098, 6.12, 4.70
10.133, 6.18, 3.45
10.164, 6.07, 2.38
10.200, 5.40, 1.32
10.231, 3.90, -7.69
10.266, 2.45, 0.69
10.299, 2.31, 0.30
10.330, 2.25, 0.24
10.364, 1.90, 0.50
10.399, 1.30, 1.12
10.430, 0.89, 1.89
10.464, 0.54, 2.88
10.497, 0.60, 3.88
10.533, 1.02, 4.88
10.564, 1.84, 5.58
10.602, 2.67, 6.10
10.633, 3.60, 6.18
10.664, 4.37, 5.95
10.700, 5.08, 5.31
10.731, 5.70, 4.51
10.764, 5.98, 3.51
10.798, 6.64, 2.44
10.832, 6.91, 1.47
10.868, 6.84, 0.71
10.900, 5.72, 0.32
10.933, 3.93, 0.29
10.964, 2.90, 0.60
11.005, 2.31, 1.36
11.033, 1.85, 2.06
11.063, 0.89, 2.90
11.099, 0.40, 3.94
11.133, 0.44, 4.83
11.164, 0.98, 5.53
11.196, 1.90, 6.04
11.234, 3.07, 6.17
11.264, 4.14, 5.90
11.303, 5.11, 5.10
11.330, 5.66, 4.32
11.377, 5.90, 2.77
11.405, 6.20, 1.88
11.435, 6.45, 1.07
11.463, 6.63, 0.59
11.497, 6.66, 0.27
11.531, 5.37, 0.27
11.568, 3.50, 0.61
11.601, 2.92, 6.48
11.636, 2.33, 6.22
11.672, 2.28, 5.15
11.701, 1.57, 4.00
11.735, 0.80, 2.58
11.770, 0.50, 1.33
11.801, 0.91, 0.90
11.833, 1.84, 0.60
11.866, 3.06, 0.42
11.902, 4.38, 0.40
11.933, 5.50, 0.53
11.967, 6.32, 0.82
12.003, 6.69, 1.28
12.036, 6.94, 1.81
12.065, 7.41, 2.36
12.100, 7.48, 3.07
12.139, 8.22, 3.89
12.171, 7.87, 4.54
12.201, 6.97, 5.12
12.237, 5.85, 6.83
12.269, 4.53, 6.51
12.303, 2.99, 4.14
12.337, 2.28, 1.87
12.367, 1.90, 1.23
12.399, 1.06, 0.84
12.438, 0.55, 0.56
12.472, 0.74, 0.49
12.500, 1.63, 0.58
12.535, 3.07, 0.84
12.572, 4.80, 1.31
12.605, 6.31, 1.87
12.641, 7.81, 2.59
12.667, 8.65, 3.18
12.702, 9.06, 4.01
12.735, 9.90, 4.82
12.768, 9.79, 5.60
12.804, 9.59, 6.40
12.835, 9.17, 12.29
12.872, 8.37, 8.16
12.901, 7.28, 5.84
12.939, 5.72, 2.66
12.969, 3.88, 1.51
12.999, 2.70, 1.01
13.038, 2.12, 0.62
13.072, 1.39, 0.53
13.101, 0.68, 0.66
13.144, 0.44, 1.16
13.170, 0.66, 1.63
13.204, 1.26, 2.41
13.242, 2.02, 3.46
13.272, 2.76, 4.37
13.301, 3.37, 5.29
13.334, 3.70, 6.33
13.374, 3.75, 7.51
13.401, 3.80, 8.22
13.434, 3.69, 9.48
13.473, 3.68, 9.79
13.509, 3.68, 7.84
13.534, 3.58, 1.81
13.573, 3.57, 0.92
13.610, 3.16, 0.56
13.639, 2.63, 0.43
13.671, 2.38, 0.46
13.707, 1.87, 0.68
13.741, 1.59, 1.08
13.775, 0.80, 1.62
13.807, 0.57, 2.23
13.837, 0.83, 2.85
13.868, 1.66, 3.51
13.904, 2.77, 4.24
13.941, 3.90, 4.90
13.973, 4.91, 5.59
14.005, 5.65, 5.79
14.047, 5.96, 5.09
14.075, 6.27, 4.14
14.109, 6.03, 2.75
14.137, 6.06, 1.67
14.173, 5.69, 1.47
14.204, 5.03, 6.04
14.246, 3.21, 5.32
14.269, 2.78, 4.78
14.306, 2.50, 3.76
14.346, 1.94, 2.61
14.373, 1.31, 1.90
14.416, 0.62, 1.07
14.437, 0.52, 0.82
14.468, 0.90, 0.61
14.515, 1.76, 0.66
14.545, 2.85, 0.94
14.574, 4.02, 1.36
14.606, 5.14, 1.98
14.636, 5.97, 2.65
14.674, 6.67, 3.58
14.707, 7.22, 4.37
14.747, 7.94, 5.23
14.781, 8.30, 5.85
14.807, 8.57, 6.16
14.843, 7.39, 6.27
14.875, 5.88, 6.06
14.906, 4.14, 4.94
14.940, 2.88, 5.75
14.972, 2.04, 4.42
15.007, 1.71, 2.98
15.047, 0.94, 1.62
15.069, 0.56, 1.15
15.115, 0.57, 0.58
15.137, 1.20, 0.52
15.171, 2.16, 0.71
15.205, 3.32, 1.22
15.248, 4.61, 2.27
15.273, 5.65, 3.04
15.309, 6.48, 4.25
15.340, 6.88, 5.32
15.374, 7.20, 6.43
15.418, 7.79, 7.65
15.439, 8.12, 8.14
15.484, 7.88, 8.58
15.507, 6.79, 8.46
15.549, 5.47, 13.55
15.574, 4.01, 7.95
15.607, 2.52, 8.11
15.648, 2.44, 7.50
15.678, 1.83, 6.61
15.707, 1.12, 5.46
15.749, 0.61, 3.60
15.781, 0.77, 2.28
15.808, 1.45, 1.50
15.847, 2.65, 0.95
15.874, 3.96, 0.70
15.905, 5.16, 0.57
15.948, 6.05, 0.65
15.980, 6.66, 0.91
16.005, 6.97, 1.23
16.040, 7.21, 1.81
16.080, 7.66, 2.65
16.108, 8.25, 3.32
16.139, 8.39, 4.09
16.186, 7.64, 5.28
16.211, 6.72, 5.88
16.242, 5.47, 3.07
16.284, 4.02, 1.42
16.318, 2.55, 0.96
16.349, 1.74, 0.70
16.380, 0.86, 0.60
16.408, 0.30, 0.64
16.447, 0.32, 0.92
16.480, 0.72, 1.34
16.515, 1.51, 1.95
16.546, 2.40, 2.60
16.581, 3.04, 3.43
16.614, 3.52, 4.27
16.648, 3.70, 5.14
16.676, 3.54, 5.83
16.716, 2.95, 6.75
16.750, 2.32, 6.09
16.783, 1.75, 6.18
16.815, 2.19, 6.89
16.848, 2.69, 7.80
16.875, 2.70, 8.44
16.920, 2.35, 7.95
16.948, 2.18, 6.74
16.981, 1.43, 4.77
17.014, 0.82, 2.70
17.047, 0.96, 1.32
17.082, 2.05, 0.79
17.116, 3.92, 0.45
17.148, 5.90, 0.30
17.182, 6.81, 0.33
17.215, 7.95, 0.54
17.248, 8.55, 0.92
17.279, 8.98, 1.42
17.315, 9.16, 2.15
17.347, 9.61, 2.89
17.382, 9.84, 3.77
17.428, 9.95, 4.98
17.455, 9.81, 5.66
17.481, 9.49, 6.29
17.516, 9.00, -4.35
17.548, 8.33, 2.96
17.581, 7.55, 4.25
17.623, 6.69, 6.03
17.647, 5.70, 7.02
17.681, 4.53, 8.27
17.717, 3.21, 9.75
17.748, 1.60, 9.86
17.781, 1.21, 8.39
17.808, 2.39, 6.32
17.848, 3.65, 3.00
17.887, 4.72, 1.44
17.924, 5.41, 0.87
17.951, 5.64, 0.78
17.986, 5.58, 1.09
18.010, 5.42, 1.56
18.050, 5.30, 2.62
18.084, 5.45, 3.93
18.117, 5.56, 5.34
18.156, 5.38, 7.01
18.185, 4.19, 8.13
18.216, 2.99, 9.40
18.248, 2.57, 10.00
18.284, 2.38, 8.93
18.317, 1.43, 6.70
18.351, 0.76, 3.95
18.382, 0.59, 1.98
18.418, 1.04, 1.14
18.447, 1.98, 0.81
18.483, 3.32, 0.88
18.517, 4.70, 1.43
18.550, 5.96, 2.35
18.580, 6.72, 3.44
18.618, 7.32, 5.04
18.652, 7.45, 6.51
18.684, 7.61, 7.80
18.717, 7.78, 9.09
18.750, 7.70, 10.00
18.789, 6.42, 9.09
18.819, 4.86, 15.65
18.851, 3.15, 0.61
18.883, 2.27, 0.98
18.916, 1.43, 1.82
18.949, 0.64, 3.02
18.985, 0.38, 4.52
19.021, 0.70, 5.95
19.053, 1.52, 6.98
19.088, 2.69, 7.65
19.118, 4.03, 7.76
19.151, 5.36, 7.38
19.182, 6.44, 6.59
19.217, 7.28, 5.32
19.249, 7.83, 3.99
19.284, 8.68, 2.57
19.317, 9.63, 1.47
19.352, 9.60, 0.76
19.385, 9.35, 0.60
19.431, 8.70, 1.74
19.451, 7.66, 2.34
19.484, 6.37, 3.48
19.515, 4.83, 4.62
19.549, 3.17, 5.82
19.584, 2.52, 6.89
19.620, 1.48, 7.68
19.655, 0.59, 7.67
19.684, 0.38, 7.07
19.717, 0.86, 5.85
19.755, 1.92, 4.06
19.785, 3.61, 2.65
19.817, 5.21, 1.47
19.856, 6.77, 0.77
19.891, 7.89, 0.59
19.924, 8.45, 0.86
19.957, 8.80, 1.51
19.991, 9.55, 2.50
20.018, 9.81, 3.44
20.051, 9.59, 4.66
20.086, 9.10, 5.89
20.122, 8.41, 2.48
20.153, 7.34, 1.17
20.183, 5.96, 0.71
20.217, 4.39, 0.42
20.255, 2.75, 0.41
20.288, 2.12, 0.68
20.320, 1.28, 1.17
20.352, 0.52, 1.87
20.391, 0.49, 2.93
20.426, 1.02, 4.03
20.455, 2.10, 4.99
20.485, 3.71, 5.99
20.521, 5.43, 7.13
20.565, 7.11, 8.35
20.590, 8.42, 9.46
20.621, 9.29, 9.80
20.654, 9.43, 8.49
20.688, 9.49, 5.84
20.721, 9.14, 2.99
20.757, 8.49, 1.35
20.792, 7.38, 11.42
20.819, 6.20, 8.90
20.852, 5.00, 7.68
20.884, 3.72, 6.08
20.919, 2.66, 4.14
20.954, 1.73, 2.36
20.987, 1.15, 1.37
21.021, 0.28, 0.82
21.054, 0.50, 0.52
21.085, 1.29, 0.47
21.124, 2.34, 0.73
21.151, 3.62, 1.10
21.189, 4.80, 1.87
21.218, 5.65, 2.62
21.254, 6.22, 3.68
21.292, 6.42, 4.90
21.326, 7.00, 6.00
21.366, 8.03, 7.21
21.388, 8.55, 7.80
21.426, 8.08, 8.93
21.455, 7.09, 9.45
21.492, 5.81, 7.86
21.533, 4.15, 6.11
21.558, 3.00, 4.96
21.594, 2.47, 3.25
21.626, 1.51, 1.89
21.657, 0.65, 1.07
21.691, 0.46, 0.54
21.723, 0.98, 0.30
21.755, 2.17, 0.32
21.786, 4.02, 0.58
21.832, 5.87, 1.38
21.859, 7.72, 2.04
21.891, 8.79, 2.96
21.927, 9.30, 4.10
21.959, 9.73, 5.14
21.990, 9.58, 6.10
22.034, 9.76, 7.28
22.054, 9.72, 7.87
22.098, 9.54, 8.54
22.128, 9.11, 5.36
22.158, 8.54, 9.78
22.199, 7.63, 8.85
22.236, 6.51, 7.04
22.255, 5.21, 5.88
22.303, 3.82, 2.92
22.323, 1.99, 1.89
22.367, 0.49, 1.02
22.394, 0.64, 0.68
22.435, 1.62, 0.44
22.459, 3.26, 0.47
22.493, 5.38, 0.70
22.532, 7.30, 1.25
22.557, 8.32, 1.75
22.593, 9.11, 2.62
22.625, 9.68, 3.51
22.659, 9.79, 4.54
22.698, 9.83, 5.76
22.726, 9.64, 6.61
22.754, 9.37, 7.41
22.793, 8.68, 12.21
22.825, 7.64, 4.96
22.864, 6.21, 2.27
22.905, 4.37, 1.16
22.927, 2.72, 0.83
22.956, 2.43, 0.55
22.992, 2.09, 0.50
23.023, 1.62, 0.71
23.066, 1.01, 1.36
23.098, 0.47, 2.10
23.126, 0.33, 2.88
23.155, 0.60, 3.78
23.199, 1.31, 5.27
23.224, 2.32, 6.12
23.258, 3.51, 7.22
23.289, 4.65, 8.13
23.323, 5.66, 9.33
23.360, 6.51, 9.98
23.411, 6.94, 8.36
