経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
36.104, 3.3854, 81.6327, -0.4959, -0.4057, 5.6410, 3.0658, 129.81, 98.48
38.063, 3.6630, 106.3830, -0.5070, -0.4609, 5.6612, 2.9580, 129.62, 97.32
38.730, 4.6156, 81.6327, -0.5426, -0.4439, 6.3549, 2.9580, 129.62, 97.32
39.936, 3.7734, 89.8204, -0.5450, -0.3468, 6.2759, 3.2308, 129.57, 97.99
40.637, 3.9610, 105.0788, -0.5156, -0.5672, 7.0534, 3.5440, 129.71, 97.11
41.273, 4.6235, 81.1908, -0.5178, -0.3766, 8.9720, 4.1726, 128.05, 99.21
41.905, 4.1795, 100.3344, -0.6226, -0.5189, 7.2824, 3.5622, 129.60, 97.42
42.612, 3.6386, 94.0439, -0.5744, -0.3655, 5.6236, 2.9481, 129.06, 98.37
43.341, 2.9988, 94.6372, -0.4668, -0.4668, 4.4329, 2.5598, 130.23, 97.06
44.440, 3.1236, 81.8554, -0.5432, -0.3169, 4.6344, 2.6222, 130.14, 98.85
45.119, 4.6334, 119.7605, -0.6080, -0.3317, 5.6444, 2.6222, 130.14, 98.85
45.746, 2.9794, 99.8336, -0.5346, -0.4374, 4.8114, 2.7875, 130.22, 96.72
46.421, 4.4270, 89.5522, -0.5789, -0.4211, 8.6323, 4.1027, 128.95, 97.96
48.221, 3.0901, 113.8520, -0.5378, -0.4889, 5.1498, 2.9296, 130.88, 96.52
48.820, 4.3798, 89.9550, -0.6050, -0.3850, 8.0536, 3.8483, 128.97, 98.33
49.491, 3.3337, 99.1736, -0.6060, -0.6060, 5.7571, 3.1531, 130.06, 97.12
50.729, 2.8149, 89.8204, -0.5410, -0.3934, 4.0451, 2.4110, 130.88, 97.71
51.327, 4.1415, 105.0788, -0.5893, -0.4420, 7.4433, 3.6575, 129.38, 97.54
51.992, 4.3939, 90.9091, -0.6060, -0.4407, 7.9059, 3.7716, 128.99, 97.88
53.872, 4.6294, 106.3830, -0.4466, -0.4962, 8.2655, 3.8416, 128.89, 98.05
54.437, 2.4521, 85.2273, -0.5944, -0.4877, 3.4590, 2.2089, 130.97, 98.05
55.105, 2.6169, 98.6842, -0.6407, -0.3504, 3.9408, 2.4361, 130.42, 97.79
55.738, 1.8500, 106.1947, -0.4439, -0.5426, 2.4426, 1.7958, 131.12, 96.53
56.339, 4.5371, 90.7716, -0.4699, -0.5222, 8.4129, 3.9496, 129.02, 98.91
56.906, 2.3073, 93.1677, -0.6030, -0.4934, 3.0553, 2.0114, 130.98, 98.18
58.211, 2.6952, 96.6184, -0.4656, -0.6402, 4.1878, 2.5509, 131.09, 97.72
58.810, 4.4314, 94.4882, -0.5491, -0.5491, 7.9808, 3.7912, 128.90, 99.59
