経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.019, 4.6763, 89.8204, -1.0405, -0.4955, 9.5312, 4.4076, 128.20, 98.56
0.504, 4.6763, 89.8204, -0.4955, -0.5435, 9.5312, 4.4076, 128.20, 98.56
1.171, 3.2995, 81.0811, -0.3755, -0.5633, 5.1478, 2.8340, 129.45, 98.73
3.646, 3.1040, 105.0788, -0.4459, -0.4955, 4.6242, 2.6247, 130.15, 96.90
4.916, 4.1686, 99.8336, -0.6091, -0.4430, 7.3932, 3.6211, 129.27, 98.41
5.619, 4.3611, 106.1947, -0.4714, -0.4714, 7.8448, 3.7565, 128.61, 97.97
6.857, 4.0182, 87.3362, -0.4688, -0.2813, 7.0563, 3.5201, 129.07, 98.68
7.557, 3.3738, 109.4891, -0.4231, -0.4231, 5.6748, 3.0895, 130.59, 96.58
8.190, 3.7120, 87.2093, -0.4700, -0.5657, 6.3986, 3.3211, 129.87, 97.90
9.358, 2.4336, 96.0000, -0.6256, -0.2607, 3.2912, 2.1098, 130.01, 97.75
10.868, 2.6919, 99.5025, -0.5556, -0.5556, 3.5557, 2.1672, 130.09, 100.07
11.531, 2.5094, 75.0939, -0.3755, -0.5164, 3.4331, 2.1672, 130.09, 100.07
12.171, 2.9283, 85.3485, -0.3976, -0.5964, 4.5022, 2.6310, 130.54, 98.49
12.768, 2.9052, 89.8204, -0.4648, -0.5681, 4.4564, 2.6145, 130.17, 99.11
13.434, 3.6314, 94.4882, -0.6633, -0.4975, 6.3822, 3.3491, 129.56, 98.90
14.109, 4.6712, 100.1669, -0.5937, -0.5427, 9.0288, 4.1775, 127.91, 98.41
15.484, 2.5286, 90.2256, -0.3917, -0.5386, 3.7741, 2.3734, 129.98, 97.97
16.186, 3.5417, 81.9672, -0.4633, -0.5663, 6.1434, 3.2644, 129.91, 98.76
19.352, 2.5782, 112.1495, -0.3777, -0.4721, 3.4230, 2.1318, 129.92, 97.83
20.051, 3.1443, 78.1250, -0.6040, -0.5491, 3.7802, 2.1318, 129.92, 97.83
20.721, 4.5060, 97.8793, -0.5186, -0.4714, 8.3255, 3.9220, 127.98, 98.91
21.426, 4.5468, 86.9565, -0.4933, -0.4439, 8.2381, 3.8634, 128.76, 98.33
24.135, 4.3019, 90.2256, -0.4213, -0.5149, 7.4641, 3.5987, 128.47, 98.21
24.826, 4.2874, 74.3494, -0.5922, -0.4845, 7.6206, 3.6804, 129.36, 98.69
26.769, 3.7322, 77.9221, -0.4769, -0.4292, 6.2298, 3.2247, 129.59, 99.14
27.409, 4.3522, 105.6338, -0.5455, -0.4364, 8.2906, 3.9740, 129.42, 97.91
28.106, 2.3520, 99.8336, -0.5681, -0.4648, 3.2851, 2.1420, 130.77, 97.46
28.771, 4.6946, 94.9367, -0.5208, -0.4735, 9.5217, 4.3946, 128.23, 98.29
30.709, 3.2157, 112.5704, -0.6451, -0.4962, 4.7621, 2.6556, 129.92, 96.86
31.350, 4.4225, 78.0234, -0.6346, -0.4231, 5.5846, 2.6556, 129.92, 96.86
32.018, 3.8025, 94.9367, -0.6168, -0.3598, 6.7434, 3.4582, 129.15, 97.60
32.720, 3.3550, 94.6372, -0.4453, -0.3958, 5.3984, 2.9472, 129.88, 97.00
33.352, 3.1741, 88.8889, -0.5171, -0.5641, 5.2139, 2.9265, 130.43, 97.49
34.054, 4.4120, 85.8369, -0.6266, -0.4177, 7.7744, 3.7013, 128.57, 99.06
34.786, 4.3575, 92.8793, -0.5171, -0.5171, 7.8482, 3.7597, 128.57, 97.76
