経過時間_秒, Green, SinWave
0.019, 9.57, 7.94
0.097, 8.98, 7.09
0.118, 8.12, 4.02
0.147, 6.98, 7.76
0.180, 5.58, 6.16
0.215, 4.12, 4.30
0.265, 2.54, 1.97
0.284, 1.43, 1.49
0.328, 0.63, 0.76
0.364, 0.47, 0.55
0.381, 0.99, 0.58
0.424, 2.01, 1.00
0.449, 3.50, 1.47
0.480, 5.01, 2.24
0.525, 6.36, 3.65
0.553, 7.30, 4.64
0.580, 7.74, 5.61
0.630, 7.84, 7.33
0.659, 8.07, 8.19
0.685, 8.26, 9.00
0.717, 8.53, 9.67
0.749, 7.59, 9.72
0.792, 6.52, 8.84
0.821, 5.18, 13.70
0.852, 3.74, 6.62
0.882, 2.27, 5.07
0.919, 1.49, 3.08
0.949, 0.75, 1.70
0.983, 0.58, 1.10
1.023, 1.08, 0.64
1.049, 2.09, 0.50
1.086, 3.40, 0.50
1.117, 4.86, 0.69
1.150, 6.12, 1.08
1.180, 7.06, 1.58
1.218, 7.64, 2.38
1.249, 8.01, 3.14
1.284, 8.57, 4.06
1.325, 9.02, 5.18
1.351, 8.99, 5.86
1.383, 8.22, 6.65
1.422, 7.06, 5.96
1.460, 5.62, 8.82
1.483, 3.97, 9.03
1.518, 2.44, 8.67
1.559, 1.63, 7.31
1.590, 0.79, 5.75
1.626, 0.59, 3.89
1.658, 1.16, 2.33
1.685, 2.28, 1.53
1.726, 3.80, 0.91
1.758, 5.34, 0.64
1.783, 6.59, 0.57
1.825, 7.50, 0.74
1.851, 8.03, 1.01
1.878, 8.42, 1.42
1.918, 8.69, 2.24
1.957, 9.02, 3.22
2.003, 8.57, 4.52
2.027, 7.52, 5.22
2.060, 6.15, 4.95
2.093, 4.59, 2.25
2.127, 2.98, 1.30
2.152, 1.91, 0.94
2.185, 0.95, 0.65
2.224, 0.75, 0.61
2.252, 1.43, 0.78
2.299, 2.94, 1.43
2.338, 5.06, 2.26
2.358, 6.47, 2.77
2.387, 7.46, 3.58
2.433, 8.42, 4.96
2.458, 9.02, 5.71
2.487, 9.47, 6.55
2.517, 9.72, 7.34
2.552, 9.67, 8.51
2.593, 9.32, 8.90
2.640, 8.79, 9.01
2.656, 8.09, 9.16
2.692, 7.29, 9.25
2.721, 6.42, 7.91
2.753, 5.47, 5.86
2.804, 4.55, 2.52
2.824, 3.52, 1.81
2.868, 2.38, 1.06
2.891, 0.83, 0.84
2.925, 1.24, 0.74
2.959, 2.65, 0.91
2.987, 4.73, 1.25
3.029, 6.68, 2.08
3.057, 7.65, 2.79
3.093, 8.77, 3.87
3.125, 9.52, 4.90
3.152, 9.89, 5.80
3.186, 9.92, 6.89
3.232, 9.70, 8.20
3.263, 9.27, 9.27
3.294, 8.66, 3.91
3.325, 7.80, 1.60
3.363, 6.82, 1.03
3.391, 5.68, 0.85
3.420, 4.61, 0.87
3.473, 3.77, 1.48
3.487, 3.31, 1.76
3.524, 2.67, 2.67
3.558, 2.13, 3.70
3.592, 3.40, 4.84
3.629, 5.22, 6.12
3.654, 6.97, 6.96
3.709, 8.34, 8.57
3.731, 8.99, 9.59
3.759, 9.55, 9.93
3.792, 9.84, 8.75
3.826, 9.89, 6.22
3.870, 9.50, 2.63
3.893, 8.79, 1.80
3.927, 7.59, 10.17
3.962, 6.06, 9.37
3.992, 4.33, 8.44
4.024, 2.64, 7.08
4.059, 1.74, 5.42
4.103, 0.78, 3.48
4.125, 0.50, 2.96
4.167, 1.08, 2.35
4.203, 2.30, 2.13
4.225, 3.97, 2.15
4.252, 5.90, 2.32
4.292, 7.46, 2.88
4.326, 8.42, 3.60
4.360, 9.11, 4.48
4.394, 9.41, 5.47
4.424, 9.66, 6.38
4.469, 9.67, 7.69
4.494, 9.41, 8.34
4.526, 8.85, 9.19
4.561, 8.01, 9.22
4.594, 7.03, 8.57
4.627, 6.05, 7.18
4.659, 4.96, 5.52
4.702, 3.97, 3.24
4.730, 3.10, 1.98
4.761, 2.00, 1.17
4.797, 0.83, 0.63
4.826, 1.67, 0.50
4.858, 3.10, 0.68
4.893, 4.82, 1.26
4.936, 6.62, 2.43
4.964, 8.09, 3.39
4.994, 9.09, 4.54
5.028, 9.53, 5.87
5.063, 9.59, 7.17
5.095, 9.36, 8.21
5.128, 8.92, 9.22
5.160, 8.20, 10.31
5.195, 7.15, 8.89
5.228, 5.96, 7.12
