経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.019, 4.3501, 90.7716, -0.4962, -0.4466, 7.2863, 3.4935, 126.12, 84.74
1.351, 4.6747, 85.7143, -0.3911, -0.5378, 8.9890, 4.1575, 127.78, 85.74
2.003, 3.6402, 85.3485, -0.4934, -0.5482, 6.4031, 3.3560, 123.99, 83.35
3.232, 4.0030, 94.0439, -0.5559, -0.4548, 7.2108, 3.6041, 125.52, 84.31
3.870, 4.4874, 103.8062, -0.5338, -0.4368, 8.5082, 4.0164, 126.74, 85.11
4.494, 3.9579, 91.4634, -0.4662, -0.4144, 6.6762, 3.3558, 124.53, 83.76
5.095, 3.5010, 94.9367, -0.5280, -0.5280, 6.2024, 3.3149, 123.13, 82.88
5.732, 4.5814, 94.4882, -0.5491, -0.4393, 8.6916, 4.0607, 129.03, 86.28
6.329, 3.9457, 100.1669, -0.6201, -0.4662, 6.9912, 3.5196, 125.38, 84.17
7.001, 4.6241, 94.3396, -0.6605, -0.3311, 8.5167, 3.9605, 129.23, 86.38
7.664, 2.6883, 100.0000, -0.5410, -0.4426, 3.8155, 2.3271, 117.80, 79.75
8.268, 4.2031, 89.9550, -0.5475, -0.4480, 7.8123, 3.8106, 125.73, 84.48
8.870, 4.4297, 89.1530, -0.5464, -0.3825, 8.3743, 3.9789, 127.95, 85.69
10.778, 3.0278, 77.2201, -0.4934, -0.4934, 6.9646, 4.0025, 129.14, 86.34
11.477, 4.1063, 112.9944, -0.5401, -0.4861, 7.7514, 3.8252, 127.10, 85.11
12.112, 3.8081, 99.8336, -0.3300, -0.5186, 6.2672, 3.2116, 123.25, 83.01
13.247, 3.1985, 85.7143, -0.5726, -0.4164, 5.3829, 3.0099, 121.52, 81.94
13.880, 3.0321, 94.9367, -0.4948, -0.4453, 4.8006, 2.7570, 119.24, 80.64
14.450, 1.4905, 52.7241, -0.5213, -0.4692, 3.3658, 2.7570, 119.24, 80.64
15.752, 2.5391, 105.8201, -0.5211, -0.5211, 3.3063, 2.0750, 116.16, 78.60
17.628, 4.5205, 99.8336, -0.6567, -0.3831, 8.3186, 3.9125, 129.36, 86.42
19.528, 3.1464, 81.8554, -0.5542, -0.5038, 5.0884, 2.8686, 121.68, 81.96
20.129, 3.2044, 118.1102, -0.4970, -0.4473, 5.1351, 2.8686, 121.68, 81.96
23.839, 0.6418, 48.8998, -0.4934, -0.5482, 1.9909, 2.4851, 118.98, 80.34
24.446, 0.2355, 51.1945, -0.6346, -0.4615, 1.2061, 2.4851, 118.98, 80.34
25.072, 4.7077, 106.0071, -0.5970, -0.6513, 9.2393, 4.2583, 130.18, 86.89
26.441, 4.0665, 95.0872, -0.5783, -0.4744, 7.3321, 3.6360, 126.29, 84.65
27.015, 4.2065, 85.5920, -0.5008, -0.6009, 7.5476, 3.6800, 126.11, 84.63
27.616, 2.8748, 90.7716, -0.6887, -0.8609, 4.0154, 2.3682, 119.27, 80.35
28.254, 3.9075, 104.1667, -0.6589, -0.7687, 7.1123, 3.5980, 124.41, 83.38
28.889, 1.7461, 99.8336, -0.5181, -0.3626, 2.1311, 1.6128, 112.53, 76.42
29.448, 3.6819, 94.9367, -0.5197, -0.4677, 7.4883, 3.9025, 124.55, 83.68
30.117, 3.8399, 93.7500, -0.6482, -0.5304, 6.5640, 3.3497, 126.50, 84.68
30.688, 4.1514, 106.3830, -0.4439, -0.4439, 7.7402, 3.7989, 125.59, 84.28
31.320, 4.0978, 89.9550, -0.5789, -0.5211, 7.1068, 3.5107, 127.96, 85.59
31.996, 4.3410, 104.5296, -0.5735, -0.4692, 7.5835, 3.6397, 127.55, 85.40
33.131, 3.4894, 90.4977, -0.4882, -0.3905, 5.8802, 3.1479, 122.68, 82.65
33.699, 2.6340, 103.9861, -0.6263, -0.3997, 3.7295, 2.2979, 119.56, 80.66
34.301, 3.7387, 106.9519, -0.6972, -0.3486, 6.4601, 3.3410, 125.85, 84.28
34.900, 3.5920, 104.5296, -0.5482, -0.3289, 6.1857, 3.2638, 124.57, 83.56
35.566, 3.6207, 100.5025, -0.4958, -0.4407, 6.2547, 3.2871, 125.45, 84.10
36.666, 3.7651, 90.0901, -0.4955, -0.3468, 6.2542, 3.2232, 124.65, 83.74
37.271, 4.2266, 119.2843, -0.5528, -0.4422, 8.0964, 3.9382, 128.12, 85.75
37.839, 3.8101, 100.0000, -0.4901, -0.4356, 6.2922, 3.2235, 125.41, 84.11
38.441, 3.8540, 99.8336, -0.5820, -0.4656, 6.5748, 3.3491, 127.09, 85.01
39.038, 4.2151, 105.6338, -0.5473, -0.4378, 7.9512, 3.8729, 128.16, 85.66
39.607, 4.4027, 99.3377, -0.4983, -0.4430, 8.0156, 3.8201, 129.35, 86.39
40.249, 2.8050, 100.0000, -0.6960, -0.4640, 3.8471, 2.2970, 121.72, 81.79
40.851, 3.2948, 104.1667, -0.5654, -0.3598, 4.7901, 2.6390, 121.75, 81.94
43.219, 3.7646, 85.9599, -0.6030, -0.3837, 4.5074, 2.3231, 120.65, 81.29
44.454, 2.6081, 100.1669, -0.6020, -0.8209, 3.5384, 2.1910, 118.05, 79.65
45.053, 2.5520, 99.5025, -0.5744, -0.4177, 3.8651, 2.4195, 117.02, 79.07
45.656, 2.5882, 94.3396, -0.5509, -0.3840, 3.8554, 2.3964, 119.01, 80.30
46.928, 3.3757, 100.3344, -0.4371, -0.4917, 5.5596, 3.0260, 122.78, 82.50
48.095, 4.6651, 98.0392, -0.6567, -0.3831, 8.8533, 4.0989, 130.45, 87.06
48.661, 3.1717, 114.0684, -0.6226, -0.3632, 4.8216, 2.7074, 121.19, 81.66
49.301, 3.6542, 95.2381, -0.6996, -0.2915, 6.7245, 3.5177, 125.44, 84.05
49.927, 3.0454, 105.4482, -0.5672, -0.3609, 5.1800, 2.9683, 120.86, 81.46
50.525, 3.4059, 93.6037, -0.5263, -0.4211, 5.7995, 3.1425, 122.95, 82.72
51.173, 4.3726, 95.5414, -0.4975, -0.5528, 8.1953, 3.9192, 128.72, 86.07
51.737, 3.5910, 88.6263, -0.4583, -0.4074, 5.9287, 3.1286, 123.35, 82.94
52.337, 4.2212, 105.6338, -0.5841, -0.4673, 8.0053, 3.8963, 128.94, 86.15
52.942, 4.2691, 106.7616, -0.6050, -0.4400, 7.5695, 3.6635, 128.23, 85.72
53.508, 4.3888, 99.1736, -0.5464, -0.3825, 8.3371, 3.9796, 128.77, 86.06
54.108, 3.2847, 100.5025, -0.5820, -0.4074, 5.3708, 2.9634, 124.19, 83.27
54.746, 3.1204, 105.4482, -0.5509, -0.4407, 4.7821, 2.7072, 122.65, 82.39
55.411, 2.3444, 99.0099, -0.4655, -0.4138, 3.0211, 1.9731, 117.42, 79.39
56.545, 2.4111, 89.5522, -0.5459, -0.4466, 3.1777, 2.0465, 117.58, 79.57
57.153, 1.4020, 119.2843, -0.5735, -0.4155, 1.2465, 1.0527, 111.45, 75.93
57.753, 3.2853, 94.3396, -0.6524, -0.3806, 5.3661, 2.9605, 122.10, 82.20
58.387, 3.3510, 99.8336, -0.5500, -0.3300, 5.5686, 3.0420, 122.68, 82.50
