経過時間_秒, Green, SinWave
0.060, 8.06, 9.82
0.093, 7.68, 9.78
0.128, 7.38, 9.60
0.162, 7.10, 9.30
0.195, 6.74, 8.89
0.227, 6.27, 8.40
0.264, 5.70, 7.74
0.294, 4.80, 7.13
0.326, 3.39, 6.44
0.358, 1.08, 5.71
0.396, 0.84, 4.83
0.424, 0.74, 4.19
0.466, 0.66, 3.25
0.500, 0.63, 2.55
0.529, 0.58, 2.01
0.564, 0.37, 1.31
0.598, 0.32, 0.72
0.632, 0.80, 0.40
0.663, 2.09, 0.36
0.696, 4.26, 0.58
0.728, 6.09, 1.05
0.761, 7.02, 1.75
0.794, 8.05, 2.65
0.829, 9.16, 3.76
0.865, 9.65, 4.99
0.903, 9.55, 6.29
0.929, 9.07, 7.13
0.961, 8.45, 7.99
0.999, 7.84, 8.77
1.029, 7.33, 9.13
1.062, 6.91, 9.44
1.096, 6.54, 9.67
1.129, 6.12, 9.79
1.167, 5.62, 9.81
1.198, 5.02, 9.73
1.231, 4.01, 9.55
1.261, 2.25, 9.30
1.297, 1.17, 8.91
1.330, 0.95, 8.46
1.363, 0.84, 7.94
1.398, 0.66, 7.33
1.432, 0.53, 6.68
1.463, 0.49, 6.06
1.498, 0.43, 5.34
1.534, 0.35, 4.59
1.567, 0.73, 3.91
1.607, 1.88, 3.12
1.633, 4.00, 2.64
1.661, 5.89, 2.16
1.697, 6.73, 1.49
1.733, 7.66, 0.71
1.770, 8.69, 0.36
1.798, 9.46, 0.42
1.827, 9.65, 0.79
1.856, 9.40, 1.43
1.896, 8.94, 2.69
1.933, 8.48, 3.04
1.968, 8.10, 4.26
2.000, 7.83, 5.55
2.035, 7.62, 6.90
2.066, 7.34, 7.96
2.100, 6.94, 8.53
2.131, 6.36, 8.83
2.164, 5.47, 9.10
2.202, 4.01, 9.34
2.232, 1.64, 9.49
2.265, 1.18, 9.60
2.300, 0.87, 9.65
2.338, 0.69, 9.63
2.371, 0.60, 9.56
2.400, 0.52, 9.45
2.434, 0.55, 9.26
2.464, 0.55, 9.05
2.503, 0.30, 8.72
2.546, 0.34, 8.28
2.569, 0.96, 8.02
2.602, 2.35, 7.61
2.631, 4.52, 7.22
2.666, 6.31, 6.72
2.707, 7.17, 6.12
2.730, 8.29, 5.76
2.767, 9.27, 5.19
2.802, 9.61, 4.64
2.832, 9.35, 4.18
2.865, 8.80, 3.68
2.898, 8.14, 11.94
2.932, 7.60, 9.58
2.965, 7.21, 9.40
2.999, 6.94, 9.07
3.036, 6.76, 8.54
3.070, 6.52, 7.93
3.098, 6.19, 7.35
3.147, 5.75, 6.20
3.173, 4.81, 5.55
3.200, 3.16, 4.87
3.239, 1.33, 3.88
3.267, 1.14, 3.20
3.308, 0.97, 2.29
3.335, 0.85, 1.75
3.369, 0.74, 1.00
3.402, 0.67, 0.50
3.433, 0.65, 0.30
3.478, 0.35, 0.51
3.513, 0.31, 1.07
3.533, 0.82, 1.52
3.570, 2.05, 2.57
3.603, 3.96, 3.69
3.637, 6.29, 4.92
3.667, 7.26, 6.02
3.700, 8.38, 7.16
3.734, 9.31, 8.17
3.772, 9.55, 8.81
3.803, 9.20, 9.20
3.839, 8.55, 9.49
3.868, 7.83, 9.71
3.900, 7.24, 9.49
3.936, 6.83, 9.25
3.973, 6.57, 8.83
3.999, 6.36, 8.44
4.041, 6.12, 7.65
4.076, 5.78, 6.89
4.108, 5.30, 6.10
4.135, 4.35, 5.45
4.173, 2.56, 4.48
4.202, 1.15, 3.76
4.234, 0.93, 2.99
4.270, 0.85, 2.20
4.300, 0.66, 1.61
4.334, 0.33, 0.86
4.371, 0.36, 0.39
4.400, 1.03, 0.28
4.440, 2.63, 0.55
4.479, 5.41, 1.22
4.505, 6.35, 1.88
4.539, 7.35, 2.92
4.573, 8.44, 4.11
4.609, 9.36, 5.43
4.641, 9.64, 6.57
4.670, 9.37, 7.52
4.704, 8.79, 8.37
4.740, 8.15, 8.16
4.769, 7.58, 9.22
4.822, 7.15, 9.59
4.847, 6.82, 9.64
4.878, 6.50, 9.61
4.903, 6.12, 9.50
4.933, 5.63, 9.27
4.972, 5.04, 8.82
5.004, 3.92, 8.34
5.037, 1.96, 7.75
5.071, 1.08, 7.06
5.106, 0.83, 6.28
5.147, 0.69, 5.33
5.173, 0.71, 4.71
5.204, 0.49, 3.98
5.238, 0.41, 3.21
5.270, 0.90, 2.54
5.314, 2.37, 1.72
5.342, 5.11, 1.01
5.373, 5.99, 0.50
5.414, 6.83, 0.35
5.436, 7.79, 0.52
5.479, 8.83, 1.34
5.505, 9.51, 2.10
5.546, 9.65, 3.60
5.581, 9.38, 5.02
5.606, 8.93, 6.05
5.639, 8.49, 9.89
5.680, 8.09, 9.10
5.705, 7.78, 8.67
5.745, 7.48, 7.78
5.774, 7.15, 7.00
5.807, 6.74, 6.03
5.836, 6.24, 5.14
5.872, 5.48, 4.03
5.914, 4.24, 2.81
5.947, 2.19, 1.97
5.980, 1.04, 1.22
6.007, 0.92, 0.76
6.038, 0.80, 0.46
6.079, 0.75, 0.48
6.107, 0.72, 0.76
6.144, 0.71, 1.44
6.173, 0.41, 2.18
6.208, 0.47, 3.26
6.240, 1.14, 4.37
6.271, 2.68, 5.48
6.307, 5.05, 6.74
6.348, 6.41, 8.00
6.380, 7.34, 8.73
6.405, 8.36, 9.15
6.438, 9.29, 9.52
6.473, 9.63, 9.68
6.510, 9.48, 9.56
6.548, 9.04, 9.16
6.581, 8.49, 10.06
6.607, 7.93, 9.18
6.639, 7.40, 8.69
6.679, 6.89, 7.87
6.712, 6.37, 7.06
6.740, 5.81, 6.30
6.785, 5.18, 5.00
6.818, 4.45, 4.05
6.845, 3.22, 3.30
6.873, 1.26, 2.57
6.906, 1.09, 1.81
