経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.060, 4.8520, 56.0748, -0.7246, -0.3293, 9.9979, 4.5389, 120.51, 82.23
14.091, 4.3355, 66.8151, -0.5928, -0.2964, 8.4564, 4.0613, 117.33, 80.35
15.031, 4.5887, 61.7284, -0.6593, -0.3296, 9.4776, 4.4244, 119.73, 81.72
16.937, 4.5333, 63.7620, -0.7021, -0.3160, 8.6861, 4.0796, 118.69, 81.10
18.902, 4.4247, 64.2398, -0.7377, -0.2814, 8.4042, 3.9954, 118.02, 80.71
19.815, 4.3375, 61.9195, -0.6266, -0.2973, 8.7082, 4.1813, 117.03, 80.17
20.716, 4.4652, 59.9401, -0.6506, -0.2892, 9.1031, 4.3080, 118.78, 81.16
21.647, 4.4310, 66.3717, -0.6959, -0.3296, 8.4578, 4.0179, 118.83, 81.16
41.657, 4.9123, 69.2042, -0.6026, -0.4608, 9.5821, 4.3234, 120.68, 82.21
43.638, 4.9320, 68.9655, -0.7604, -0.3422, 10.0711, 4.5349, 121.17, 82.48
44.607, 4.8243, 59.9401, -0.6762, -0.3043, 9.6336, 4.3860, 119.92, 81.82
46.572, 4.5617, 62.3701, -0.7152, -0.3065, 8.8348, 4.1365, 118.50, 81.02
47.437, 4.6711, 59.8802, -0.5755, -0.2713, 9.4102, 4.3540, 118.93, 81.29
48.344, 4.5931, 61.4754, -0.6867, -0.3434, 9.3890, 4.3809, 120.35, 82.05
49.272, 4.4724, 69.2841, -0.6913, -0.3275, 8.3495, 3.9481, 118.90, 81.17
50.214, 4.4303, 66.5927, -0.6749, -0.3197, 8.5617, 4.0677, 118.55, 80.98
51.109, 4.5511, 64.2398, -0.6306, -0.3153, 8.9833, 4.2109, 119.08, 81.32
52.054, 4.6642, 63.7620, -0.6637, -0.3318, 9.1721, 4.2470, 120.28, 82.00
52.956, 4.6520, 66.8151, -0.6635, -0.3481, 9.1610, 4.2474, 119.66, 81.66
53.889, 4.6972, 63.6943, -0.6959, -0.2930, 8.7199, 4.0234, 120.07, 81.88
54.821, 4.9609, 66.7408, -0.6713, -0.3180, 9.5328, 4.2800, 121.30, 82.63
55.726, 4.5407, 64.1711, -0.6735, -0.3190, 8.7419, 4.1024, 119.08, 81.32
56.625, 4.6861, 64.1026, -0.6564, -0.2917, 9.2520, 4.2739, 120.10, 81.90
59.165, 4.3561, 72.0288, -0.6967, -0.2933, 8.1466, 3.9032, 118.88, 81.16
