method,mape_mean,mape_std,mae_mean,mae_std,rmse_mean,rmse_std
SinBP_M,61.29596623652306,30.364445137004896,38.1493758701979,10.2012122322215,38.77235689083862,10.375826044966947
SinBP_D,62.670782750917354,29.61837746213996,39.138654576521546,9.879866676376455,39.88966993228269,10.252560463036536
RealTimeBP,62.86614000986674,29.838879786943384,39.194008414755736,9.762827022309219,39.57793580749994,9.990942973154638
