経過時間_秒, Green, SinWave
0.010, 0.56, 0.87
0.059, 1.38, 2.17
0.087, 3.05, 3.15
0.119, 5.44, 4.41
0.144, 7.07, 5.42
0.183, 8.20, 6.93
0.222, 9.16, 8.20
0.243, 9.38, 8.62
0.275, 8.93, 9.11
0.325, 8.11, 9.50
0.353, 7.21, 10.47
0.382, 6.43, 9.18
0.407, 5.81, 8.89
0.454, 5.29, 8.05
0.484, 4.78, 7.35
0.518, 4.21, 6.44
0.552, 3.55, 5.45
0.580, 2.82, 4.62
0.619, 1.78, 3.47
0.651, 1.08, 2.61
0.683, 0.91, 1.84
0.719, 0.78, 1.00
0.747, 0.60, 0.58
0.786, 0.33, 0.43
0.815, 0.45, 0.66
0.840, 1.16, 1.08
0.884, 2.72, 2.24
0.919, 5.25, 3.46
0.951, 6.80, 4.70
0.980, 7.79, 5.83
1.018, 9.00, 7.22
1.052, 9.56, 8.21
1.084, 9.44, 8.80
1.121, 8.88, 9.22
1.155, 8.16, 8.86
1.187, 7.49, 9.57
1.214, 6.97, 9.56
1.251, 6.54, 9.30
1.279, 6.12, 8.94
1.319, 5.67, 8.18
1.347, 5.15, 7.52
1.392, 4.54, 6.27
1.425, 3.79, 5.28
1.450, 2.36, 4.51
1.486, 0.98, 3.44
1.519, 0.91, 2.52
1.552, 0.64, 1.73
1.584, 0.42, 0.97
1.616, 0.73, 0.48
1.653, 1.72, 0.32
1.681, 3.64, 0.50
1.724, 6.13, 1.25
1.755, 7.08, 2.10
1.786, 8.10, 3.14
1.818, 9.18, 4.35
1.845, 9.62, 5.40
1.889, 9.51, 7.05
1.923, 9.08, 8.13
1.955, 8.58, 8.71
1.982, 8.18, 9.50
2.017, 7.93, 9.09
2.046, 7.77, 8.55
2.089, 7.65, 7.47
2.121, 7.50, 6.51
2.153, 7.25, 5.47
2.186, 6.90, 4.37
2.212, 6.26, 3.53
2.252, 5.06, 2.34
2.290, 2.94, 1.37
2.327, 0.77, 0.67
2.355, 1.18, 0.43
2.389, 2.74, 0.49
2.419, 5.02, 0.87
2.459, 6.16, 1.78
2.489, 7.09, 2.72
2.522, 8.13, 3.92
2.553, 9.15, 5.14
2.587, 9.51, 6.45
2.620, 9.28, 7.62
2.654, 8.73, 8.56
2.688, 8.13, 10.59
2.726, 7.67, 9.46
2.752, 7.32, 9.51
2.790, 7.02, 9.31
2.821, 6.71, 8.89
2.855, 6.34, 8.24
2.888, 5.86, 7.42
2.927, 5.31, 6.28
2.960, 4.50, 5.24
2.987, 2.85, 4.39
3.024, 1.23, 3.27
3.055, 0.93, 2.43
3.095, 0.64, 1.49
3.123, 1.09, 1.02
3.157, 2.46, 0.78
3.190, 4.88, 0.88
3.226, 6.20, 1.38
3.262, 7.07, 2.23
3.302, 8.07, 3.48
3.322, 9.17, 4.19
3.354, 9.67, 5.37
3.386, 9.60, 6.54
3.425, 9.20, 7.81
3.461, 8.71, 9.61
