経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.010, 4.2142, 72.2022, -0.6679, -0.3143, 8.0121, 3.9029, 115.15, 75.85
0.275, 4.2142, 72.2022, -0.6679, -0.3143, 8.0121, 3.9029, 115.15, 75.85
1.084, 4.2986, 72.3764, -0.6377, -0.3188, 7.9028, 3.8117, 115.93, 76.83
1.889, 4.0925, 70.8383, -0.6519, -0.3259, 7.4146, 3.6651, 115.41, 77.25
2.620, 4.2302, 74.9064, -0.5746, -0.3284, 8.1271, 3.9515, 117.93, 79.12
3.386, 4.1292, 75.0000, -0.6762, -0.3607, 7.5416, 3.7113, 118.58, 82.06
4.155, 2.9898, 81.8554, -0.6462, -0.3446, 4.8347, 2.7960, 101.06, 65.76
4.958, 3.7749, 77.5194, -0.6875, -0.3438, 6.5785, 3.3859, 110.82, 74.38
5.789, 3.7026, 78.3290, -0.6986, -0.3288, 6.0299, 3.1337, 106.19, 69.35
6.568, 4.1686, 74.8130, -0.5957, -0.3177, 8.3005, 4.0655, 116.49, 77.03
7.328, 4.3017, 72.0288, -0.6341, -0.3389, 8.8666, 4.2750, 123.78, 85.34
8.070, 4.2150, 78.1250, -0.6079, -0.3474, 7.4728, 3.6399, 115.33, 78.05
8.804, 3.5852, 78.0234, -0.6671, -0.3558, 5.9875, 3.1622, 109.82, 74.55
9.540, 3.8424, 81.8554, -0.6294, -0.3147, 6.5720, 3.3527, 109.37, 73.22
10.275, 3.6981, 81.3008, -0.6277, -0.3587, 6.5582, 3.4103, 110.57, 75.03
13.546, 2.8310, 89.6861, -0.5837, -0.2694, 4.5541, 2.7066, 102.88, 69.67
14.254, 3.3120, 95.2381, -0.6609, -0.3777, 5.5825, 3.0675, 106.87, 73.33
15.020, 4.0733, 84.6262, -0.6992, -0.3263, 7.4989, 3.7156, 113.72, 77.69
15.791, 4.1817, 85.3485, -0.6884, -0.3442, 7.7803, 3.8047, 112.51, 75.11
17.425, 4.3222, 78.4314, -0.6857, -0.3429, 8.1711, 3.9304, 112.41, 73.97
20.739, 4.3599, 71.1744, -0.6592, -0.3296, 8.0164, 3.8392, 114.93, 76.36
21.534, 4.3511, 72.2022, -0.6519, -0.3259, 8.3031, 3.9805, 117.93, 79.24
24.039, 4.3381, 71.8563, -0.6642, -0.3321, 8.4283, 4.0466, 114.04, 74.21
24.871, 4.5318, 68.6499, -0.6567, -0.3284, 8.3464, 3.9207, 117.73, 78.83
25.711, 3.9297, 74.9064, -0.6346, -0.3570, 6.8181, 3.4394, 111.83, 74.01
27.382, 4.5127, 71.7703, -0.6687, -0.3147, 8.2867, 3.9009, 120.22, 81.17
28.215, 4.5534, 71.5990, -0.6346, -0.3173, 8.4089, 3.9407, 117.94, 78.30
29.058, 3.9867, 72.0288, -0.6735, -0.3565, 7.1524, 3.5822, 114.64, 76.46
29.916, 4.5197, 71.6846, -0.7055, -0.3135, 8.6835, 4.0845, 119.95, 79.84
30.718, 4.4593, 72.2892, -0.6147, -0.3073, 8.1542, 3.8614, 115.27, 75.07
31.553, 4.4442, 68.4932, -0.6995, -0.3292, 8.6129, 4.0856, 121.64, 82.55
32.427, 4.1552, 75.2823, -0.7114, -0.3162, 7.3209, 3.5914, 112.05, 73.00
33.261, 4.4604, 71.7703, -0.6419, -0.3021, 8.7012, 4.1200, 117.62, 76.79
