経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.001, 4.5894, 74.0741, -0.7061, -0.4708, 8.5172, 3.9758, 127.53, 98.26
0.402, 4.5894, 74.0741, -0.7061, -0.4708, 8.5172, 3.9758, 127.53, 98.26
1.238, 4.8008, 72.1154, -0.5957, -0.3574, 9.1032, 4.1546, 126.98, 98.44
2.071, 4.7572, 72.1154, -0.5526, -0.3947, 9.2876, 4.2582, 127.82, 97.63
2.940, 4.2028, 71.6846, -0.5546, -0.4358, 7.0387, 3.4334, 128.43, 97.87
4.550, 4.5287, 69.7674, -0.5685, -0.3797, 8.2572, 3.8801, 128.12, 98.60
5.348, 4.4827, 81.6327, -0.5280, -0.4149, 7.8453, 3.7054, 127.98, 97.86
6.186, 4.6325, 68.6499, -0.6203, -0.4135, 8.6205, 4.0052, 127.93, 98.19
6.989, 4.6637, 74.9064, -0.5907, -0.3938, 8.5586, 3.9632, 127.48, 98.10
7.786, 4.7020, 71.9424, -0.6164, -0.3699, 8.9584, 4.1313, 127.69, 97.96
8.604, 4.7414, 75.1880, -0.6190, -0.3722, 9.2625, 4.2538, 127.65, 97.73
9.455, 4.6433, 74.9064, -0.6463, -0.3635, 8.7968, 4.0824, 127.73, 97.72
10.223, 4.7109, 74.5342, -0.5429, -0.3878, 9.0670, 4.1775, 127.47, 97.68
11.067, 4.7975, 68.7285, -0.6445, -0.3854, 9.1923, 4.1968, 127.96, 97.94
11.868, 4.5556, 78.7402, -0.5865, -0.3910, 8.3497, 3.9120, 127.63, 97.80
12.700, 4.6189, 71.0900, -0.6592, -0.3708, 8.3657, 3.8925, 127.91, 97.90
13.534, 4.5802, 75.0000, -0.5950, -0.3570, 8.1711, 3.8180, 127.67, 97.66
14.303, 4.6246, 71.9424, -0.5540, -0.3957, 8.8063, 4.0951, 127.85, 97.64
15.169, 4.6971, 71.7703, -0.6429, -0.4286, 8.5620, 3.9506, 128.04, 97.96
15.975, 4.5590, 78.6370, -0.5341, -0.4197, 8.3881, 3.9285, 127.38, 98.19
16.772, 4.6893, 68.8863, -0.5732, -0.4094, 8.8478, 4.0858, 127.86, 98.22
17.609, 4.6641, 74.6269, -0.6211, -0.4141, 8.7641, 4.0581, 127.80, 98.08
18.378, 4.4942, 74.8130, -0.5513, -0.3938, 8.0139, 3.7802, 127.69, 98.05
19.178, 4.6310, 71.9424, -0.6432, -0.3867, 8.6766, 4.0319, 128.07, 97.93
19.977, 4.6430, 78.5340, -0.6188, -0.3713, 8.7470, 4.0594, 127.64, 97.80
20.786, 4.7578, 75.0000, -0.5782, -0.3717, 9.4730, 4.3429, 127.63, 97.73
21.588, 4.7590, 74.0741, -0.5711, -0.4079, 8.9640, 4.1091, 127.91, 97.76
22.326, 4.4946, 75.5668, -0.5349, -0.4115, 8.2739, 3.9027, 128.00, 98.02
23.130, 4.4063, 74.1656, -0.6698, -0.4465, 8.1149, 3.8659, 128.38, 98.01
23.920, 4.3001, 81.7439, -0.6164, -0.3699, 7.5121, 3.6226, 127.65, 98.18
24.660, 4.5133, 74.9064, -0.5841, -0.3755, 8.2555, 3.8859, 128.03, 97.63
25.493, 4.6092, 74.5342, -0.7135, -0.3568, 8.4355, 3.9292, 128.23, 97.68
26.328, 4.4588, 80.3213, -0.6346, -0.3570, 7.5150, 3.5590, 127.78, 97.42
27.131, 4.7757, 72.4638, -0.5928, -0.3557, 9.1063, 4.1670, 127.61, 97.62
27.962, 4.8069, 72.7273, -0.6567, -0.3694, 8.9228, 4.0697, 127.88, 97.63
28.775, 4.5493, 74.4417, -0.5964, -0.3578, 8.1433, 3.8179, 127.71, 97.65
29.610, 4.6846, 72.1154, -0.6486, -0.3649, 8.9207, 4.1216, 127.85, 97.64
30.442, 4.6594, 74.9064, -0.6486, -0.3649, 8.8065, 4.0798, 127.56, 97.66
31.237, 4.6673, 71.8563, -0.5950, -0.3570, 9.1518, 4.2362, 127.46, 97.68
32.081, 4.7732, 71.2589, -0.6633, -0.3731, 9.2580, 4.2375, 127.78, 97.65
32.910, 4.5661, 75.6620, -0.6647, -0.3519, 8.1408, 3.8097, 127.62, 97.69
33.711, 4.6555, 71.4286, -0.6377, -0.3188, 9.2740, 4.2982, 127.42, 97.55
34.551, 4.6030, 71.8563, -0.6592, -0.3296, 8.7310, 4.0695, 127.91, 97.25
35.346, 4.5386, 75.0000, -0.6286, -0.3536, 8.5653, 4.0205, 127.75, 97.33
