経過時間_秒, Green, IBI, Smoothed_IBI, bpmSD, Smoothed_BPM
0.016, 4.48, 834.00, 820.46, 4.78, 73.13
0.091, 6.67, 834.00, 820.46, 4.78, 73.13
0.113, 7.66, 834.00, 820.46, 4.78, 73.13
0.148, 8.63, 834.00, 820.46, 4.78, 73.13
0.179, 9.23, 834.00, 820.46, 4.78, 73.13
0.206, 9.63, 834.00, 820.46, 4.78, 73.13
0.239, 9.82, 834.00, 820.46, 4.78, 73.13
0.270, 9.80, 832.00, 826.23, 4.67, 72.62
0.314, 9.62, 832.00, 826.23, 4.67, 72.62
0.343, 9.29, 832.00, 826.23, 4.67, 72.62
0.377, 8.84, 832.00, 826.23, 4.67, 72.62
0.414, 8.32, 832.00, 826.23, 4.67, 72.62
0.445, 7.70, 832.00, 826.23, 4.67, 72.62
0.473, 7.05, 832.00, 826.23, 4.67, 72.62
0.507, 6.36, 832.00, 826.23, 4.67, 72.62
0.550, 5.51, 832.00, 826.23, 4.67, 72.62
0.577, 4.01, 832.00, 826.23, 4.67, 72.62
0.613, 1.85, 832.00, 826.23, 4.67, 72.62
0.642, 1.73, 832.00, 826.23, 4.67, 72.62
0.686, 1.25, 832.00, 826.23, 4.67, 72.62
0.712, 0.67, 832.00, 826.23, 4.67, 72.62
0.743, 0.60, 832.00, 826.23, 4.67, 72.62
0.786, 1.12, 832.00, 826.23, 4.67, 72.62
0.820, 2.13, 832.00, 826.23, 4.67, 72.62
0.847, 3.47, 832.00, 826.23, 4.67, 72.62
0.879, 4.98, 832.00, 826.23, 4.67, 72.62
0.914, 6.50, 832.00, 826.23, 4.67, 72.62
0.948, 7.70, 832.00, 826.23, 4.67, 72.62
0.981, 8.86, 832.00, 826.23, 4.67, 72.62
1.012, 9.79, 832.00, 826.23, 4.67, 72.62
1.049, 9.84, 832.00, 826.23, 4.67, 72.62
1.081, 9.75, 812.00, 819.12, 4.52, 73.25
1.124, 9.51, 812.00, 819.12, 4.52, 73.25
