経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.016, 4.7240, 71.8563, -0.5540, -0.4341, 9.4377, 4.3422, 108.36, 79.48
0.270, 4.7240, 71.8563, -0.5540, -0.4341, 9.4377, 4.3422, 108.36, 79.48
1.081, 4.7060, 71.7703, -0.5950, -0.3954, 9.0394, 4.1669, 109.51, 79.99
2.615, 4.5313, 74.1656, -0.6096, -0.3251, 8.1791, 3.8423, 109.95, 80.50
3.350, 4.4639, 86.0832, -0.5150, -0.3962, 8.2046, 3.8833, 108.34, 78.69
4.135, 4.6305, 71.8563, -0.5837, -0.4041, 8.7295, 4.0567, 111.03, 82.00
4.857, 4.2315, 81.6327, -0.5466, -0.3793, 7.5018, 3.6469, 111.75, 81.89
5.657, 4.6031, 78.1250, -0.6381, -0.4102, 8.5950, 4.0061, 111.25, 82.16
6.426, 3.9250, 81.4111, -0.4944, -0.4120, 6.4136, 3.2373, 112.18, 81.51
7.156, 4.2278, 75.0000, -0.6008, -0.4720, 7.7734, 3.7805, 113.32, 84.28
7.998, 4.4286, 77.0218, -0.7229, -0.3621, 8.0750, 3.8372, 112.53, 82.54
8.866, 4.2285, 82.3045, -0.5879, -0.3527, 7.3525, 3.5755, 108.91, 78.15
10.334, 3.9049, 69.1244, -0.5323, -0.3422, 6.7455, 3.4136, 114.06, 84.87
11.103, 4.7963, 89.1530, -0.5768, -0.4120, 9.6754, 4.4179, 108.24, 79.70
11.906, 4.6408, 74.3494, -0.6429, -0.3857, 8.7257, 4.0504, 110.03, 80.45
12.706, 4.4756, 78.8436, -0.6172, -0.3703, 7.9293, 3.7481, 109.41, 79.11
13.573, 4.6617, 74.4417, -0.6188, -0.3713, 9.0033, 4.1699, 108.61, 79.15
17.650, 3.0902, 88.8889, -0.4948, -0.3045, 4.7939, 2.7271, 113.89, 84.56
18.425, 4.3864, 89.9550, -0.6226, -0.4003, 7.7665, 3.7083, 110.93, 82.01
19.187, 4.4484, 81.6327, -0.5535, -0.3832, 7.7059, 3.6536, 110.43, 80.12
19.919, 4.5681, 78.5340, -0.5197, -0.4331, 8.7065, 4.0736, 110.79, 81.71
20.722, 3.9997, 77.9221, -0.5402, -0.4502, 6.6364, 3.3183, 114.57, 84.74
23.394, 3.9683, 88.3652, -0.4932, -0.3288, 6.9755, 3.5017, 114.66, 85.62
24.801, 4.5859, 80.8625, -0.6809, -0.3631, 8.6743, 4.0506, 112.97, 83.94
26.367, 2.0460, 78.1250, -0.4720, -0.5593, 2.7249, 1.9050, 117.89, 86.36
28.609, 3.7466, 69.1244, -1.0967, -0.2991, 6.2319, 3.2196, 117.06, 86.50
29.273, 1.2684, 99.8336, -0.3877, -0.4739, 3.6260, 3.2196, 117.06, 86.50
29.917, 3.9359, 77.7202, -0.5467, -0.5467, 7.8991, 3.9816, 118.91, 91.31
31.245, 3.5560, 94.1915, -0.8186, -0.7163, 5.9673, 3.1645, 116.10, 86.06
32.256, 2.7422, 93.7500, -0.4243, -0.6600, 3.9083, 2.3601, 121.52, 88.18
32.851, 0.8661, 85.5920, -0.2825, -0.5649, 0.6009, 0.6457, 119.63, 88.12
33.553, 0.5882, 60.0000, -0.5537, -0.6644, 0.4952, 0.6457, 119.63, 88.12
34.221, 3.2539, 100.1669, -0.1412, -0.7061, 5.1329, 2.8455, 114.97, 80.64
34.890, 0.7764, 71.6846, -0.4446, -0.6422, 2.5073, 2.8455, 114.97, 80.64
36.828, 0.7498, 106.5719, -0.4933, -0.2466, 0.6012, 0.6943, 115.64, 85.49
39.970, 4.5701, 86.5801, -0.4067, -0.6391, 9.3194, 4.3594, 114.96, 86.20
40.537, 2.8576, 80.5369, -0.4286, -0.5510, 7.3693, 4.3594, 114.96, 86.20
41.103, 4.3941, 113.6364, -0.5229, -0.5810, 8.3639, 3.9900, 122.65, 94.85
41.708, 3.6148, 105.0788, -0.6425, -0.4673, 5.5851, 2.9376, 124.35, 94.69
42.306, 2.5017, 106.5719, -0.6000, -0.3818, 3.4810, 2.2008, 122.07, 91.84
42.879, 3.7930, 98.8468, -0.6611, -0.7713, 6.9506, 3.5689, 119.29, 90.85
43.681, 2.1454, 99.8336, -0.2880, -0.8063, 2.6438, 1.8050, 125.79, 93.73
47.655, 4.0331, 93.1677, -0.6548, -0.6548, 6.7467, 3.3595, 121.11, 90.32
49.794, 2.8669, 71.6846, -0.4096, -0.6436, 1.9050, 1.1251, 130.02, 99.25
50.457, 3.3773, 86.0832, -0.5465, -0.6030, 5.7313, 3.1187, 127.23, 98.52
51.761, 3.9386, 90.2256, -0.5483, -0.4970, 6.9117, 3.4827, 119.86, 90.70
52.330, 3.5631, 84.6262, -0.6070, -0.3863, 5.7457, 3.0439, 121.27, 91.77
52.939, 3.1644, 100.1669, -0.6960, -0.3480, 5.2772, 2.9666, 121.01, 92.08
53.496, 3.4630, 105.8201, -0.6513, -0.7056, 5.9280, 3.1855, 118.13, 88.83
55.506, 1.2159, 106.0071, -0.4722, -0.4147, 1.2705, 1.1522, 129.18, 98.92
56.151, 3.4456, 67.1892, -0.5726, -0.8328, 2.1388, 1.1522, 129.18, 98.92
59.084, 0.3078, 114.0684, -0.3075, -0.5637, 0.9966, 1.7962, 123.70, 92.37
59.647, 4.9703, 81.6327, -0.4017, -0.6313, 11.6285, 5.2159, 117.12, 89.55
