経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.018, 4.8416, 57.5264, -0.6306, -0.8408, 9.7910, 4.4497, 126.95, 101.16
12.348, 5.0590, 62.1762, -1.1035, -0.5255, 10.0694, 4.4768, 129.57, 100.74
13.349, 5.1131, 63.5593, -0.8083, -0.4920, 9.9078, 4.3816, 124.68, 98.58
14.286, 3.4798, 64.5161, -0.6264, -0.2967, 5.7427, 3.0785, 126.97, 98.41
17.085, 2.5077, 54.5455, -0.5283, -0.7748, 4.1105, 2.5957, 128.80, 98.19
27.540, 2.9234, 113.8520, -0.6268, -0.7743, 6.3301, 3.7022, 128.19, 97.70
29.184, 5.1402, 107.9137, -0.4723, -0.7084, 8.3937, 3.7022, 128.19, 97.70
46.051, 4.7608, 51.0204, -0.9334, -0.4942, 9.5252, 4.3655, 127.14, 98.36
47.024, 4.1966, 59.7015, -0.8383, -0.3430, 7.4901, 3.6563, 126.32, 98.29
51.263, 5.0126, 53.0035, -0.6451, -0.2037, 10.5293, 4.7029, 126.71, 99.47
53.005, 4.4099, 54.0541, -0.3626, -0.5440, 8.6428, 4.1157, 128.10, 98.59
54.010, 4.3903, 60.0000, -0.6006, -0.4946, 8.2063, 3.9165, 127.73, 99.57
55.042, 4.3999, 69.2841, -0.6567, -0.2955, 8.1748, 3.8972, 126.75, 98.96
56.109, 4.9713, 68.8073, -0.5436, -0.3517, 10.1062, 4.5326, 126.76, 97.39
57.116, 4.5936, 58.0271, -0.4639, -0.3402, 8.6603, 4.0407, 127.36, 97.91
58.048, 5.1335, 56.3380, -0.4906, -0.8520, 11.3637, 5.0155, 127.09, 98.02
59.055, 4.5882, 59.6421, -0.5311, -0.4603, 8.9484, 4.1776, 125.38, 102.15
