経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.033, 3.2926, 42.6743, -1.3107, -0.6939, 5.9311, 3.2686, 139.97, 96.83
3.705, 4.0053, 94.6372, -1.2336, -0.6168, 6.3008, 3.1483, 135.68, 95.24
34.011, 4.1834, 95.2381, -0.6727, -0.3187, 6.6767, 3.2644, 130.02, 96.52
35.911, 4.9216, 61.7284, -0.5994, -0.8462, 7.2419, 3.2644, 130.02, 96.52
37.825, 4.0247, 100.1669, -0.6756, -0.2845, 6.4979, 3.2390, 128.09, 96.75
38.786, 3.4958, 46.0476, -0.6663, -0.3156, 6.0559, 3.2390, 128.09, 96.75
39.726, 4.5192, 63.7620, -0.6524, -0.3434, 6.8856, 3.2390, 128.09, 96.75
41.631, 5.0913, 63.9659, -0.4915, -0.8426, 7.3083, 3.2390, 128.09, 96.75
42.567, 5.0972, 53.0035, -0.6556, -0.3278, 7.3126, 3.2390, 128.09, 96.75
43.468, 4.8966, 77.8210, -0.6699, -0.8462, 9.8764, 4.4632, 126.96, 97.55
44.429, 4.9122, 64.7948, -0.1829, -0.2927, 9.5719, 4.3188, 124.57, 101.92
45.370, 4.9287, 66.0066, -0.6875, -0.8594, 9.7685, 4.4001, 129.35, 97.70
46.332, 4.7162, 61.3497, -0.7014, -0.8417, 9.3326, 4.2974, 124.43, 102.01
47.310, 4.6531, 64.6552, -0.6861, -0.8576, 9.3833, 4.3499, 124.41, 101.86
48.280, 4.8529, 61.6016, -0.7079, -0.8427, 9.8131, 4.4545, 124.21, 102.07
49.246, 4.8793, 62.3701, -0.6804, -0.2722, 9.8659, 4.4664, 124.15, 101.93
50.251, 4.7359, 61.9195, -0.7181, -0.3078, 8.8761, 4.0787, 127.54, 97.45
51.248, 3.9795, 93.6037, -0.7224, -0.8537, 8.1364, 4.0787, 127.54, 97.45
52.215, 3.9795, 93.6037, -0.1655, -0.2648, 8.1364, 4.0787, 127.54, 97.45
53.150, 4.7252, 60.0601, -0.6825, -0.2730, 8.4054, 3.8668, 129.78, 97.46
54.114, 3.2029, 44.9775, -0.7412, -0.2824, 6.9202, 3.8668, 129.78, 97.46
55.129, 4.5942, 64.1026, -0.7523, -0.8549, 9.1574, 4.2724, 126.88, 97.07
56.063, 4.8486, 59.8802, -0.6509, -0.8462, 9.7497, 4.4278, 123.60, 101.26
56.994, 4.8486, 59.8802, -0.7059, -0.2824, 9.7497, 4.4278, 123.60, 101.26
58.001, 4.0755, 100.0000, -0.7452, -0.2839, 8.9387, 4.4278, 123.60, 101.26
59.936, 4.8038, 60.0601, -0.4260, -0.7537, 9.3923, 4.2853, 127.85, 97.46
