経過時間_秒, Green, SinWave
11.693, 9.25, 6.91
11.724, 9.02, 6.01
11.769, 8.76, 4.59
11.795, 8.47, 3.76
11.827, 8.04, 2.80
11.859, 7.48, 1.93
11.893, 6.81, 0.84
11.927, 6.09, 0.36
11.961, 5.23, 0.97
11.997, 3.78, 2.62
12.028, 1.29, 4.52
12.058, 0.96, 6.39
12.096, 0.88, 7.97
12.127, 0.87, 8.51
12.156, 0.88, 8.83
12.190, 0.84, 8.94
12.229, 0.86, 8.74
12.260, 0.92, 8.33
12.293, 0.75, 7.69
12.325, 0.54, 6.88
12.363, 0.90, 5.76
12.395, 2.06, 4.75
12.432, 4.14, 3.58
12.456, 6.23, 2.85
12.493, 7.03, 1.86
12.530, 8.02, 0.68
12.559, 9.12, 0.36
12.604, 9.66, 1.42
12.630, 9.66, 2.73
12.658, 9.39, 4.45
12.702, 9.07, 7.11
12.728, 8.80, 7.99
12.761, 8.58, 8.55
12.797, 8.35, 8.89
12.823, 8.09, 8.94
12.857, 7.73, 8.77
12.892, 7.25, 8.32
12.929, 6.71, 7.57
12.964, 5.93, 6.66
12.994, 4.61, 5.76
13.027, 2.39, 4.72
13.067, 1.06, 3.45
13.095, 0.97, 2.62
13.128, 0.99, 1.76
13.157, 1.00, 0.78
13.197, 0.92, 0.41
13.229, 0.95, 1.18
13.260, 0.98, 2.67
13.299, 0.98, 5.09
13.330, 0.61, 6.95
13.364, 0.47, 8.09
13.399, 0.93, 8.64
13.429, 2.17, 8.89
13.459, 4.27, 8.93
13.492, 6.35, 8.73
13.522, 7.28, 8.33
13.564, 8.37, 7.47
13.603, 9.33, 6.43
13.623, 9.71, 5.83
13.661, 9.66, 4.62
13.705, 9.39, 3.24
13.740, 9.10, 2.24
13.767, 8.84, 1.54
13.794, 8.58, 0.63
13.829, 8.26, 0.42
13.858, 7.80, 1.11
13.899, 7.22, 3.14
13.929, 6.53, 5.03
13.965, 5.79, 7.17
13.996, 4.68, 8.11
14.030, 2.83, 8.64
14.056, 1.11, 8.87
14.099, 0.94, 8.90
14.129, 0.82, 8.67
14.165, 0.84, 8.12
14.196, 0.83, 7.45
14.237, 0.85, 6.34
14.258, 0.81, 5.70
14.293, 0.80, 4.59
14.341, 0.64, 4.04
14.368, 0.44, 3.27
14.395, 0.69, 2.54
14.427, 1.56, 1.78
14.462, 3.12, 0.54
14.497, 5.37, 0.62
14.531, 7.31, 2.23
14.564, 8.46, 4.67
14.605, 9.32, 7.59
14.631, 9.56, 8.15
14.663, 9.31, 8.60
14.694, 8.91, 8.87
14.730, 8.58, 8.94
14.761, 8.40, 8.79
14.805, 8.29, 8.26
14.841, 8.13, 7.58
14.864, 7.83, 7.06
14.904, 7.34, 6.01
14.926, 6.69, 5.38
14.965, 5.96, 4.24
14.992, 4.90, 3.46
15.032, 3.00, 2.39
15.060, 1.08, 1.74
15.096, 0.99, 0.48
15.133, 0.88, 0.77
15.168, 0.91, 2.64
15.199, 0.93, 4.99
15.238, 1.09, 7.69
15.265, 1.11, 8.20
15.299, 0.64, 8.66
15.332, 0.62, 8.90
15.372, 1.37, 8.90
15.407, 2.94, 8.65
15.438, 5.23, 8.23
15.471, 6.69, 7.61
15.494, 7.65, 7.08
15.531, 8.73, 6.12
15.571, 9.44, 4.97
15.604, 9.59, 4.01
15.638, 9.37, 3.05
15.663, 9.01, 2.39
15.699, 8.70, 8.53
15.730, 8.40, 6.00
15.765, 8.13, 4.76
15.804, 7.80, 3.40
15.832, 7.38, 2.51
15.866, 6.88, 1.40
15.905, 6.28, 0.47
15.935, 5.58, 0.88
15.972, 4.34, 2.60
16.004, 2.22, 4.76
16.026, 1.03, 6.32
16.068, 0.88, 8.50
16.106, 0.85, 9.22
16.136, 0.79, 9.53
16.169, 0.77, 9.58
16.206, 0.80, 9.27
16.240, 0.83, 8.68
16.275, 0.48, 7.80
16.303, 0.60, 6.95
16.338, 1.43, 5.75
16.373, 3.19, 4.51
16.402, 5.73, 3.50
16.439, 6.60, 2.33
16.468, 7.53, 1.36
16.507, 8.54, 0.47
16.534, 9.43, 0.82
16.571, 9.83, 2.48
16.607, 9.89, 4.90
16.638, 9.80, 7.05
16.670, 9.66, 8.53
16.705, 9.48, 9.19
16.737, 9.23, 9.53
16.772, 8.87, 9.57
16.806, 8.39, 9.29
16.834, 7.81, 8.83
16.873, 7.19, 7.89
16.907, 6.53, 6.85
16.931, 5.53, 6.04
16.979, 3.97, 4.33
17.006, 1.22, 3.40
17.038, 1.01, 2.39
17.075, 0.95, 1.12
17.109, 0.90, 0.46
17.138, 0.92, 0.91
17.172, 0.95, 2.48
17.204, 0.93, 4.62
17.240, 0.69, 7.11
17.271, 0.45, 8.57
17.307, 0.74, 9.31
17.339, 1.72, 9.58
17.371, 3.52, 9.48
17.416, 6.12, 8.69
17.448, 7.09, 7.75
17.475, 8.11, 6.78
17.504, 9.20, 5.62
17.540, 9.72, 4.12
17.576, 9.76, 2.73
17.604, 9.56, 1.81
17.635, 9.36, 0.84
17.673, 9.22, 0.47
17.710, 9.13, 1.04
17.744, 9.01, 2.28
17.773, 8.78, 3.72
17.809, 8.41, 5.71
17.842, 7.89, 7.43
17.874, 7.26, 8.62
17.909, 6.39, 9.32
17.944, 5.00, 9.59
17.976, 2.59, 9.43
18.007, 1.41, 8.93
18.040, 1.28, 8.05
18.074, 1.15, 6.86
18.102, 1.08, 5.74
18.140, 1.04, 4.17
18.179, 1.04, 2.66
18.207, 0.89, 1.73
18.240, 0.50, 0.76
18.274, 0.54, 0.47
18.307, 1.17, 0.94
18.338, 2.41, 1.98
18.374, 4.17, 3.72
18.406, 6.36, 5.49
18.443, 7.91, 7.43
18.474, 8.99, 8.59
18.506, 9.57, 9.26
18.541, 9.60, 9.58
18.574, 9.32, 9.47
18.605, 8.94, 8.99
18.637, 8.62, 4.17
18.683, 8.33, 2.33
