経過時間_秒, Green, SinWave
0.032, 0.81, 7.56
0.088, 1.68, 9.01
0.104, 3.49, 9.30
0.129, 5.82, 9.56
0.166, 6.71, 9.47
0.195, 7.69, 9.02
0.233, 8.67, 7.99
0.263, 9.36, 6.90
0.301, 9.79, 5.31
0.325, 9.89, 4.27
0.361, 9.95, 2.79
0.398, 9.94, 1.57
0.431, 9.90, 0.93
0.463, 9.72, 9.17
0.497, 9.39, 9.49
0.528, 8.89, 9.02
0.565, 8.22, 8.27
0.600, 7.47, 7.42
0.627, 6.57, 6.69
0.674, 5.25, 5.35
0.710, 3.16, 4.32
0.735, 1.64, 3.63
0.759, 1.49, 3.01
0.796, 1.46, 2.17
0.832, 1.43, 1.37
0.865, 1.28, 0.95
0.900, 0.87, 0.80
0.934, 0.49, 0.98
0.963, 0.61, 1.38
1.001, 1.36, 2.21
1.034, 2.69, 3.16
1.068, 4.45, 4.29
1.099, 6.57, 5.39
1.129, 8.01, 6.46
1.168, 9.02, 7.75
1.202, 9.66, 8.68
1.231, 9.94, 9.20
1.264, 9.99, 9.64
1.303, 9.89, 9.93
1.331, 9.85, 9.96
1.366, 9.87, 12.41
1.401, 9.88, 9.65
1.439, 9.75, 8.84
1.464, 9.42, 8.09
1.498, 8.84, 6.87
1.533, 8.05, 5.48
1.565, 6.96, 4.18
1.606, 5.26, 2.64
1.642, 2.45, 1.66
1.668, 2.03, 1.25
1.697, 1.64, 0.89
1.729, 1.41, 0.62
1.766, 1.22, 0.48
1.795, 1.06, 0.52
1.831, 0.86, 0.73
1.865, 0.42, 1.09
1.909, 0.25, 1.78
1.930, 0.48, 2.18
1.965, 1.11, 2.94
2.009, 2.02, 4.01
2.033, 3.13, 4.63
2.064, 4.22, 5.45
2.100, 5.24, 6.38
2.129, 6.18, 7.11
2.175, 6.95, 8.15
2.201, 7.72, 8.69
2.235, 8.68, 9.49
2.264, 8.35, 9.89
2.302, 8.06, 9.98
2.346, 7.73, 8.15
2.385, 7.26, 8.18
2.407, 6.52, 7.63
2.433, 5.54, 6.90
2.467, 4.34, 5.87
2.498, 3.05, 4.89
2.542, 1.83, 3.52
2.567, 1.55, 2.79
2.602, 1.28, 1.88
2.636, 1.11, 1.11
2.669, 0.91, 0.56
2.699, 0.60, 0.29
2.735, 0.35, 0.26
2.766, 0.62, 0.49
2.803, 1.59, 1.07
2.842, 3.38, 1.99
2.871, 5.81, 2.83
2.900, 6.68, 3.77
2.935, 7.52, 4.97
2.969, 8.37, 6.14
3.010, 9.10, 7.46
3.037, 9.65, 8.21
3.070, 9.84, 8.91
3.098, 9.88, 9.35
3.137, 9.85, 9.71
3.167, 9.90, 9.77
3.199, 9.93, 9.63
3.235, 9.88, 9.21
3.269, 9.71, 8.61
3.300, 9.42, 7.73
3.333, 9.02, 9.92
3.377, 8.51, 9.70
3.410, 7.78, 9.34
3.435, 6.66, 8.96
3.467, 4.78, 8.36
3.509, 1.93, 7.41
3.535, 1.76, 6.76
3.571, 1.55, 5.79
3.610, 1.31, 4.71
3.643, 0.92, 3.82
3.668, 0.51, 3.17
3.709, 0.69, 2.19
3.748, 1.62, 1.35
3.776, 3.28, 0.83
3.801, 5.49, 0.52
3.835, 6.77, 0.34
3.876, 7.65, 0.50
3.900, 8.57, 0.78
3.935, 9.28, 1.42
3.968, 9.73, 2.24
4.010, 9.88, 3.51
4.044, 9.96, 4.66
4.067, 9.94, 5.45
4.102, 9.87, 6.64
4.137, 9.67, 11.21
4.177, 9.32, 9.73
4.211, 8.81, 9.96
4.237, 8.14, 9.89
4.268, 7.35, 9.56
4.309, 6.35, 8.71
4.335, 4.86, 7.96
4.390, 2.44, 6.05
4.408, 1.76, 5.37
4.444, 1.53, 4.02
4.477, 1.33, 2.86
4.510, 1.17, 1.88
4.544, 1.02, 1.29
4.569, 0.84, 0.98
4.603, 0.48, 0.66
4.644, 0.26, 0.50
4.672, 0.42, 0.54
4.705, 0.99, 0.72
4.739, 1.89, 1.07
4.772, 3.11, 1.55
4.804, 4.46, 2.14
4.845, 5.80, 3.03
4.876, 7.02, 3.78
4.903, 8.14, 4.48
4.938, 9.25, 5.40
4.978, 9.27, 6.44
5.010, 9.06, 7.23
5.044, 8.99, 8.00
5.079, 8.91, 7.62
5.101, 8.75, 5.95
5.136, 8.39, 4.62
5.169, 7.77, 3.38
5.210, 6.94, 1.99
5.243, 5.96, 1.20
5.277, 4.63, 0.66
5.310, 2.32, 0.34
5.346, 1.46, 0.24
5.388, 1.24, 0.46
5.403, 1.15, 0.62
5.444, 1.05, 1.27
5.483, 0.70, 2.14
5.510, 0.44, 2.84
5.547, 0.80, 3.91
5.576, 1.96, 4.79
5.609, 3.94, 5.79
5.638, 5.94, 6.62
5.677, 6.84, 7.63
5.711, 7.72, 8.44
5.742, 8.58, 9.00
5.772, 9.34, 9.26
5.810, 9.74, 9.18
5.845, 9.80, 8.70
5.876, 9.75, 7.98
5.909, 9.74, 6.98
5.944, 9.83, 5.69
5.977, 9.93, 4.47
6.013, 9.94, 3.12
6.044, 9.81, 2.08
6.077, 9.54, 1.25
6.112, 9.14, 6.33
6.144, 8.59, 8.49
6.177, 7.85, 7.73
6.210, 6.73, 6.86
6.244, 4.91, 5.90
6.277, 1.81, 4.93
6.307, 1.66, 4.06
6.346, 1.41, 2.98
6.379, 1.08, 2.18
6.411, 0.54, 1.46
6.446, 0.65, 0.84
6.482, 1.63, 0.49
6.512, 3.58, 0.44
6.548, 5.69, 0.67
6.578, 6.60, 1.10
6.611, 7.45, 1.80
6.644, 8.37, 2.68
6.680, 9.18, 3.81
6.712, 9.61, 4.89
6.744, 9.70, 5.99
6.777, 9.75, 7.08
6.811, 9.87, 8.09
6.844, 9.93, 8.85
6.878, 9.86, 9.40
6.912, 9.60, 9.77
6.948, 9.09, 10.23
6.978, 8.36, 8.20
7.013, 7.45, 8.90
7.048, 6.42, 9.53
7.079, 5.02, 9.85
7.110, 2.86, 9.94
7.148, 1.67, 9.73
7.180, 1.43, 9.29
7.213, 1.19, 8.60
7.245, 1.06, 7.75
7.277, 0.91, 6.77
7.311, 0.70, 5.63
7.343, 0.34, 4.54
7.391, 0.30, 2.99
7.412, 0.66, 2.39
7.444, 1.41, 1.69
7.480, 2.46, 1.18
7.514, 3.75, 0.83
7.543, 5.18, 0.63
7.582, 6.72, 0.54
7.616, 8.23, 0.62
7.645, 9.78, 0.81
7.678, 9.75, 1.14
7.713, 9.63, 1.62
7.750, 9.58, 9.79
7.781, 9.57, 9.36
7.815, 9.53, 8.40
7.851, 9.33, 6.93
7.877, 8.92, 5.69
7.914, 8.27, 3.87
7.950, 7.42, 2.22
7.984, 6.39, 1.34
8.014, 4.79, 0.88
8.045, 2.15, 0.54
8.084, 1.78, 0.32
8.118, 1.51, 0.33
8.146, 1.32, 0.48
8.181, 1.12, 0.84
8.227, 0.71, 1.58
8.250, 0.45, 2.04
8.282, 0.71, 2.78
8.318, 1.62, 3.70
8.351, 3.09, 4.60
8.392, 4.92, 5.74
8.422, 6.86, 6.55
8.446, 8.12, 7.17
8.480, 9.09, 7.97
8.516, 9.72, 8.89
8.550, 9.92, 9.62
8.581, 9.86, 9.79
8.619, 9.74, 9.32
8.647, 9.68, 5.26
8.685, 9.76, 7.84
8.717, 9.83, 6.89
8.752, 9.71, 5.76
8.781, 9.36, 4.78
8.821, 8.77, 3.48
8.846, 8.05, 2.73
8.880, 7.10, 1.83
8.918, 5.75, 0.92
8.954, 3.59, 0.49
8.985, 1.79, 0.49
9.013, 1.69, 0.80
9.052, 1.59, 1.65
9.089, 1.34, 2.85
9.112, 0.81, 3.73
9.147, 0.51, 5.16
9.178, 0.93, 6.44
9.214, 2.14, 7.81
9.253, 4.09, 8.91
9.283, 6.26, 9.44
9.315, 7.13, 9.81
9.349, 8.07, 9.94
9.395, 8.91, 9.67
9.420, 9.50, 9.33
9.447, 9.71, 8.81
9.483, 9.71, 7.93
9.517, 9.74, 6.92
9.553, 9.84, 5.76
9.583, 9.92, 4.75
9.628, 9.89, 3.29
9.655, 9.70, 2.50
9.681, 9.36, 11.24
9.720, 8.88, 7.28
9.761, 8.34, 6.14
9.779, 7.67, 5.61
9.820, 6.67, 4.40
9.860, 5.14, 3.28
9.886, 2.41, 2.60
9.917, 1.59, 1.89
9.955, 1.54, 1.04
9.994, 1.47, 0.56
10.026, 1.23, 0.49
10.054, 0.60, 0.68
10.083, 0.45, 1.12
10.133, 0.98, 2.36
10.155, 2.21, 3.07
10.179, 4.01, 3.91
10.219, 6.16, 5.40
10.250, 7.44, 6.55
10.284, 8.51, 7.71
10.320, 9.42, 8.70
10.356, 9.82, 9.33
10.385, 9.84, 9.68
10.415, 9.70, 9.89
10.450, 9.54, 9.92
10.489, 9.36, 7.85
10.529, 9.11, 7.74
10.561, 8.73, 8.36
10.586, 8.16, 8.89
10.618, 7.38, 9.47
10.651, 6.44, 9.83
10.695, 5.39, 9.89
10.723, 3.80, 9.68
10.754, 1.73, 9.22
10.793, 1.30, 8.35
10.820, 1.03, 7.59
10.855, 0.84, 6.48
10.885, 0.69, 5.45
10.918, 0.49, 4.31
10.961, 0.26, 2.91
10.987, 0.35, 2.16
11.017, 0.89, 1.55
11.061, 1.92, 0.95
11.093, 3.34, 0.66
11.119, 5.03, 0.51
11.154, 6.86, 0.44
11.188, 8.70, 0.53
11.221, 9.50, 0.74
11.261, 9.67, 1.18
11.295, 9.48, 1.69
11.319, 9.17, 2.11
11.356, 8.92, 7.62
11.385, 8.70, 8.23
11.419, 8.48, 7.23
11.455, 8.14, 6.00
11.487, 7.62, 4.83
11.528, 6.88, 3.36
11.553, 5.96, 2.53
11.593, 4.85, 1.41
11.620, 3.12, 0.85
11.657, 1.64, 0.37
11.688, 1.34, 0.26
11.720, 1.15, 0.43
11.763, 0.97, 1.10
11.790, 0.81, 1.74
