経過時間_秒, A, HR, V2P_relTTP, P2V_relTTP, Stiffness, E, SBP, DBP
0.003, 4.3733, 81.0811, -0.7193, -0.4046, 7.4137, 3.5451, 127.43, 97.85
0.499, 4.3733, 81.0811, -0.6071, -0.6843, 7.4137, 3.5451, 127.43, 97.85
2.271, 1.6791, 78.6370, -0.3451, -0.4745, 2.0443, 1.5777, 130.02, 95.95
2.915, 1.1033, 81.3008, -0.5186, -0.6129, 0.9937, 0.9460, 131.78, 97.96
4.643, 3.3075, 74.8130, -0.6661, -0.6149, 5.1900, 2.8538, 127.98, 99.65
5.381, 3.9058, 71.9424, -0.6355, -0.6355, 6.3003, 3.1879, 127.71, 99.37
10.222, 4.6166, 75.4717, -0.5359, -0.4452, 8.6922, 4.0455, 127.66, 98.14
17.671, 4.0886, 71.2589, -0.5973, -0.6471, 7.8226, 3.8687, 127.81, 98.85
18.508, 4.4661, 69.5249, -0.6311, -0.4495, 8.5490, 4.0453, 127.20, 99.86
19.278, 3.8300, 81.7439, -0.5125, -0.4337, 6.1550, 3.1451, 128.32, 98.11
20.117, 4.7682, 71.6846, -0.6000, -0.4286, 9.4151, 4.3117, 127.98, 98.31
20.856, 4.2438, 78.4314, -0.5113, -0.5900, 7.5537, 3.6668, 127.97, 98.11
21.714, 4.7045, 72.0288, -0.5366, -0.5813, 8.7373, 4.0283, 127.43, 99.61
24.158, 4.7767, 71.9424, -0.5000, -0.3846, 8.8475, 4.0481, 127.64, 98.58
24.961, 5.0076, 74.4417, -0.5768, -0.5356, 10.1239, 4.5241, 127.87, 98.02
25.824, 4.2545, 74.9064, -0.6164, -0.4110, 7.0146, 3.4008, 127.71, 99.03
26.601, 4.8578, 75.0939, -0.4971, -0.4206, 8.7855, 3.9861, 127.42, 98.12
27.428, 4.4266, 68.9655, -0.5938, -0.4242, 8.0105, 3.8074, 128.35, 98.18
28.236, 4.1435, 78.9474, -0.5194, -0.4395, 7.3277, 3.5999, 128.05, 98.08
32.409, 4.4431, 78.3290, -0.4901, -0.4493, 8.0149, 3.8024, 128.21, 98.83
34.080, 4.6039, 83.9161, -0.5649, -0.5178, 8.5044, 3.9635, 127.23, 97.92
35.545, 4.2348, 77.8210, -0.6031, -0.3446, 6.8383, 3.3230, 128.57, 98.47
37.121, 4.7243, 74.8130, -0.4560, -0.4560, 8.8418, 4.0679, 127.67, 98.04
37.922, 4.5285, 69.2042, -0.6137, -0.4721, 8.0942, 3.8036, 128.70, 98.41
39.522, 4.4249, 74.8130, -0.4538, -0.4950, 8.2230, 3.9091, 126.40, 100.75
40.294, 4.6976, 66.8151, -0.6141, -0.4735, 9.2527, 4.2690, 128.26, 98.79
41.093, 4.6003, 85.3485, -0.6412, -0.4275, 8.4621, 3.9454, 127.69, 98.46
41.828, 4.6001, 78.2269, -0.5369, -0.3717, 8.1458, 3.7980, 127.72, 98.08
43.463, 4.4681, 81.6327, -0.5837, -0.5388, 8.0574, 3.8118, 128.27, 97.88
44.167, 4.1417, 71.5137, -0.4549, -0.4549, 7.0330, 3.4558, 127.83, 98.98
45.640, 3.2438, 85.4701, -0.6094, -0.4688, 4.8281, 2.6807, 129.67, 98.22
46.377, 4.8274, 89.0208, -0.5309, -0.4493, 9.8822, 4.4978, 127.23, 98.54
47.174, 4.5490, 75.0000, -0.5373, -0.4478, 8.2276, 3.8576, 128.25, 98.33
47.908, 4.5958, 81.5217, -0.4969, -0.4969, 8.3640, 3.9015, 128.07, 98.36
48.682, 4.6823, 75.0000, -0.6294, -0.4496, 8.6848, 4.0136, 128.05, 98.79
49.416, 4.5821, 81.8554, -0.4690, -0.3837, 8.0176, 3.7455, 127.77, 98.25
50.149, 4.4263, 78.1250, -0.4939, -0.4939, 8.1457, 3.8718, 128.93, 97.79
50.957, 4.5377, 81.8554, -0.6311, -0.4959, 8.0188, 3.7644, 128.35, 98.70
52.323, 4.2460, 75.6620, -0.4084, -0.4084, 7.6345, 3.7050, 128.73, 97.99
53.128, 3.5418, 81.9672, -0.6395, -0.3837, 6.0014, 3.1889, 129.68, 97.91
53.926, 4.6367, 94.6372, -0.5739, -0.8609, 8.6637, 4.0235, 127.73, 97.76
54.625, 4.4412, 74.2574, -0.4969, -0.8695, 8.2025, 3.8922, 125.93, 101.84
55.433, 4.4645, 74.6269, -0.6137, -0.4249, 7.9199, 3.7483, 126.58, 101.89
56.166, 4.6295, 85.8369, -0.5309, -0.4493, 8.4865, 3.9442, 127.77, 98.10
56.900, 4.7160, 74.8130, -0.5402, -0.4052, 8.4151, 3.8750, 128.17, 98.35
58.430, 3.9514, 81.5217, -0.5845, -0.4496, 6.6110, 3.3257, 128.79, 98.16
59.802, 3.7503, 75.6620, -0.4146, -0.4146, 5.9012, 3.0472, 129.23, 98.29
